rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,0.602928479049153,-1.35392651362293,-1.47859754949655,0.130787357013035,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
2,1,0.568297142852736,-1.30150275394266,-1.28906538177428,0.223165428137753,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
3,1,0.569481296168504,-1.62771420758687,-1.66426484594714,0.142930119569824,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
4,1,0.630370341704986,-1.40002497018734,-1.441501224701,0.203489162097688,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
5,1,0.607770567954354,-1.01056804483951,-1.47622825672201,0.16507505500586,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
6,1,0.584508391407335,-1.60049644439763,-1.31892818710748,0.15196746173684,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
7,1,0.587151317406219,-1.63703483535509,-1.27051072912828,0.221530310117746,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
8,1,0.55768129471445,-1.46457866693796,-1.62081876514302,0.271560104859387,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
9,1,0.606507558169344,-1.09515458019382,-1.23264032888494,0.122021881187719,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
10,1,0.624471532873181,-1.6397138565107,-1.74325742783578,0.273626334088452,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,3.86346731544084,-1.69143111442671,11
1,2,0.571373229821201,-1.11911046007091,-1.41669168832362,0.134215922942649,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
2,2,0.562736682597923,-1.24674459413333,-1.49814614159608,0.183386043444096,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
3,2,0.58199264068574,-1.29420342073398,-1.63682305326009,0.136717101988024,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
4,2,0.607392911679022,-1.14935801163631,-1.6644520137496,0.140646078647206,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
5,2,0.544815452874196,-0.98476138072362,-1.19402096195881,0.16279464693802,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
6,2,0.622821249510344,-1.33290159241342,-1.56058825575338,0.116562860599385,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
7,2,0.567728348867289,-1.46268716079177,-1.53077266675282,0.154459074899568,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
8,2,0.558950234302773,-1.35011468362809,-1.60054961516355,0.246832376900752,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
9,2,0.600709343109448,-1.62568923786343,-1.24897657516568,0.0607613104392694,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
10,2,0.579237522504439,-1.51513006178734,-1.67452541487334,0.129849142367407,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,1.75612150701856,-0.768832324739414,5
1,3,0.574579001441125,-0.856084257283277,-1.57456408046987,0.118532398243569,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
2,3,0.595048154503903,-1.25729706781811,-1.04447247252858,0.118998671485393,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
3,3,0.534132751913127,-1.47990154782079,-1.38782397002113,0.245768080581824,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
4,3,0.588238344905052,-1.19504982066572,-1.41450634479354,0.116605321622143,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
5,3,0.594239327228496,-1.33504264173832,-1.56104613906666,0.242791456955747,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
6,3,0.596589681475979,-1.48328779059048,-1.36981407693165,0.179472340213751,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
7,3,0.583981190234695,-1.51224497988848,-1.2952910727224,0.128437257618835,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
8,3,0.580565631628713,-1.22128416348466,-1.69125238612488,0.114576142445304,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
9,3,0.611492632598868,-1.52331824013602,-0.877385717739703,0.234790343423846,0.000220032009342465,0.0813669557736797,76.6974685967166,-36.8920602044804,2.10734580842228,-0.922598789687297,6
