b0_pop,1,-0.12912,0.0016617,-0.0086962,0.015789,0.068434,-0.0011385,0.00057024,0.10675,-0.013685,-0.079573
b1_pop,-0.12912,1,0.0032525,-0.0024739,-0.053922,0.021399,0.0015394,-0.00062436,-0.01913,0.18299,0.00061344
h1_pop,0.0016617,0.0032525,1,-0.00021475,-0.00062123,0.0016391,-0.93207,3.2465e-05,0.0010469,0.00066276,-0.00065336
h2_pop,-0.0086962,-0.0024739,-0.00021475,1,0.016932,-0.1133,-0.00074439,-0.84166,-0.0042298,-0.00018516,-0.0014696
alpha1_pop,0.015789,-0.053922,-0.00062123,0.016932,1,-0.14869,-0.04829,-0.0028501,0.0098516,-0.0061112,-0.0048543
alpha2_pop,0.068434,0.021399,0.0016391,-0.1133,-0.14869,1,0.0067731,0.010726,0.028865,0.00043719,0.023732
beta_hcov1_score4C,-0.0011385,0.0015394,-0.93207,-0.00074439,-0.04829,0.0067731,1,0.0001098,-0.0006265,0.00011154,-9.9162e-07
beta_hcov2_score4C,0.00057024,-0.00062436,3.2465e-05,-0.84166,-0.0028501,0.010726,0.0001098,1,0.00033149,-0.00016014,0.00013766
omega_b0,0.10675,-0.01913,0.0010469,-0.0042298,0.0098516,0.028865,-0.0006265,0.00033149,1,0.0048019,-0.093717
omega_b1,-0.013685,0.18299,0.00066276,-0.00018516,-0.0061112,0.00043719,0.00011154,-0.00016014,0.0048019,1,-0.0479
e_b,-0.079573,0.00061344,-0.00065336,-0.0014696,-0.0048543,0.023732,-9.9162e-07,0.00013766,-0.093717,-0.0479,1
