rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.0897330563566641,0.0409017911931305,0,0,0,0,0,0,11
2,1,0.451721513006241,0.0410780074161222,0,0,0,0,0,0,11
3,1,-0.191787991170777,0.048311908428478,0,0,0,0,0,0,11
4,1,0.306240165826047,0.0453866263581897,0,0,0,0,0,0,11
5,1,0.636853779931812,-0.0108787739366609,0,0,0,0,0,0,11
6,1,0.812554632650354,-0.00516707986324379,0,0,0,0,0,0,11
7,1,0.153981314890913,0.0139126058344224,0,0,0,0,0,0,11
8,1,-0.359061979408771,0.0355666716320101,0,0,0,0,0,0,11
9,1,1.15217515938724,0.0248476460994878,0,0,0,0,0,0,11
10,1,-0.612477456212588,0.0443476117893981,0,0,0,0,0,0,11
1,2,1.30502371618926,0.0312323033069938,0,0,0,0,0,0,5
2,2,0.287595467073317,0.0441644643369078,0,0,0,0,0,0,5
3,2,-0.270962107270663,0.0158024781548581,0,0,0,0,0,0,5
4,2,-0.647413713970309,0.0450589808567612,0,0,0,0,0,0,5
5,2,0.641939468996497,0.0716769748257142,0,0,0,0,0,0,5
6,2,0.341904912894755,-0.00669027195896772,0,0,0,0,0,0,5
7,2,0.23854766755575,0.0380984717254634,0,0,0,0,0,0,5
8,2,1.44747366600818,-0.0748480571270256,0,0,0,0,0,0,5
9,2,0.336653877335351,-0.00311197233156769,0,0,0,0,0,0,5
10,2,1.68591659405254,-0.0555577503720231,0,0,0,0,0,0,5
1,3,0.0135491598713244,-0.0705715010319654,0,0,0,0,0,0,6
2,3,-0.0315323312776741,0.0292895683112094,0,0,0,0,0,0,6
3,3,0.374740434058872,-0.0276949237908568,0,0,0,0,0,0,6
4,3,-0.235674773258715,0.0189861402384736,0,0,0,0,0,0,6
5,3,0.385582750558676,-0.0125797377789707,0,0,0,0,0,0,6
6,3,-0.617400583430552,-0.00168016104606506,0,0,0,0,0,0,6
7,3,0.0449044676174069,0.0184940440064499,0,0,0,0,0,0,6
8,3,0.476574877642335,-0.0503180043371028,0,0,0,0,0,0,6
9,3,0.0892187337830634,0.0544265661991222,0,0,0,0,0,0,6
10,3,1.39147257618718,0.0046020923017466,0,0,0,0,0,0,6
1,4,1.18127408276657,0.0154207406425127,0,0,0,0,0,0,8
