b0_pop,1,-0.0043977,0.15968,-0.42331,-0.21823,0.10778,0.18056,0.015965,-0.13978,-0.00062326,0.014254
b1_pop,-0.0043977,1,-0.39386,-0.85685,-0.034458,0.709,0.28922,-0.24268,0.33206,0.9871,-0.02017
h1_pop,0.15968,-0.39386,1,0.30988,0.67507,-0.45449,-0.87797,0.11726,0.17229,-0.42978,0.0054463
h2_pop,-0.42331,-0.85685,0.30988,1,0.23373,-0.77034,-0.35264,0.066885,-0.10647,-0.8514,0.011477
alpha1_pop,-0.21823,-0.034458,0.67507,0.23373,1,-0.52394,-0.68018,0.096934,0.72843,-0.036476,-0.010343
alpha2_pop,0.10778,0.709,-0.45449,-0.77034,-0.52394,1,0.44109,-0.36246,-0.36058,0.68222,-0.0068583
beta_hcov1_score4C,0.18056,0.28922,-0.87797,-0.35264,-0.68018,0.44109,1,-0.1899,-0.29432,0.31918,0.0031693
beta_hcov2_score4C,0.015965,-0.24268,0.11726,0.066885,0.096934,-0.36246,-0.1899,1,0.11204,-0.21622,-0.0035843
omega_b0,-0.13978,0.33206,0.17229,-0.10647,0.72843,-0.36058,-0.29432,0.11204,1,0.35481,-0.016905
omega_b1,-0.00062326,0.9871,-0.42978,-0.8514,-0.036476,0.68222,0.31918,-0.21622,0.35481,1,-0.020377
e_a,0.014254,-0.02017,0.0054463,0.011477,-0.010343,-0.0068583,0.0031693,-0.0035843,-0.016905,-0.020377,1
