rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,2.33615427816996,-0.0960462901576877,-0.0618829526223759,0.0876802763982421,0.465551938464171,-0.235228405848712,0,0,0,0,0,0,0,0
2,1,0.424205086669682,0.133941619690159,-0.0268378504477416,-0.555860022384398,0.0325182426017152,-0.221295007259578,0,0,0,0,0,0,0,0
3,1,2.10534296784686,-0.100731881232873,0.0306167145799356,-0.717609681002799,0.434678157087647,-0.237125689740833,0,0,0,0,0,0,0,0
1,2,-0.518172948824842,0.00393369965293169,-0.152181899691422,-0.914381882861871,0.586145010886184,0.0398268463486275,0,0,0,0,0,0,0,0
2,2,-0.486953392028671,-0.00860282663629222,0.0331696843611515,0.116570174058486,0.362641892317036,0.039516693518617,0,0,0,0,0,0,0,0
3,2,0.0483101684867249,0.0509571620558457,-0.0217220314161799,-0.0700833300085606,0.443124078069578,-0.00403207797829874,0,0,0,0,0,0,0,0
1,3,0.444647424229241,-0.0445432976915953,0.0886544497753451,-0.747270613869138,-0.612519567177043,-0.0817141932114408,0,0,0,0,0,0,0,0
2,3,0.297683125234073,-0.0545498406658291,0.038517119510251,-1.353315460937,-0.855683742880684,-0.114125724936511,0,0,0,0,0,0,0,0
3,3,0.107068969019601,-0.0903445664056677,0.0770422739161682,-0.659720951431764,0.114268538173053,-0.175002063397946,0,0,0,0,0,0,0,0
1,4,-0.183385475415665,0.0538776443703318,-0.0198264350826465,-0.899684684378738,0.682445926625171,0.218760442477643,0,0,0,0,0,0,0,0
2,4,-0.124108544322253,-0.0450327848440287,0.00266169684791689,1.01406766858074,0.00936860977080745,0.17274726253221,0,0,0,0,0,0,0,0
3,4,1.16343446145853,-0.0793235428741559,0.0181520853553203,0.726805430246982,0.907032858069747,0.0620148127883207,0,0,0,0,0,0,0,0
1,5,-1.05592054989364,0.0381445903072955,-0.0220501814243776,-0.537505907774503,-1.01692953982072,-0.0329313188361998,0,0,0,0,0,0,0,0
2,5,-2.56121706861341,0.00499951088609532,-0.111651076789622,0.741026234577829,-0.451226433636521,-0.140225000299456,0,0,0,0,0,0,0,0
3,5,-2.22370679867627,0.0525847301334567,-0.0353766857232046,-0.0407769673834999,-0.983611124753657,-0.0823609545173237,0,0,0,0,0,0,0,0
1,6,0.0938714455814944,-0.116777629422161,0.0280030736257817,-0.286706971261058,-0.0777230789432712,-0.117596596009346,0,0,0,0,0,0,0,0
2,6,-0.666126047311493,-0.0310415970737939,0.0394284187964981,-0.351315015207047,-0.489202572705445,-0.107444736939156,0,0,0,0,0,0,0,0
3,6,-0.873922319118419,0.00246321327997334,-0.0530514820697922,-0.359179110350521,-0.31359941053266,-0.1192248406066,0,0,0,0,0,0,0,0
1,7,1.59268616626285,0.0839054659136254,0.0261794654506415,-0.736998062006643,0.421016605705617,0.117095248531655,0,0,0,0,0,0,0,0
2,7,1.64007674910116,-0.0118392506558034,-0.00755689696074682,1.09628010321136,0.386304802932219,0.0723924927359442,0,0,0,0,0,0,0,0
3,7,2.68430328109434,-0.0460212755007254,0.0301279214496333,-0.250030702644489,-0.0641015876848563,0.106648247725342,0,0,0,0,0,0,0,0
1,8,3.29570104196744,-0.117717744874564,0.000513451116664065,-0.788552962749587,1.81939261616812,0.430498503442011,0,0,0,0,0,0,0,0
2,8,2.8827422470218,-0.0981891608196054,0.0749287259989028,0.285754370848718,1.84498710034345,0.408610333320262,0,0,0,0,0,0,0,0
3,8,1.70729199418663,-0.131306589124154,0.0292839975768982,0.283504810596356,1.96103121454253,0.345006677925939,0,0,0,0,0,0,0,0
1,9,3.61639796368291,-0.151055215687068,0.0466331778980865,-0.73801231712525,-0.262071580254115,-0.118980411301576,0,0,0,0,0,0,0,0
2,9,3.23387198500679,0.114463756885414,0.0317148756724229,-1.44448751387707,-0.116380258641768,-0.117586532578045,0,0,0,0,0,0,0,0
3,9,3.09196679752892,-0.0347846568890156,0.0310902009629112,-0.33190669105297,0.328913867955931,-0.183565699027802,0,0,0,0,0,0,0,0
1,10,-3.11741168479797,0.00443379426772919,-0.135387949936433,-0.0244803923232699,-0.788127111006581,-0.0490213709059161,0,0,0,0,0,0,0,0
2,10,-3.69569137709292,0.0429775332808977,-0.0241833910903358,0.495561789171451,-0.609300491873697,-0.0240818178694097,0,0,0,0,0,0,0,0
3,10,-4.0319170956617,-0.0146039314757658,-0.102600088975922,1.12980674843649,-0.129455439743366,-0.0916018060548469,0,0,0,0,0,0,0,0
1,11,-8.55468288909898,0.165365822764606,0.0909273265394253,-0.272785637440852,-0.642633478921271,-0.17105076567198,0,0,0,0,0,0,0,0
2,11,-2.43537292478573,0.00914414348685288,0.0594487125163907,1.37217769579929,-0.178009572623862,-0.192641098011216,0,0,0,0,0,0,0,0
3,11,-2.23653682030034,-0.0284832210108783,0.07799423028387,0.786168471951265,-0.380874650459094,-0.173382929155012,0,0,0,0,0,0,0,0
1,12,1.78322041563984,-0.129195378936215,0.0437179941609216,0.594541612673489,0.586106591053435,-0.0614786492360409,0,0,0,0,0,0,0,0
2,12,1.69773246935468,-0.209242613124739,0.0305600981007291,-1.21146132690897,0.311631262753825,-0.0717805564043827,0,0,0,0,0,0,0,0
3,12,3.96327037241959,0.0222102237539449,-0.0905804820029747,0.0360325661306395,-0.106952218214118,-0.224892454720101,0,0,0,0,0,0,0,0
1,13,2.02675223697066,-0.00518349872575791,0.00121894841117606,-0.515135871917942,-2.24335711608409,-0.0501457420902759,0,0,0,0,0,0,0,0
2,13,2.09673116857797,0.0715438571982045,0.0372546971798825,0.105632435478348,-1.61389749181576,0.0711842092591434,0,0,0,0,0,0,0,0
3,13,3.78753374286093,-0.123305160170116,-0.0143584035166017,0.648254317668284,-1.2294966156576,-0.160327595462548,0,0,0,0,0,0,0,0
1,14,2.13805150665686,0.0577928533019412,-0.0649812684305803,0.330363516700214,-2.15349058979453,-0.019817078271251,0,0,0,0,0,0,0,0
2,14,1.9816366398607,-0.109733685603167,-0.0908778613285523,-0.82067632314729,-0.92679459890671,-0.103312457309461,0,0,0,0,0,0,0,0
3,14,3.12284088622843,0.0295661804065382,-0.0207886161972078,-0.249904893298525,-1.62833089933671,-0.0827353254129652,0,0,0,0,0,0,0,0
1,15,-0.0168615925169311,0.0353989901012024,0.0350873525493429,-0.824696552089471,-0.810293461669341,0.16389299405326,0,0,0,0,0,0,0,0
2,15,-2.12961846947963,0.0742605397609576,-0.085052903485412,-0.91473964249617,-1.09858857766263,-0.208304049851653,0,0,0,0,0,0,0,0
3,15,-1.39162434912363,-0.139513957208094,-0.0365374474443307,-0.425558431740969,-0.928296855908705,-0.150869846581376,0,0,0,0,0,0,0,0
1,16,-1.69149702681371,-0.119699526260112,-0.0133013077008607,-1.65820680367453,-0.0027626444843758,-0.0636992037927958,0,0,0,0,0,0,0,0
2,16,-2.49553200235371,-0.0632239837949308,-0.0866810860085099,-0.0127437069759346,1.21753490699117,-0.166135288134861,0,0,0,0,0,0,0,0
3,16,-1.04885087859228,-0.167694368718579,-0.00264943535968257,-0.451794984773607,0.658551960682032,-0.0861079242328339,0,0,0,0,0,0,0,0
1,17,2.59808094873281,0.0961163619012096,0.0553015387776833,0.696277626157489,0.384516262232379,0.085906952176862,0,0,0,0,0,0,0,0
2,17,1.07777468591227,0.0518588697039445,-0.0231988584792902,-0.0733594376989515,0.545232074172187,0.0658875291811922,0,0,0,0,0,0,0,0
3,17,-0.97073816899601,0.111532695876043,-0.0381433279634581,0.0792206609947537,-0.389033131600299,0.186953979294659,0,0,0,0,0,0,0,0
1,18,-1.4081888613616,-0.0201027857596291,-0.0246457159214817,-0.486430112869332,0.775752825546104,0.264159496490329,0,0,0,0,0,0,0,0
2,18,-1.49800510921912,-0.0672424061892996,-0.0347328439062501,-0.00771281606348473,1.09289495060688,0.214199922908141,0,0,0,0,0,0,0,0
3,18,0.0999527458702261,0.0441257518261992,0.082686418871025,0.748381442968663,0.118746056238208,0.239965397060133,0,0,0,0,0,0,0,0
1,19,2.05534855645336,-0.0978155713195603,-0.0989636933557546,0.119760439073509,0.948995778755528,0.141147198216933,0,0,0,0,0,0,0,0
2,19,0.764714567856039,0.0900235419085696,-0.125528366395387,-0.429966658260884,1.0991213803445,0.118125459977969,0,0,0,0,0,0,0,0
3,19,0.936541957451301,0.0110500014161442,0.0138401259944141,-0.030746937859522,0.544610189457858,0.13836006780255,0,0,0,0,0,0,0,0
1,20,-4.66310555526353,0.0272201749231237,-0.0389623346753843,0.343404087593512,0.74869782637464,-0.158838587466502,0,0,0,0,0,0,0,0
2,20,-4.6754497960278,0.0438615390168856,-0.0568072312617048,-0.0451088413413387,1.24577855257203,-0.204963493488328,0,0,0,0,0,0,0,0
3,20,-4.63726049188457,0.0998110269258067,-0.0189030100902907,-0.491083377015823,0.331463933728299,-0.138768758354864,0,0,0,0,0,0,0,0
1,21,-0.664181927141694,0.238282744869648,-0.0171092205537656,-0.0353167977519169,-0.738316266061426,-0.037646586722088,0,0,0,0,0,0,0,0
2,21,-0.334249242046078,0.239507271182545,-0.0408852106797932,-0.0404874314578698,-0.581300677141898,-0.0476831385851769,0,0,0,0,0,0,0,0
3,21,0.644244703462321,0.231477095955576,-0.0583087636495748,0.112885959437325,-0.304523444458861,-0.051398719235509,0,0,0,0,0,0,0,0
1,22,-0.847868545561684,0.0939972730376157,0.0765757122803716,0.0319564662067229,0.255233097884259,0.337496912465469,0,0,0,0,0,0,0,0
2,22,-1.36865322757905,0.138022435342781,0.00804852528669198,1.22145941867909,0.990401575518805,0.0691916101806398,0,0,0,0,0,0,0,0
