rep,id,b01,b11,b21,a1,b02,b12,b03,b13,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha21,alpha22,alpha23,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,4.94469760030964,-0.217585128764049,-0.188370523782697,18.3688289420756,7.37740333222075,0.00250313345853683,3.10034258525126,-0.0841710043599209,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,0.297615808723624,-0.0798129435118737,-0.0430637660848358,1.28689918091369,-0.0242115668182814,-0.000772654515419904,-1.12853303496018,0.069893989037417,0,0,0,0,0,0,0,0,0,0
2,1,5.11285978673405,-0.263444987005999,-0.15708262211566,16.5073061706116,7.33554375325731,0.00447574940724552,3.99326673091744,-0.137627611671992,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,0.465777995148036,-0.125672801753824,-0.0117758644177984,1.1800471132279,-0.0660711457817182,0.00119996143328879,-0.235608889294003,0.0164373817253462,0,0,0,0,0,0,0,0,0,0
3,1,5.0942595252807,-0.240488729258291,-0.108172562543223,6.37006184342878,7.33010745642262,0.00579339364042365,3.60489151159239,-0.0911747342732851,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,0.447177733694691,-0.102716544006115,0.0371341951546388,0.227853210190169,-0.0715074426164071,0.00251760566646691,-0.623984108619045,0.0628902591240528,0,0,0,0,0,0,0,0,0,0
1,2,3.65668759501719,-0.197581554311633,-0.158882039916377,4.41101759194879,7.45511684064928,-0.00161195186861021,3.3721933533622,-0.0961890869625402,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-0.99039419656882,-0.0598093690594578,-0.0135752822185158,-0.139650558576796,0.0535019416102536,-0.00488773984256694,-0.856682266849244,0.0578759064347977,0,0,0,0,0,0,0,0,0,0
2,2,3.29966199544886,-0.281512591538753,-0.18803490393374,0.924981816044649,7.47261331738691,-0.00225618936244795,2.85631889274806,-0.0833143388486605,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-1.34741979613715,-0.143740406286577,-0.0427281462358781,-1.70173716788437,0.0709984183478793,-0.00553197733640469,-1.37255672746338,0.0707506545486774,0,0,0,0,0,0,0,0,0,0
3,2,3.6861221104934,-0.198372085959887,-0.170515686189084,6.04684788191121,7.46785771330451,-0.00152218729192436,3.15832347688884,-0.0993388768258326,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-0.960959681092612,-0.0605999007077118,-0.0252089284912222,0.175781157123554,0.0662428142654843,-0.00479797526588109,-1.0705521433226,0.0547261165715053,0,0,0,0,0,0,0,0,0,0
1,3,2.81347904894259,-0.139606918860083,-0.0990366845624375,10.2199048328151,7.32943765899502,0.00828716703024406,4.36171481434545,-0.164498143594894,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-1.83360274264342,-0.00183473360790773,0.0462700731354239,0.700581304983257,-0.072177240044013,0.00501137905628733,0.132839194134013,-0.0104331501975565,0,0,0,0,0,0,0,0,0,0
2,3,2.70183897022622,-0.249590624439841,-0.095209172090656,1.73908249839749,7.36442336840197,0.00728939205674901,4.90083378799596,-0.437297834867169,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-1.9452428213598,-0.111818439187666,0.0500975856072054,-1.07039829350786,-0.0371915306370605,0.00401360408279227,0.67195816778452,-0.283232841469832,0,0,0,0,0,0,0,0,0,0
3,3,3.3872483783957,-0.206484927802236,-0.171923018047046,11.4380992499657,7.37238496534366,3.16623477490457e-05,3.88003764793542,-0.261468948620997,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-1.25983341319031,-0.0687127425500603,-0.0266162603491846,0.813193854777446,-0.0292299336953725,-0.00324412562620769,-0.348837972276021,-0.107403955223659,0,0,0,0,0,0,0,0,0,0
1,4,3.1664160360265,-0.0477751959517748,-0.193523147882118,5.28324947708167,7.38151013123934,0.00657415663911012,3.49068162532954,-0.296973045095955,0.038409167884556,0.122747508731318,0.729701412228549,0.130567640850645,0.161179144935903,-10.8663559159561,0.662495783681555,-0.0883481269156896,3.59090893168221,-0.186811473160704,-1.48066575555952,0.0899969893004005,-0.0482163901842565,0.0407853717921551,-0.0201047677996895,0.00329836866515339,-0.738193994881901,-0.142908051698617,0,0,0,0,0,0,0,0,0,0
