rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,1.06957243678718,-0.222824926941874,-0.0777706117074416,-1.4763248185157,0.145959375678316,0.146838753818064,0,0,0,0,0,0,0,0
2,1,0.620546660103759,0.0997620025054141,0.0257142602822324,0.341568133465077,-0.443743826699262,0.0672177196220029,0,0,0,0,0,0,0,0
3,1,1.32464835273645,0.0986081694592599,0.0866161217057258,1.2285366471731,-0.339136970772175,0.10211549662972,0,0,0,0,0,0,0,0
1,2,-1.58395476703961,-0.125913361452656,0.00130062598471203,-0.664369890740385,0.271444834236577,-0.288215665264679,0,0,0,0,0,0,0,0
2,2,0.907324958724155,-0.0779805913961228,0.118731324786489,0.650712560967514,-0.123277912195667,-0.265046143322273,0,0,0,0,0,0,0,0
3,2,-0.391746735317331,-0.00732031973914016,0.112672313295387,-1.74989266196794,-0.358247862305975,-0.103915652925811,0,0,0,0,0,0,0,0
1,3,-3.24343270183165,-0.0841829929985768,0.00234581951326487,-1.58676239450307,0.210693035955024,0.0523640054217573,0,0,0,0,0,0,0,0
2,3,-3.11104625873058,0.242958799004697,0.00874793186368905,-1.50352926752589,0.512544346239369,0.0766369178225665,0,0,0,0,0,0,0,0
3,3,-3.09827662581726,0.0376210274648416,-0.00733133842089592,-0.660087492954947,0.249936186767413,0.0769689202434534,0,0,0,0,0,0,0,0
1,4,0.205537706464746,0.0945153905952602,-0.00541013585324687,-0.817924003502065,-1.46675500279818,-0.0631036232942311,0,0,0,0,0,0,0,0
2,4,1.16011277478729,0.121735989733562,0.0489435311810659,1.10921112521682,-1.09660599872828,-0.030389888143091,0,0,0,0,0,0,0,0
3,4,-0.354093238391179,0.0854094301666303,-0.064505726468043,0.570360402601001,-0.706888734161264,-0.113227331679942,0,0,0,0,0,0,0,0
1,5,-0.939517592899266,0.135043018940384,0.0294068397717012,0.440029181533544,-1.57608452894143,-0.0456364784407012,0,0,0,0,0,0,0,0
2,5,1.86880928639408,-0.166709192224689,0.0737893563141639,-1.24355941616663,-1.65614181695526,-0.0174646299612218,0,0,0,0,0,0,0,0
3,5,0.550824698599635,0.176185264869821,0.0407441150441149,-1.26475609367192,-1.40000431822182,-0.0419917183570969,0,0,0,0,0,0,0,0
1,6,5.45388377043896,-0.171730257412732,-0.0274662721706434,-2.32752899663751,-0.470517559849454,-0.00317331024042147,0,0,0,0,0,0,0,0
2,6,2.88288508352932,0.0171816022554817,0.026685581788787,-0.185958864716014,-1.32669436365416,0.00861239329673427,0,0,0,0,0,0,0,0
3,6,3.64696402342824,-0.170025434762194,0.0330693595994898,-0.229566551359845,-1.13140862090314,0.051110992897287,0,0,0,0,0,0,0,0
1,7,-0.907232292990324,-0.0225377520060074,0.0991033369336325,-0.779970292057858,-0.595733850970483,-0.11061611171817,0,0,0,0,0,0,0,0
2,7,-2.61937229670252,0.14174250654364,0.0353027793161999,-0.13037095840714,-0.66353047943466,-0.0785632949511672,0,0,0,0,0,0,0,0
3,7,-2.25859338059803,0.00434015528271334,-0.0215705257608122,1.53741314540712,-0.396090881110913,-0.098776266974497,0,0,0,0,0,0,0,0
1,8,4.86034514035622,0.0290402158283288,0.0110948345132208,0.203482974941049,1.13382846625475,0.0486996148968704,0,0,0,0,0,0,0,0
2,8,3.1136083988038,0.123886079863899,-0.0032940081660037,1.10226059117326,1.14454109882015,0.0456684639130143,0,0,0,0,0,0,0,0
3,8,3.41550969356318,0.228677375094547,-0.000861212277035728,0.308806616345548,0.84260848494224,0.132540698345661,0,0,0,0,0,0,0,0
1,9,2.42831745820926,-0.0488751533465573,0.101823412212069,-1.46396398646843,0.623308996639529,-0.0515013091113517,0,0,0,0,0,0,0,0
2,9,2.92790798352618,0.0399620053298572,-0.118995934590984,1.08151593169229,1.42267599874826,-0.100821741558291,0,0,0,0,0,0,0,0
