b01_pop,1,-0.12317,0.095897,-0.067593,-0.00029308,0.0034445,0.0061771,-0.0089169,-0.00040447,0.0046296,-0.010027,-0.0092454,0.0044249,0.00010507,0.19287,0.082997,-0.028179,-0.025592,-0.00088521,-0.00072731,nan,0.0018191
b11_pop,-0.12317,1,0.68731,-0.071294,0.0025665,-0.010664,-0.041578,0.021447,0.044617,-0.012269,0.045408,0.025905,0.047645,0.0054268,0.04834,-0.6931,-0.5286,0.34166,0.011534,0.0084835,nan,0.0014661
b21_pop,0.095897,0.68731,1,-0.0033032,2.9805e-06,0.00012503,-0.0052591,0.010843,0.023855,-0.020293,0.012033,0.0013214,0.0090095,0.002571,0.11602,-0.57087,-0.73068,0.24524,0.010475,0.0062703,nan,0.003711
a1_pop,-0.067593,-0.071294,-0.0033032,1,-0.0017084,-0.002136,-0.0080813,-0.00041151,0.0077898,-0.0023038,0.038078,0.0062063,-0.017969,0.0049007,-0.066092,-0.19427,-0.2412,-0.53173,-0.011395,-0.0077868,nan,0.005275
b03_pop,-0.00029308,0.0025665,2.9805e-06,-0.0017084,1,-0.15279,-0.011563,-0.035182,-0.0029442,0.019537,0.0025309,0.0039408,-0.0047804,-0.0025656,0.0015906,0.00090247,0.001658,-0.0011571,0.0011235,0.017565,nan,-0.0035274
b13_pop,0.0034445,-0.010664,0.00012503,-0.002136,-0.15279,1,-0.070055,0.096136,0.059921,-0.038702,0.043596,0.042498,0.026875,0.020531,-0.003078,-0.0029001,0.0015163,-0.0045582,0.0096448,-0.039509,nan,0.0027905
p1_pop,0.0061771,-0.041578,-0.0052591,-0.0080813,-0.011563,-0.070055,1,-0.46086,-0.056206,-0.044596,-0.67705,-0.89691,-0.083948,0.11805,-0.0089107,-0.0061436,0.013953,-0.027365,0.0048791,-0.047386,nan,-0.02258
g1_pop,-0.0089169,0.021447,0.010843,-0.00041151,-0.035182,0.096136,-0.46086,1,0.013968,0.044745,0.42405,0.39647,0.076249,-0.10203,-0.0022895,0.025193,-0.012437,-0.016048,-0.024978,0.088224,nan,0.0084355
p2_pop,-0.00040447,0.044617,0.023855,0.0077898,-0.0029442,0.059921,-0.056206,0.013968,1,-0.21611,0.063154,0.048488,0.068834,0.21759,0.012012,-0.0021113,-0.028886,0.017825,0.0016361,0.017444,nan,-0.00048694
g2_pop,0.0046296,-0.012269,-0.020293,-0.0023038,0.019537,-0.038702,-0.044596,0.044745,-0.21611,1,0.025481,0.050418,0.071203,-0.54478,0.00057405,-0.0042831,0.019785,-0.0060918,-0.0032843,0.013351,nan,0.0063051
alpha11_pop,-0.010027,0.045408,0.012033,0.038078,0.0025309,0.043596,-0.67705,0.42405,0.063154,0.025481,1,0.56757,0.076077,-0.081471,0.0077548,-0.022958,-0.033314,0.018272,-0.0076188,0.047311,nan,0.012567
alpha13_pop,-0.0092454,0.025905,0.0013214,0.0062063,0.0039408,0.042498,-0.89691,0.39647,0.048488,0.050418,0.56757,1,0.075325,-0.134,0.00056381,0.017765,-0.0051131,0.0069237,-0.019324,0.021363,nan,0.034219
alpha21_pop,0.0044249,0.047645,0.0090095,-0.017969,-0.0047804,0.026875,-0.083948,0.076249,0.068834,0.071203,0.076077,0.075325,1,-0.06246,0.013389,-0.00539,-0.035882,-0.022047,0.00039007,0.011696,nan,0.0038919
alpha23_pop,0.00010507,0.0054268,0.002571,0.0049007,-0.0025656,0.020531,0.11805,-0.10203,0.21759,-0.54478,-0.081471,-0.134,-0.06246,1,0.0012672,-0.0068452,-0.005399,0.014435,0.0022039,-0.043828,nan,-0.011288
omega_b01,0.19287,0.04834,0.11602,-0.066092,0.0015906,-0.003078,-0.0089107,-0.0022895,0.012012,0.00057405,0.0077548,0.00056381,0.013389,0.0012672,1,-0.038294,-0.065256,0.06081,0.002197,0.0005809,nan,0.0012616
omega_b11,0.082997,-0.6931,-0.57087,-0.19427,0.00090247,-0.0029001,-0.0061436,0.025193,-0.0021113,-0.0042831,-0.022958,0.017765,-0.00539,-0.0068452,-0.038294,1,0.55186,-0.24952,-0.0081735,-0.0025105,nan,-0.00096682
omega_b21,-0.028179,-0.5286,-0.73068,-0.2412,0.001658,0.0015163,0.013953,-0.012437,-0.028886,0.019785,-0.033314,-0.0051131,-0.035882,-0.005399,-0.065256,0.55186,1,-0.14341,-0.0089287,0.0003538,nan,-0.0046692
omega_a1,-0.025592,0.34166,0.24524,-0.53173,-0.0011571,-0.0045582,-0.027365,-0.016048,0.017825,-0.0060918,0.018272,0.0069237,-0.022047,0.014435,0.06081,-0.24952,-0.14341,1,0.017302,0.00241,nan,-0.0070861
omega_b03,-0.00088521,0.011534,0.010475,-0.011395,0.0011235,0.0096448,0.0048791,-0.024978,0.0016361,-0.0032843,-0.0076188,-0.019324,0.00039007,0.0022039,0.002197,-0.0081735,-0.0089287,0.017302,1,0.00042816,nan,-0.10394
omega_b13,-0.00072731,0.0084835,0.0062703,-0.0077868,0.017565,-0.039509,-0.047386,0.088224,0.017444,0.013351,0.047311,0.021363,0.011696,-0.043828,0.0005809,-0.0025105,0.0003538,0.00241,0.00042816,1,nan,-0.05008
b_1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
a_3,0.0018191,0.0014661,0.003711,0.005275,-0.0035274,0.0027905,-0.02258,0.0084355,-0.00048694,0.0063051,0.012567,0.034219,0.0038919,-0.011288,0.0012616,-0.00096682,-0.0046692,-0.0070861,-0.10394,-0.05008,nan,1
