rep,id,b02,b12,b03,b13,h1,h2,alpha12,alpha13,alpha22,alpha23,hcov1,hcov2,eta_b02,eta_b12,eta_b03,eta_b13,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23,eta_hcov1,eta_hcov2
1,1,4.71437711159048,-0.0537455909596268,5.09864753327001,0.0236416651364643,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,0.46985711159048,0.102459109040373,-0.496832466729991,-0.0240113948635358,0,0,0,0,0,0,0,0
2,1,5.32753749236979,-0.0751311503739163,4.73945640114937,0.0618032996780676,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,1.08301749236979,0.0810735496260836,-0.856023598850634,0.0141502396780676,0,0,0,0,0,0,0,0
3,1,5.13366495468996,-0.0901974973929835,6.84531810461335,-0.100107850864832,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,3.6890612,-1.7545297,0.889144954689957,0.0660072026070165,1.24983810461335,-0.147760910864832,0,0,0,0,0,0,0,0
1,2,2.75109112944046,-0.258655399133974,3.60099933921399,0.0384935822447945,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-1.49342887055953,-0.102450699133974,-1.99448066078601,-0.00915947775520548,0,0,0,0,0,0,0,0
2,2,2.9137201042576,-0.331542618117891,3.84852330160864,-0.00144375793265742,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-1.3307998957424,-0.175337918117891,-1.74695669839136,-0.0490968179326574,0,0,0,0,0,0,0,0
3,2,2.83665956152213,-0.298245497869403,3.36685326207977,-0.00157566407170148,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-1.40786043847787,-0.142040797869403,-2.22862673792023,-0.0492287240717015,0,0,0,0,0,0,0,0
1,3,3.69852475305027,-0.0891182345877899,4.60735662326233,0.0458687907389724,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,1.0061076,-0.4785081,-0.545995246949729,0.0670864654122101,-0.988123376737672,-0.00178426926102764,0,0,0,0,0,0,0,0
2,3,3.54964678870367,0.199085123243509,6.23495165755755,0.123046028135539,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,1.0061076,-0.4785081,-0.69487321129633,0.355289823243509,0.639471657557552,0.0753929681355389,0,0,0,0,0,0,0,0
3,3,3.30805635947833,-0.0199509984267478,5.57857839288294,0.183466042217104,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,1.0061076,-0.4785081,-0.936463640521674,0.136253701573252,-0.0169016071170567,0.135812982217104,0,0,0,0,0,0,0,0
1,4,4.95192676094195,-0.0648628727263573,3.85936932798493,0.122389499397339,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,4.0244304,-1.9140324,0.707406760941952,0.0913418272736427,-1.73611067201507,0.0747364393973386,0,0,0,0,0,0,0,0
2,4,4.43481742051968,-0.0013923626900822,6.77340497582291,0.119290848929909,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,4.0244304,-1.9140324,0.190297420519681,0.154812337309918,1.17792497582291,0.0716377889299088,0,0,0,0,0,0,0,0
3,4,4.66422113605341,-0.00181179088473331,5.19530742857294,0.0188315790576333,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,4.0244304,-1.9140324,0.419701136053411,0.154392909115267,-0.400172571427062,-0.0288214809423667,0,0,0,0,0,0,0,0
1,5,5.67213699532821,-0.390311376404188,8.1954960204673,0.100417634066358,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.3475844,-1.1165189,1.42761699532821,-0.234106676404188,2.6000160204673,0.0527645740663585,0,0,0,0,0,0,0,0
2,5,4.15673424970883,-0.199890391347762,7.7250632264354,0.0486611268765263,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.3475844,-1.1165189,-0.0877857502911669,-0.0436856913477624,2.1295832264354,0.0010080668765263,0,0,0,0,0,0,0,0
3,5,3.69193418770936,0.0127447211688038,7.06205951186119,0.0603793319251236,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.3475844,-1.1165189,-0.552585812290642,0.168949421168804,1.46657951186119,0.0127262719251236,0,0,0,0,0,0,0,0
1,6,6.19743184029572,-0.114969213155307,3.49825310659572,0.0809776251592839,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.0122152,-0.9570162,1.95291184029572,0.0412354868446928,-2.09722689340428,0.0333245651592839,0,0,0,0,0,0,0,0
2,6,5.61119729034001,0.0290733310057801,8.28904501575776,-0.0120086847623656,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.0122152,-0.9570162,1.36667729034001,0.18527803100578,2.69356501575776,-0.0596617447623656,0,0,0,0,0,0,0,0
3,6,5.63824256547574,0.115292239149461,5.18227467444223,0.0428390219398254,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.0122152,-0.9570162,1.39372256547574,0.271496939149461,-0.413205325557766,-0.00481403806017454,0,0,0,0,0,0,0,0
1,7,3.13895838732085,-0.316359665161158,5.63788739294447,0.00606472046622363,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-1.10556161267915,-0.160154965161158,0.0424073929444724,-0.0415883395337763,0,0,0,0,0,0,0,0
2,7,3.64670914942771,-0.376579215893355,4.9706280997703,0.141988297948466,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-0.597810850572287,-0.220374515893355,-0.6248519002297,0.0943352379484655,0,0,0,0,0,0,0,0
3,7,3.51509389477184,-0.243158645296187,6.63149043079831,0.0627725485219624,0.0004260913,0.1034865,0.4978851,0.4700881,-0.2668553,-0.5051688,2.6829536,-1.2760216,-0.729426105228163,-0.0869539452961867,1.03601043079831,0.0151194885219624,0,0,0,0,0,0,0,0
