parameter,value
b01_pop,4.5265881648001
b11_pop,-0.135591993496845
b21_pop,-0.160253855552345
a1_pop,4.47350383051424
b02_pop,7.40033096323262
b12_pop,0.0022230408021811
b03_pop,4.1320350799471
b13_pop,-0.153759263693047
p1_pop,0.0364532633205847
g1_pop,0.150361965844911
p2_pop,0.72983576349324
g2_pop,0.131502534070283
alpha11_pop,0.143574450545491
alpha12_pop,-9.4036747732564
alpha13_pop,0.699669325829523
alpha21_pop,-0.121816476151427
alpha22_pop,2.93623655369883
alpha23_pop,-0.249508081030782
omega_b01,1.97389246409779
omega_b11,0.0973367176487053
omega_b21,0.0798508822977367
omega_a1,0.811151783537159
omega_b02,0.0409574401355472
omega_b12,0.00503914927390302
omega_b03,0.899481959620336
omega_b13,0.169866208989728
b_1,0.297475693281795
a_2,0.0508683693057412
a_3,0.696561615259511
