id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,1.043,0.00118042,-0.00101957,-0.154334,-0.0421314,-0.000123946,-1.35929,-0.212864,0,0,0,0,0,0,0,0,0,0
2,-2.48908,0.0233511,-0.05187,-0.0948928,0.0728174,0.00360198,1.11251,0.177535,0,0,0,0,0,0,0,0,0,0
3,-1.07976,-0.0285961,0.0107061,-0.134323,0.0350115,-0.00132133,-0.406885,-0.094691,0,0,0,0,0,0,0,0,0,0
4,-2.71352,-0.0176525,-0.0406588,-0.289703,0.0392665,0.0105153,0.224156,0.0342909,0,0,0,0,0,0,0,0,0,0
5,-2.3553,-0.00731287,0.0125641,0.0110491,-0.00905737,-0.000130223,-0.73425,-0.0171254,0,0,0,0,0,0,0,0,0,0
6,0.936618,0.0658435,-0.0242448,0.200746,-0.0386381,-0.000176233,-0.248234,0.025586,0,0,0,0,0,0,0,0,0,0
7,-1.48949,0.0350055,-0.0225979,-0.0453083,0.0424132,0.00387483,0.174358,-0.102542,0,0,0,0,0,0,0,0,0,0
8,1.78891,0.242212,-0.0150028,0.460423,-8.8921e-05,0.00840577,0.123132,-0.298252,0,0,0,0,0,0,0,0,0,0
9,1.2768,0.0262001,-0.0451401,-0.000400986,-0.0399297,-0.00359301,1.01877,0.217424,0,0,0,0,0,0,0,0,0,0
10,-3.12034,-0.126067,0.0314142,0.460787,0.0236856,-0.000619272,-0.63038,0.135895,0,0,0,0,0,0,0,0,0,0
11,-2.01624,-0.0122831,0.00428523,-0.24949,-0.0123829,0.00498658,0.252993,-0.0307158,0,0,0,0,0,0,0,0,0,0
12,-1.52189,-0.0477385,0.0882049,0.14022,0.039938,0.00167415,0.831447,-0.213728,0,0,0,0,0,0,0,0,0,0
13,0.738435,0.010106,-0.0100059,-0.0473294,0.0174964,0.000822584,-0.105982,0.00452992,0,0,0,0,0,0,0,0,0,0
14,-0.866492,0.00191231,-0.0105027,-0.231471,-0.0710511,-0.00400415,-1.82939,-0.17377,0,0,0,0,0,0,0,0,0,0
15,1.40423,0.00208688,-0.00614162,-0.0951618,-0.00688621,0.000192287,0.302243,0.010464,0,0,0,0,0,0,0,0,0,0
16,0.274602,-0.0214833,-0.0035846,-0.246776,-0.0259927,0.00374823,0.0705723,-0.0758672,0,0,0,0,0,0,0,0,0,0
17,-0.31475,-0.0566588,0.0922013,0.0907058,0.015987,0.00338137,-0.919932,-0.162879,0,0,0,0,0,0,0,0,0,0
18,-0.86361,-0.0018451,0.000666685,-0.192949,-0.0330457,0.000315467,-1.42383,0.0358238,0,0,0,0,0,0,0,0,0,0
19,1.80016,0.0629655,0.0533528,-0.0501017,0.00200113,-0.000810891,0.662797,0.0152195,0,0,0,0,0,0,0,0,0,0
20,0.759824,0.0764096,-0.0571977,0.524432,0.0410779,0.00114476,-0.594431,0.00333387,0,0,0,0,0,0,0,0,0,0
21,-0.855331,-0.00176314,0.00380888,-0.135067,0.0270999,0.00072571,-1.48835,-0.115124,0,0,0,0,0,0,0,0,0,0
22,-2.93851,0.228925,0.0740509,-0.901435,-0.0334227,-0.00406959,-0.380759,-0.21887,0,0,0,0,0,0,0,0,0,0
23,-2.66879,-0.0965364,0.0120379,-0.100437,-0.0428936,-0.00295391,-0.767599,-0.116337,0,0,0,0,0,0,0,0,0,0
24,-3.70768,-0.0794675,0.0807044,0.429535,0.00848345,-0.000711198,0.508831,0.0874097,0,0,0,0,0,0,0,0,0,0
25,-0.106544,-0.00883567,-0.00166413,-0.0765208,-0.00997113,-0.000999373,0.0333097,0.020539,0,0,0,0,0,0,0,0,0,0
26,0.220405,-0.0390512,0.013826,-0.336441,-0.026623,-0.00398007,0.396498,-0.0323724,0,0,0,0,0,0,0,0,0,0
27,-0.245018,-0.031088,0.0261872,-0.113567,-0.00469476,-0.00198724,0.322794,-0.0712068,0,0,0,0,0,0,0,0,0,0
28,-1.2942,0.00375042,-0.00849941,-0.185881,-0.0451442,-0.00135211,-0.460471,0.0812618,0,0,0,0,0,0,0,0,0,0
29,1.64523,-0.02995,0.000766412,-0.145957,-0.0663389,-0.0064909,-0.496545,-0.00315801,0,0,0,0,0,0,0,0,0,0
30,-1.75726,-0.00448271,0.0847659,-0.120603,-0.0228985,-0.001287,-0.571365,-0.161071,0,0,0,0,0,0,0,0,0,0
31,-1.92777,-0.00757785,0.00342379,0.0423349,0.0320683,0.000499847,0.228023,-0.0359725,0,0,0,0,0,0,0,0,0,0
32,0.017225,-0.0313426,0.0457958,0.0482616,0.019233,0.00153225,1.42899,0.0425397,0,0,0,0,0,0,0,0,0,0
33,0.198702,0.0177532,-0.00454455,0.0138536,-0.0156562,-0.000952262,0.639102,0.0766665,0,0,0,0,0,0,0,0,0,0
34,1.72954,-0.00646707,0.00513456,0.0321065,-0.020595,0.000749907,0.868212,-0.0484209,0,0,0,0,0,0,0,0,0,0
35,-3.3379,-0.0100161,-0.00506708,0.0240085,0.0141285,0.000447595,-0.504745,-0.0231721,0,0,0,0,0,0,0,0,0,0
36,-3.03529,0.140398,-0.0185954,0.997288,0.0351414,0.00302917,0.60609,0.13359,0,0,0,0,0,0,0,0,0,0
37,1.37291,-0.0428329,0.008435,-0.256647,-0.00786641,-0.0103974,-1.68832,0.128162,0,0,0,0,0,0,0,0,0,0
38,-1.59408,0.0270641,-0.0706335,0.571396,-0.0943065,0.000351112,-1.05006,-0.0246918,0,0,0,0,0,0,0,0,0,0
39,2.01883,0.0288089,-0.0241618,-0.202207,-0.0840435,-0.0023589,-0.636363,0.0188817,0,0,0,0,0,0,0,0,0,0
40,2.09914,-0.00607367,-0.00886402,-0.264182,0.06827,0.00974564,-0.120151,-0.276786,0,0,0,0,0,0,0,0,0,0
41,-2.77595,-0.00799224,0.000960098,0.048194,0.000606987,0.00062874,0.103449,0.00384517,0,0,0,0,0,0,0,0,0,0
42,1.05382,0.0254579,-0.0287022,0.0522718,0.000991456,-0.00183959,0.268438,0.0898495,0,0,0,0,0,0,0,0,0,0
43,-0.404628,0.0715628,-0.0552092,0.450333,-0.0556043,-0.00426836,-1.29306,0.0792264,0,0,0,0,0,0,0,0,0,0
44,0.373098,-0.0506169,0.0271671,-0.190571,-0.0103486,-0.0025046,0.211914,0.0186448,0,0,0,0,0,0,0,0,0,0
45,-1.23096,-0.0524808,0.086196,0.281282,-0.0288173,-0.0016391,-0.396116,-0.174449,0,0,0,0,0,0,0,0,0,0
46,0.353508,-0.00910482,0.00135973,-0.355833,-0.0110796,-0.00294709,0.627485,0.262303,0,0,0,0,0,0,0,0,0,0
47,-1.89297,-0.032226,-0.00376665,-0.231855,-0.0300686,0.00572271,-0.309728,-0.127188,0,0,0,0,0,0,0,0,0,0
48,0.862849,0.025854,-0.126856,1.9784,-0.0244274,0.0058985,0.202046,0.0247936,0,0,0,0,0,0,0,0,0,0
49,0.342909,0.0121877,-0.0291616,0.0033778,0.0387928,0.00209509,0.519483,-0.0285061,0,0,0,0,0,0,0,0,0,0
50,2.83995,-0.0333145,0.00425308,-0.150534,0.0580413,0.00115071,-0.0395591,0.0444246,0,0,0,0,0,0,0,0,0,0
