parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,3.4933524589805,0.267585742451559,7.65985527064885,
b1_pop,-0.317096246736485,0.239089231228847,75.3995777905048,
b2_pop,-0.694850412897765,0.162268499499431,23.3530118839126,
a_pop,4.29768666030019,3.51345033580434,81.7521288431699,
h1_pop,0.00107386123792663,0.000423196791095611,39.4088897288727,
h2_pop,0.10180256978518,0.0170763058686438,16.773943825463,
alpha1_pop,2.39014250822644e-11,5.378411594057e-10,2250.24724490088,
alpha2_pop,0.318505656254489,0.209369010431247,65.7347856528988,
hcov1_pop,0,,,
beta_hcov1_score4C,0.233125161489912,0.0435428813729276,18.6778986423616,8.60682904946231e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.119402004396864,0.0186235308015539,15.5973351499643,1.44235068333387e-10
omega_b0,1.20549978964537,0.138538102408301,11.4921714294994,
omega_b1,0.156926335170843,0.0750507044819963,47.8254363107951,
omega_b2,0.249531447780315,0.149103462679762,59.7533753785739,
omega_a,0.458155812503579,0.269555574888801,58.8349132614562,
e_a,1.12793497535704,0.0509677589092569,4.51867882659843,
