rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,0.0160397120124429,-0.00423089526092194,0.268848658568017,-0.0633413850847673,0,0,0,0,0,0,0,0
2,1,0.0147315993139951,-0.00597099584972265,-0.158163840153913,0.0040652518405484,0,0,0,0,0,0,0,0
3,1,-0.000831406735642304,0.000195597218072957,0.0812999018327885,-0.00838420637610282,0,0,0,0,0,0,0,0
1,2,0.000544546584675842,-0.00364708741486888,-0.218923971229429,-0.0912685786169369,0,0,0,0,0,0,0,0
2,2,-0.0163183465096441,-0.00710578931744638,0.403412791825211,-0.263688066495239,0,0,0,0,0,0,0,0
3,2,-0.00304509669727526,-0.00259089272064568,0.721711384245854,-0.240239336584921,0,0,0,0,0,0,0,0
1,3,0.00666709003193056,0.00531015355964553,-0.852028374007521,0.102184467711988,0,0,0,0,0,0,0,0
2,3,-0.0261352012028198,0.00816157708585119,-0.152927655180151,0.0519019604159438,0,0,0,0,0,0,0,0
3,3,-0.0046816413678572,0.0063238648285359,-0.637261461816184,0.0832295575766048,0,0,0,0,0,0,0,0
1,4,-0.0332011186241994,-0.00570970129843628,-0.177472082642031,-0.0229179066054236,0,0,0,0,0,0,0,0
2,4,-0.0207451613288017,-0.00580468487778488,-0.645600018329954,0.213975146006841,0,0,0,0,0,0,0,0
3,4,-0.0437299728681069,0.000638018379561347,-0.435969158761753,0.0463807389663305,0,0,0,0,0,0,0,0
1,5,0.0299925459747472,0.00620091678738856,0.393157052351262,-0.107740897763529,0,0,0,0,0,0,0,0
2,5,-0.0100009654708391,0.00411987829446223,0.456186802170609,-0.198759396475356,0,0,0,0,0,0,0,0
3,5,0.00809662888027152,0.00533622714083939,0.236228655622174,-0.089884274548749,0,0,0,0,0,0,0,0
1,6,-0.0289126974814824,-0.00668324864505906,-0.168377169607002,-0.120493091974425,0,0,0,0,0,0,0,0
2,6,-0.010281119707968,0.00276316995557467,-0.821121234823305,0.207709733650931,0,0,0,0,0,0,0,0
3,6,0.0355777239304551,0.00382352566512841,0.933604577415502,-0.0117950467722823,0,0,0,0,0,0,0,0
1,7,0.0311056279874178,-0.00256498840330947,0.442287290344955,-0.111330704393155,0,0,0,0,0,0,0,0
2,7,0.0325811723732423,-0.0020159004534751,0.659560078678628,0.242495950224482,0,0,0,0,0,0,0,0
3,7,0.0435269397828071,0.00371651872090425,0.461217344598444,0.0569321206873952,0,0,0,0,0,0,0,0
1,8,0.0906646390315977,-0.000393726012507068,0.291703893935738,0.124874432929822,0,0,0,0,0,0,0,0
2,8,0.102296850482395,-0.00111426144408383,-0.495152184294,0.152343105015808,0,0,0,0,0,0,0,0
3,8,0.135206709897724,-0.00306886400724617,0.141719026315504,0.150178110162468,0,0,0,0,0,0,0,0
1,9,0.0574841789000322,-0.00977826767096782,1.04392141032352,0.0610608402360356,0,0,0,0,0,0,0,0
2,9,-0.0634136279670336,-0.00452330205745445,0.618676429998973,-0.220861711671119,0,0,0,0,0,0,0,0
3,9,-0.0363218454821945,-0.00993881664215206,-0.125345382347971,0.00506896824847478,0,0,0,0,0,0,0,0
1,10,-0.0256225694532004,-0.00877762103593337,-1.72921412190353,0.154984555744049,0,0,0,0,0,0,0,0
2,10,-0.0224131034402086,-0.0097894689335373,-1.38790515340054,0.135733083230531,0,0,0,0,0,0,0,0
3,10,-0.00407056976468834,-0.0105138525950907,-1.10159775724737,0.127403203733882,0,0,0,0,0,0,0,0
1,11,-0.025342273720768,-0.00110836857895152,-0.385791467283556,0.1957994214512,0,0,0,0,0,0,0,0
2,11,-0.0140161715005158,-0.00157225188167929,0.739646750542593,0.119513061275796,0,0,0,0,0,0,0,0
3,11,-0.0227773495788615,-0.000866993692920962,0.030824600469697,0.170106820666111,0,0,0,0,0,0,0,0
1,12,0.0309658443619192,0.00311670105043942,-0.304977536121422,-0.181119368030203,0,0,0,0,0,0,0,0
2,12,0.0659687818382171,-0.00134246206664211,-0.937166896837122,-0.0962801486037465,0,0,0,0,0,0,0,0
3,12,0.0568739482884801,0.00195556064746665,-0.551082081809297,-0.138817046865968,0,0,0,0,0,0,0,0
1,13,-0.0108901560850212,0.00440758828804394,-1.05319791868989,0.191628315377025,0,0,0,0,0,0,0,0
2,13,-0.00732580515726333,0.00294488952133569,-0.247486145006691,0.10469439263854,0,0,0,0,0,0,0,0
3,13,-0.0208200434663617,0.00398837279910035,-1.08910989021115,0.224166191607815,0,0,0,0,0,0,0,0
1,14,-0.0221104190186061,0.00089765379338382,0.199450605667142,-0.0258080736899078,0,0,0,0,0,0,0,0
2,14,-0.0340345839194258,0.00210452643292708,-0.384778439042326,-0.107358835029399,0,0,0,0,0,0,0,0
3,14,-0.033123433499183,0.00161498418068398,0.151577530889042,-0.223731900147327,0,0,0,0,0,0,0,0
1,15,-0.0118209666985853,0.000195419593910426,1.00467236161795,0.0512285791173984,0,0,0,0,0,0,0,0
2,15,-0.0411313393531083,0.000305911929398688,0.624596627308471,0.125629044231646,0,0,0,0,0,0,0,0
3,15,0.0127180498611565,0.000125366560790624,0.965646352538138,0.104983612260909,0,0,0,0,0,0,0,0
1,16,0.0821612785075887,-0.00298393381823845,-0.721260350876989,0.0443101333389872,0,0,0,0,0,0,0,0
2,16,0.033341420693433,-0.00431064829306657,-0.509695965173225,0.191370512355948,0,0,0,0,0,0,0,0
3,16,0.0202642174578518,0.00766683609546895,0.208456245189675,-0.0534308973153517,0,0,0,0,0,0,0,0
1,17,0.0459835703834468,-0.00289042740756662,0.316088294644858,0.00551209212891929,0,0,0,0,0,0,0,0
2,17,0.0344808047976164,0.00541758775687653,-0.0930665380452727,-0.0246976388399083,0,0,0,0,0,0,0,0
3,17,0.025763443533882,0.0055157841998969,0.904593650226431,-0.173677387738872,0,0,0,0,0,0,0,0
1,18,-0.066007218065061,0.000668951165293059,0.00656341034346131,0.0421804541247514,0,0,0,0,0,0,0,0
2,18,-0.0104774892302544,-0.00935738370639189,0.708377169996703,-0.0895531311244118,0,0,0,0,0,0,0,0
3,18,-0.0216417933476469,-0.00398550092792302,0.659051162199504,-0.0879328347525373,0,0,0,0,0,0,0,0
1,19,-0.00757520525054378,-0.00595669567622051,1.29290690734768,-0.216073809601987,0,0,0,0,0,0,0,0
2,19,-0.0275912658642739,-0.00384213924027049,0.542196728363911,-0.158573661465657,0,0,0,0,0,0,0,0
3,19,-0.0447588926707079,-0.00346898257851329,1.38805197322647,-0.222200100973721,0,0,0,0,0,0,0,0
