parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.45702608890421,0.0539110218254996,3.7000725131864,
b1_pop,-0.00083847785469078,0.0015861199530784,189.1665885038,
h1_pop,0.000103571071212384,0.000292656864255506,282.566223202791,
h2_pop,0.0643184759782087,0.0876937896548563,136.343077663357,
alpha1_pop,48.5202832807265,15.7646861946701,32.4909195262927,
alpha2_pop,-21.3259032589795,8.05440789433648,37.7681910891398,
hcov1_pop,0,,,
beta_hcov1_score4C,0.467157032914147,0.111457690852649,23.8587205157484,2.77312214116421e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.176176867682704,0.0424403915542725,24.0896504248833,3.30793997913581e-05
omega_b0,0.0608207860677685,0.0177522102929994,29.1877357080181,
omega_b1,0.00247180040185203,0.00217972312848099,88.1836222232102,
e_b,0.684920947203089,0.0286855854985538,4.18816005200205,
