rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25
1,1,0.553139332397215,0.106187390888847,-0.00501219541562584,-0.413897060381478,0.0247255429849513,0.00312660499916255,-0.692418624645712,0.169767615873087,-0.245814365224348,0.104620997744167,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.34586143809759,-0.0341669989296217,-0.0211352972690071,0.954068750415828,-0.00378043833670016,0.00358220092635495,-1.08742912662073,0.19829412651659,-0.77107532034412,0.14323491135279,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.0209458975501189,0.160377867351053,-0.0769879112862981,-1.41016585598098,0.0136427506669632,0.00390616543094011,-0.961455121358035,0.18739487065627,-0.12479989231946,0.10300862254752,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.91855764182635,0.041947249582708,-0.0185850045106785,0.739542081388209,-0.0141119500055087,-0.004106612569742,-1.31346106735096,-0.100335537982479,-0.442030137447905,-0.131601323574852,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.02561640930647,-0.119675478111481,0.0362066918619089,-1.09388107453143,-0.0416783904446447,0.00391603330915244,-1.56313503583788,-0.011662574198691,-0.983180562298801,0.057753953401042,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2.67374820161204,-0.183358828938881,-0.0440980078029581,-0.521328025443168,-0.1026885527469,0.00751776524870599,-0.970690656473011,-0.108104899889119,-0.0363422521661683,-0.152430343311379,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.967496580462925,-0.0505230331968822,0.0524928245562815,-0.14857401046523,-0.00746847223600788,-0.00396453817740769,0.987094159237247,-0.153039646918082,0.993756152540092,-0.11189988225863,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-0.329650969302977,-0.0559340608076473,0.0953383107253772,-0.456069466713455,-0.0447880646258074,-0.00189773139807981,0.952232477358018,-0.124521729415593,0.630301722579206,-0.0286669755752952,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.0540253205099166,-0.0299075273916039,-0.0158709115331733,-0.260784849930442,-0.0370643756447127,0.00212008789844159,0.183207376475519,0.131112414860683,-0.141387343535711,0.0706234790822897,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.256833719731838,0.0309943480429711,0.0813836237084391,0.505433108968893,0.0469524743080179,-0.000183803601212714,-0.445448359696724,-0.0566027760072407,-0.404552399924028,0.0665373157163243,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-0.80103523868388,0.0040682142862758,-0.0482531667793772,-0.656682676736944,-0.00469842604310244,0.00390595065184307,-0.22400562895938,0.163164279616479,-0.896427735401259,-0.168456832847173,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-1.15440954697805,-0.116352476875382,0.0576949931935372,-0.497463183862812,-0.0226932484194515,-0.00470594474735321,-0.106972667473994,0.237707653394805,-1.07167309354306,0.0749547765733903,0,0,0,0,0,0,0,0,0,0,0,0
