id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha21_SAEM,alpha22_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha21_mean,alpha22_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha21_mode,alpha22_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha21_sd,alpha22_sd
109,6.93973,-0.109297,-0.19529,5.07298,7.43582,0.00239241,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.07675,-0.11554,-0.190105,4.50089,7.43643,0.00183024,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.51495,-0.0939477,-0.190825,5.00298,7.43734,0.00178236,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.946938,0.0940715,0.0807066,4.00813,0.0196727,0.00459495,0,0,0,0,0,0,0,0
110,1.64468,-0.146983,-0.166413,3.61748,7.48684,0.00455748,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.70371,-0.143077,-0.160038,4.6875,7.48607,0.00621011,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.29999,-0.144564,-0.162198,3.95698,7.48866,0.00455711,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.690197,0.0862649,0.077598,4.27132,0.0241718,0.00585661,0,0,0,0,0,0,0,0
111,5.07377,-0.12865,-0.178926,3.73479,7.41074,0.00353182,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.07784,-0.108598,-0.164616,3.50096,7.40299,0.00459517,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.20252,-0.0629009,-0.155682,4.40781,7.40977,0.00371674,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.847007,0.0957573,0.0777133,2.99345,0.018272,0.0022428,0,0,0,0,0,0,0,0
112,4.86238,-0.146041,-0.167403,5.95251,7.38523,0.00510292,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.80676,-0.147735,-0.173742,5.9408,7.3835,0.00423253,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.44653,-0.138505,-0.166598,3.9689,7.38314,0.00453539,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.05285,0.0958844,0.0954532,7.88819,0.027042,0.00503498,0,0,0,0,0,0,0,0
113,3.79638,-0.11754,-0.190853,4.76705,7.38217,0.0023319,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.68116,-0.110665,-0.189643,5.47294,7.37547,0.00218898,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.04419,-0.0941027,-0.195981,5.20782,7.38052,0.0022657,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.02622,0.0848729,0.0892703,4.78696,0.0235701,0.00517688,0,0,0,0,0,0,0,0
114,7.16046,-0.178058,-0.139443,5.03543,7.44031,0.0053973,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.31417,-0.18237,-0.138007,5.37192,7.43959,0.0054203,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,7.00251,-0.178723,-0.111854,5.38276,7.43798,0.00537056,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.01661,0.0823996,0.0756268,3.89256,0.0230642,0.00492445,0,0,0,0,0,0,0,0
115,4.27916,-0.120018,-0.208727,4.63565,7.4029,-0.0016004,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.3716,-0.125542,-0.194434,4.76235,7.40119,-0.00152995,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.59809,-0.0415811,-0.183674,5.83628,7.40618,-0.00193848,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.10104,0.0927996,0.0726534,4.24011,0.0188815,0.00141963,0,0,0,0,0,0,0,0
116,3.05572,-0.274086,-0.0584342,8.89623,7.32067,-0.00344819,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.15735,-0.263257,-0.0619813,9.02993,7.31159,-0.00234976,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.81797,-0.226864,-0.0742199,9.65462,7.31757,-0.00326818,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.305053,0.0410418,0.0161257,2.01691,0.0215406,0.00314052,0,0,0,0,0,0,0,0
117,3.32092,-0.102021,-0.249095,11.4499,7.35731,0.00225259,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.06974,-0.0840623,-0.247528,9.57463,7.36519,0.00177581,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.56611,-0.0805699,-0.219084,10.7299,7.35953,0.00208917,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.709251,0.0343305,0.0442497,5.79828,0.0167047,0.000995014,0,0,0,0,0,0,0,0
118,5.68291,-0.127139,-0.230239,6.38701,7.37392,-0.00296873,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.61716,-0.1336,-0.236666,8.26617,7.37769,-0.00355104,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.51525,-0.116488,-0.251706,9.91552,7.37183,-0.00280547,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.997886,0.0632267,0.0706082,9.05864,0.0211793,0.00197756,0,0,0,0,0,0,0,0
119,5.67425,-0.108595,-0.200304,4.7809,7.395,0.00755814,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.56764,-0.107853,-0.203775,5.73726,7.39776,0.00705604,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.82711,-0.0769026,-0.196546,5.86248,7.39531,0.00767398,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.04073,0.0898976,0.0801918,4.22781,0.022307,0.00453304,0,0,0,0,0,0,0,0
120,7.60351,-0.0938326,-0.242827,11.2006,7.39978,0.00379174,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.75477,-0.09987,-0.246319,9.35039,7.40175,0.00376221,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.76173,-0.0762074,-0.233992,11.3487,7.40469,0.00351989,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.13701,0.0466636,0.0709273,5.623,0.0154599,0.000942287,0,0,0,0,0,0,0,0
121,6.07806,-0.156302,-0.213466,4.60599,7.34972,-0.00534617,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.20532,-0.161835,-0.208627,4.19217,7.34951,-0.00524511,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.87289,-0.131462,-0.200474,4.55348,7.34823,-0.0052455,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.597483,0.0837474,0.0942769,4.62638,0.0186937,0.00116066,0,0,0,0,0,0,0,0
122,4.12069,-0.164916,-0.182642,3.66135,7.3984,0.00710041,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.13117,-0.175472,-0.179979,3.85196,7.4019,0.00669951,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.897,-0.140932,-0.160177,3.95328,7.39833,0.0071816,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.638472,0.0868318,0.0704688,3.06353,0.0231074,0.0036308,0,0,0,0,0,0,0,0
123,2.23277,-0.160283,-0.226542,4.05603,7.35243,0.0110158,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.08383,-0.138973,-0.224335,3.75067,7.35925,0.0106306,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.03357,-0.123801,-0.182883,4.26521,7.35306,0.0109739,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.340581,0.0756864,0.0704584,2.44238,0.0157574,0.000881972,0,0,0,0,0,0,0,0
124,5.40253,-0.10224,-0.188627,3.90274,7.49381,-0.00601093,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.52784,-0.115014,-0.189903,4.79,7.49473,-0.00600494,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.71355,-0.0649366,-0.170295,4.87094,7.49627,-0.00619811,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.894906,0.0780747,0.0713438,4.62744,0.0201453,0.00189467,0,0,0,0,0,0,0,0
125,1.99603,-0.171717,-0.127849,4.39848,7.41473,0.000100546,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.88634,-0.167857,-0.131687,2.95449,7.41924,-0.000444925,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.06211,-0.127,-0.0804275,4.76013,7.41788,-0.000319398,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.464498,0.0709463,0.0895523,2.50911,0.0226714,0.00334956,0,0,0,0,0,0,0,0
126,4.19997,-0.170395,-0.150892,4.71546,7.39087,0.00346423,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.28925,-0.166387,-0.150178,5.62789,7.38907,0.00347152,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.83092,-0.181677,-0.128991,4.89297,7.38911,0.00288471,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.979789,0.0907298,0.0832862,4.73308,0.0237568,0.00554994,0,0,0,0,0,0,0,0
127,5.83764,-0.0361051,-0.145099,4.45568,7.41689,0.00944503,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.20653,-0.00583589,-0.143514,6.42371,7.41536,0.00943158,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.61838,0.00312975,-0.140793,4.00932,7.41795,0.00935807,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.975998,0.0392486,0.0763436,6.43747,0.0173065,0.00099814,0,0,0,0,0,0,0,0
128,6.46661,-0.145558,-0.178467,5.27634,7.39881,0.00469867,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.56657,-0.130376,-0.161671,5.83414,7.40082,0.00427292,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.25742,-0.13648,-0.167991,3.98038,7.3988,0.00373205,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.07169,0.104344,0.0825849,6.53741,0.0312318,0.00522248,0,0,0,0,0,0,0,0
129,5.34851,-0.123354,-0.20147,5.5187,7.33593,0.00434992,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.29486,-0.107953,-0.192386,5.26752,7.33514,0.00342605,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.8366,-0.0905816,-0.197617,5.39215,7.33424,0.0040075,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.0582,0.0960724,0.0829327,5.06524,0.023029,0.0051133,0,0,0,0,0,0,0,0
130,3.26891,0.0186011,-0.194957,7.11538,7.34963,0.000714133,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.56088,0.0188062,-0.179673,7.54085,7.34427,0.000933905,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.52765,0.0139291,-0.178536,7.98485,7.34967,0.000671378,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.982679,0.0145726,0.0789634,3.40382,0.0169647,0.00100315,0,0,0,0,0,0,0,0
131,2.41241,-0.163916,-0.0699753,4.84687,7.45357,-0.00984523,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.82603,-0.172566,-0.0601178,6.49509,7.46033,-0.0109189,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.65464,-0.142713,-0.0673121,5.6873,7.45714,-0.0105759,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.774338,0.0884852,0.0439874,4.50838,0.0176311,0.00215895,0,0,0,0,0,0,0,0
132,2.69663,-0.107279,-0.180259,5.93357,7.33538,0.0012817,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.64052,-0.0999849,-0.17414,7.71742,7.33883,0.00168049,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.60314,-0.122814,-0.17542,4.13127,7.33314,0.00117945,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.47834,0.113026,0.0866765,10.4942,0.0294303,0.00483939,0,0,0,0,0,0,0,0
133,6.30284,-0.0256118,-0.232087,13.0995,7.37757,0.00101014,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.11774,-0.0381538,-0.22008,17.8566,7.37432,0.00142788,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.73278,-0.0311222,-0.218195,14.4722,7.37804,0.0010986,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.42801,0.0181865,0.0684972,9.26337,0.0170594,0.00103122,0,0,0,0,0,0,0,0
134,5.29081,-0.0936902,-0.187307,6.91474,7.4221,0.000443975,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.29625,-0.0940801,-0.204919,6.91253,7.42207,0.000947885,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.74956,-0.0836013,-0.193136,5.37808,7.42262,8.78633e-05,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.0856,0.0971645,0.0791772,8.32772,0.0272607,0.00552013,0,0,0,0,0,0,0,0
135,1.52582,-0.113966,-0.18668,2.77465,7.35932,0.00383725,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.53365,-0.135854,-0.202558,4.28854,7.36162,0.00345049,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.13947,-0.105499,-0.173499,4.32811,7.36054,0.00390244,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.423532,0.0876104,0.0839327,3.71921,0.0231437,0.00376603,0,0,0,0,0,0,0,0
136,2.80533,-0.173239,-0.215075,3.88641,7.35458,-0.00187899,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.90385,-0.115612,-0.0324418,3.28249,7.34869,-0.00158607,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.16829,-0.0654501,-0.0147321,4.7073,7.35297,-0.00180774,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.796005,0.0595856,0.0784094,1.9813,0.0193711,0.00145065,0,0,0,0,0,0,0,0
137,6.40282,-0.209923,-0.140931,5.10601,7.409,0.00648076,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.15698,-0.214893,-0.172709,4.87153,7.40746,0.00660029,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.64306,-0.197503,-0.104568,6.85447,7.40918,0.0064704,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.51338,0.085531,0.0758954,4.49215,0.0188881,0.00112271,0,0,0,0,0,0,0,0
138,5.48931,-0.192284,-0.125889,14.0654,7.36483,0.000705646,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.46385,-0.151562,-0.170058,13.9847,7.36686,0.00151381,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.45394,-0.11066,-0.181666,4.38878,7.36583,0.00159918,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.18449,0.111957,0.0800012,12.9421,0.0227568,0.00508522,0,0,0,0,0,0,0,0
139,3.68209,-0.129733,-0.197574,4.06918,7.33552,-0.000337318,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.81928,-0.121306,-0.1711,3.64362,7.3343,-0.000572516,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.20461,-0.0776941,-0.156177,4.24082,7.33671,-0.00056495,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.738537,0.0828661,0.0634125,2.78161,0.0182505,0.00212507,0,0,0,0,0,0,0,0
140,5.68417,-0.142214,-0.17642,5.67058,7.37141,0.00530275,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.72351,-0.140708,-0.185741,4.96169,7.37452,0.00496446,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.43401,-0.12732,-0.174516,4.08301,7.3721,0.00504781,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.984081,0.0984803,0.0790907,4.3614,0.0286374,0.00501577,0,0,0,0,0,0,0,0
141,5.18557,-0.145231,-0.209319,5.25973,7.40376,0.00202852,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.27949,-0.1535,-0.19382,4.84803,7.40332,0.00197478,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.70492,-0.128491,-0.228932,6.15175,7.40479,0.00191601,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.622395,0.065673,0.0882457,3.81133,0.0181034,0.00111024,0,0,0,0,0,0,0,0
142,2.74045,0.0958253,-0.133835,2.64631,7.39134,0.00988528,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.52294,0.0960635,-0.156382,2.27243,7.38981,0.00998498,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.22323,0.0955956,-0.156374,2.22759,7.39144,0.00992571,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.580571,0.01009,0.081505,0.591238,0.0194319,0.00118948,0,0,0,0,0,0,0,0
143,2.30411,-0.234002,-0.00430164,15.9983,7.37706,0.00286575,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.41431,-0.199122,-0.00522656,18.1853,7.3749,0.00276406,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.97005,-0.19798,-0.0283009,17.6328,7.37873,0.00200962,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.791637,0.0757309,0.0390687,6.27596,0.0223394,0.00411075,0,0,0,0,0,0,0,0
144,2.56026,-0.13425,-0.193044,4.00999,7.44658,0.00681535,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.46295,-0.141661,-0.202581,4.7383,7.44342,0.00712901,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.12736,-0.129578,-0.202868,4.81364,7.44603,0.00681902,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.396861,0.0583589,0.066281,4.05719,0.0156061,0.00137914,0,0,0,0,0,0,0,0
145,4.61238,-0.111357,-0.172427,3.73241,7.44963,0.00171567,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.66765,-0.122185,-0.177525,3.95131,7.45044,0.00164231,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.62459,-0.0305471,-0.128904,3.78445,7.45159,0.00149211,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.835442,0.103009,0.0717038,3.79932,0.0192628,0.00151184,0,0,0,0,0,0,0,0
146,6.20228,-0.257536,-0.121801,10.9168,7.36536,0.000141407,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.52088,-0.251285,-0.116822,13.5861,7.36566,0.000180428,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.27355,-0.235981,-0.115544,10.9687,7.36582,7.98238e-05,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.834454,0.0690454,0.0361893,11.0983,0.0168129,0.00101153,0,0,0,0,0,0,0,0
147,1.68232,-0.153919,-0.216669,4.40496,7.36892,-0.00884815,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.74113,-0.154529,-0.191802,4.30793,7.37208,-0.00899525,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.28525,-0.142362,-0.219078,4.89698,7.37552,-0.00942565,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.425125,0.0574208,0.0700023,3.89292,0.0209265,0.00227625,0,0,0,0,0,0,0,0
148,3.456,-0.0930791,-0.202552,5.67025,7.39035,0.00417701,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.36572,-0.0978874,-0.190033,6.48594,7.39071,0.00430538,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.39742,-0.0597685,-0.193462,6.32303,7.39182,0.00379985,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.08444,0.0778957,0.0759914,4.50856,0.0226019,0.00440878,0,0,0,0,0,0,0,0
149,4.9926,-0.161345,-0.181355,6.38589,7.39872,0.00350706,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.87959,-0.151442,-0.174732,6.3488,7.39659,0.00447444,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.56155,-0.135485,-0.16869,3.98749,7.39835,0.00364289,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.06185,0.103704,0.0900326,6.34177,0.0300648,0.00558241,0,0,0,0,0,0,0,0
150,5.87722,-0.149661,-0.160621,5.92563,7.43007,0.00403309,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.9231,-0.144395,-0.156839,6.25595,7.42952,0.00403863,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.58416,-0.136848,-0.167716,3.9779,7.42883,0.00365635,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.04364,0.106573,0.0913386,7.17591,0.0318504,0.00528475,0,0,0,0,0,0,0,0
151,3.71412,-0.213229,-0.0430759,21.7347,7.3474,0.0109547,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.62293,-0.226497,-0.0384567,18.9693,7.3517,0.0106584,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.56869,-0.21749,-0.0380987,18.3005,7.34987,0.0106715,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.606879,0.027168,0.0092267,3.38621,0.0211017,0.0015588,0,0,0,0,0,0,0,0
152,2.99131,-0.124548,-0.181374,3.72134,7.43495,0.00608512,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.15084,-0.13335,-0.172021,4.03265,7.43584,0.00577871,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.35114,-0.0569526,-0.127533,3.88281,7.43421,0.0060432,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.777015,0.0911656,0.0763049,4.09492,0.0202497,0.00275855,0,0,0,0,0,0,0,0
153,4.98382,-0.124502,-0.182653,4.11666,7.37356,-0.00126801,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.91086,-0.116727,-0.171602,4.0436,7.37185,-0.000593258,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.66685,-0.126412,-0.17045,4.04691,7.37359,-0.00133224,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.817581,0.0910214,0.0837887,4.62468,0.0226529,0.00443766,0,0,0,0,0,0,0,0
154,7.44853,-0.101833,-0.197151,6.0665,7.42052,-0.000442094,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.57549,-0.0998549,-0.191715,5.57354,7.42027,-0.000556756,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,7.07636,-0.095671,-0.211728,5.97627,7.422,-0.00064915,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.96531,0.0843261,0.0807271,4.13354,0.0246174,0.00424947,0,0,0,0,0,0,0,0
155,1.73851,-0.0966108,-0.168227,3.93097,7.37499,0.00594044,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.88436,-0.134638,-0.198509,3.52438,7.37428,0.00622447,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.21151,-0.0845862,-0.168896,4.50615,7.3756,0.00592254,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.658466,0.0932772,0.0635118,2.6083,0.0215869,0.00306083,0,0,0,0,0,0,0,0
