id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha21_SAEM,alpha22_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha21_mean,alpha22_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha21_mode,alpha22_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha21_sd,alpha22_sd
62,3.52075,-0.14013,-0.163083,5.75377,7.41396,0.00340977,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.67434,-0.131813,-0.171557,6.3385,7.41466,0.00356222,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.90697,-0.135785,-0.168458,3.98513,7.41397,0.0035896,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.07808,0.0923986,0.0885807,6.45923,0.0328002,0.00540551,0,0,0,0,0,0,0,0
63,2.95826,-0.1827,0.0231393,28.5976,7.4215,0.00687618,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.40146,-0.182571,0.00464831,32.5504,7.42384,0.00669973,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.4053,-0.161005,0.0318989,21.8903,7.42212,0.00703473,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.30363,0.0683372,0.0418631,15.1341,0.0239086,0.00552993,0,0,0,0,0,0,0,0
64,3.71759,-0.14307,-0.191438,4.66571,7.39948,0.00933314,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.9083,-0.14822,-0.180565,4.02755,7.40375,0.00854244,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.76266,-0.123,-0.16857,4.04292,7.39873,0.0093509,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.888413,0.0833128,0.0779101,2.92922,0.0223273,0.00241923,0,0,0,0,0,0,0,0
65,2.74857,-0.159302,-0.170057,4.33417,7.43912,0.00447471,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.64599,-0.174783,-0.15278,4.44481,7.4361,0.00401127,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.2952,-0.167702,-0.142984,4.28229,7.43731,0.0042935,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.619353,0.101932,0.0820861,3.57891,0.0273829,0.00558886,0,0,0,0,0,0,0,0
66,5.33459,-0.14378,-0.163035,6.13916,7.45753,0.00357111,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.2578,-0.16514,-0.180455,6.81871,7.46334,0.00369064,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.01195,-0.136344,-0.168055,3.98113,7.46213,0.00356544,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.009,0.101664,0.097845,9.26679,0.0330945,0.00601462,0,0,0,0,0,0,0,0
67,4.69745,-0.159893,-0.174725,4.05204,7.3826,-0.000652542,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.62076,-0.150453,-0.172506,3.59367,7.38885,-0.000988412,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.57318,-0.13429,-0.158994,3.94869,7.38671,-0.000845048,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.544764,0.0932988,0.0718428,3.33319,0.0144957,0.000864581,0,0,0,0,0,0,0,0
68,2.77672,-0.18202,-0.123213,3.62994,7.4666,0.00587619,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.86464,-0.168879,-0.122219,3.99376,7.47149,0.00554867,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.08249,-0.126771,-0.0724823,4.9051,7.47121,0.00552178,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.525652,0.068696,0.075559,2.6483,0.0213646,0.00124275,0,0,0,0,0,0,0,0
69,6.37046,-0.133071,-0.182304,4.77054,7.38293,0.00313937,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.16659,-0.12177,-0.172511,4.26369,7.38436,0.0034493,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.88097,-0.124251,-0.177143,4.14234,7.3843,0.00234412,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.948291,0.0999286,0.0859676,3.62292,0.0234104,0.00481737,0,0,0,0,0,0,0,0
70,5.73226,-0.168428,-0.174471,3.71988,7.45504,2.31279e-05,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.51044,-0.150425,-0.197068,5.21701,7.449,0.000405457,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.53596,-0.145614,-0.166249,3.96006,7.4554,3.00849e-05,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.54158,0.0715685,0.0768692,7.17794,0.0176361,0.000932677,0,0,0,0,0,0,0,0
71,5.56194,-0.114357,-0.186038,5.02079,7.43644,0.00380807,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.55356,-0.120656,-0.18755,5.45478,7.4345,0.004085,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.16506,-0.10988,-0.185695,4.49901,7.43649,0.0041168,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.01635,0.0938795,0.082417,4.81174,0.0252412,0.00576982,0,0,0,0,0,0,0,0
72,2.06981,-0.135864,-0.17265,6.18197,7.38257,0.00417652,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.95876,-0.130878,-0.178081,5.55972,7.38396,0.00383872,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.26782,-0.134373,-0.169503,3.99675,7.38479,0.00356781,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.13265,0.0965058,0.0882295,4.94612,0.0322979,0.00520189,0,0,0,0,0,0,0,0
73,6.13819,-0.139792,-0.193404,4.28565,7.38384,0.0102378,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.99353,-0.116984,-0.188701,4.99028,7.38348,0.0100585,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.69609,-0.104982,-0.180123,4.4646,7.38165,0.0102993,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.830927,0.076628,0.0745591,6.33014,0.0201032,0.00264761,0,0,0,0,0,0,0,0
74,1.13047,-0.130093,-0.164822,5.17996,7.40369,0.00321109,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.02827,-0.136736,-0.172652,6.02352,7.4075,0.00417838,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.542077,-0.134157,-0.169632,3.9985,7.40576,0.00349381,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.03702,0.0977042,0.0933118,6.62138,0.0318416,0.00535086,0,0,0,0,0,0,0,0
75,4.4127,-0.115241,-0.2179,7.19304,7.45752,-0.000459773,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.51639,-0.1414,-0.24304,6.75676,7.45857,-0.000579298,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.947,-0.101351,-0.22094,6.85476,7.45917,-0.000645211,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.589272,0.0607787,0.0691377,6.3319,0.0182034,0.00107348,0,0,0,0,0,0,0,0
76,3.8627,-0.066601,-0.17422,4.65895,7.38035,0.00819605,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.83797,-0.0773192,-0.170029,4.52395,7.37102,0.0095722,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.60945,-0.0200327,-0.15208,4.85275,7.37692,0.00881241,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.17272,0.09692,0.0631478,2.98131,0.0226309,0.0025635,0,0,0,0,0,0,0,0
77,4.05737,-0.126682,-0.167098,6.70046,7.44385,0.00369524,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.21596,-0.141468,-0.159418,6.33856,7.44177,0.00389857,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.60144,-0.133362,-0.170199,4.00593,7.44235,0.00342592,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.09575,0.094907,0.0887447,7.30486,0.0332265,0.00608776,0,0,0,0,0,0,0,0
78,4.52299,-0.118563,-0.180983,6.42825,7.3831,0.000885627,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.693,-0.135144,-0.175911,6.35732,7.38345,0.00120891,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.96918,-0.122953,-0.175243,4.12762,7.38277,0.0011605,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.307,0.104864,0.0809532,6.94419,0.0297448,0.00507064,0,0,0,0,0,0,0,0
79,4.01628,-0.0847273,-0.18877,4.46116,7.41522,0.00591151,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.02059,-0.10136,-0.190947,5.07405,7.41734,0.00572531,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.27182,-0.0621263,-0.177853,5.36162,7.41782,0.00590291,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.966932,0.0951699,0.0821296,3.86011,0.0232823,0.0042804,0,0,0,0,0,0,0,0
80,4.06022,-0.107949,-0.208096,5.18984,7.34421,0.00136959,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.03434,-0.112917,-0.20641,6.52835,7.34049,0.00187941,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.04579,-0.0737022,-0.195469,6.04479,7.34475,0.00131202,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.13126,0.0736727,0.0843361,5.68833,0.0205306,0.00269274,0,0,0,0,0,0,0,0
81,6.7082,-0.0221405,-0.233698,18.1392,7.44484,0.00623008,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.55582,-0.0193673,-0.247319,16.8977,7.4407,0.00672215,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,6.01853,-0.00777505,-0.215229,15.5719,7.44339,0.00599641,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.16316,0.061791,0.0732618,10.0197,0.021768,0.00447135,0,0,0,0,0,0,0,0
82,4.16316,-0.103113,-0.198988,5.08548,7.41851,0.00849642,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.03042,-0.104975,-0.221345,4.86174,7.42193,0.00778215,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.58444,-0.0717567,-0.214699,7.60926,7.42074,0.0079615,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.06146,0.0760308,0.0689447,3.06092,0.0218105,0.00331367,0,0,0,0,0,0,0,0
83,5.78737,-0.141624,-0.214439,5.04384,7.36428,0.00581822,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.01761,-0.133973,-0.184029,3.58481,7.36811,0.00555993,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.39726,-0.118526,-0.21038,5.34408,7.36605,0.00567627,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.788725,0.0756892,0.0945137,2.9515,0.0176548,0.00109933,0,0,0,0,0,0,0,0
84,4.37451,-0.227316,-0.0970016,8.52851,7.42485,-0.00254388,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.70992,-0.229586,-0.0909897,11.2668,7.4211,-0.00121549,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.53007,-0.214362,-0.0782563,11.0762,7.42276,-0.00217503,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.969044,0.0712992,0.0583124,8.1903,0.0200889,0.00473707,0,0,0,0,0,0,0,0
85,6.1117,-0.167993,-0.191621,3.83282,7.40486,0.00748763,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.08672,-0.170254,-0.193223,4.88546,7.40439,0.00752645,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.81296,-0.133809,-0.170352,4.00521,7.40389,0.00748447,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.774272,0.0830416,0.0714688,5.10122,0.0192318,0.00252625,0,0,0,0,0,0,0,0
86,4.78243,-0.143416,-0.202679,4.7938,7.43161,0.00948515,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.3865,-0.109438,-0.218396,5.73985,7.43051,0.00957922,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.1057,-0.102734,-0.202114,5.24607,7.43194,0.00902434,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.904976,0.0721402,0.0882112,7.70717,0.0190948,0.00315698,0,0,0,0,0,0,0,0
87,5.9174,-0.113623,-0.232769,10.9717,7.38268,0.0067279,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.44329,-0.104023,-0.237902,5.48273,7.38262,0.0066968,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.05344,-0.074233,-0.224455,8.99452,7.38507,0.00650773,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.876088,0.0681937,0.0590541,3.86283,0.0194532,0.00116135,0,0,0,0,0,0,0,0
88,3.96936,-0.192492,-0.164571,3.94166,7.37403,0.00805111,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.04051,-0.195618,-0.156111,5.24262,7.37354,0.00819259,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.93559,-0.165326,-0.135441,4.36599,7.37436,0.00810161,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.438659,0.0709779,0.0652981,6.43541,0.016567,0.000985642,0,0,0,0,0,0,0,0
89,4.20546,-0.160974,-0.166657,4.72908,7.41266,0.00489799,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.19298,-0.151186,-0.153036,3.72579,7.4145,0.00509475,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.82191,-0.152754,-0.155959,3.99844,7.41416,0.0044849,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.854778,0.0896304,0.0869976,2.88258,0.0255602,0.00557684,0,0,0,0,0,0,0,0
90,5.43535,-0.0806732,-0.194911,5.56361,7.42127,0.00567207,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.32345,-0.0779268,-0.195838,5.93366,7.42085,0.0064789,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.60546,-0.0483062,-0.182213,5.99873,7.4207,0.00559565,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.13178,0.0780542,0.0771551,4.59593,0.0221134,0.00440593,0,0,0,0,0,0,0,0
91,5.37363,-0.149934,-0.188709,4.55498,7.34164,0.000687515,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.48889,-0.14598,-0.164361,4.35045,7.33873,0.00089954,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.1484,-0.144898,-0.161304,3.95759,7.34049,-8.36906e-05,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.872627,0.0815164,0.0771645,4.5215,0.0229881,0.00491292,0,0,0,0,0,0,0,0
92,7.33233,-0.156144,-0.177918,3.94664,7.3437,0.00102546,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.47316,-0.161094,-0.158906,4.47242,7.34231,0.00109195,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,7.48913,-0.164166,-0.143879,4.22158,7.34517,0.000972026,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.638944,0.0967834,0.0707626,4.60551,0.0165694,0.0010187,0,0,0,0,0,0,0,0
93,4.89847,-0.174826,-0.163245,4.10258,7.39472,0.00674109,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.90984,-0.163126,-0.158604,3.5938,7.39507,0.00675198,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.81021,-0.170812,-0.135957,4.463,7.39399,0.00684867,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.634061,0.0816132,0.0780498,3.02756,0.023016,0.00391445,0,0,0,0,0,0,0,0
94,7.7358,-0.134822,-0.169099,5.89478,7.40861,0.00382114,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,7.75234,-0.143349,-0.147363,6.92903,7.41372,0.00383939,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,7.41117,-0.135859,-0.168426,3.9847,7.41106,0.00367961,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.00192,0.0959197,0.0815711,10.2923,0.0320425,0.00528357,0,0,0,0,0,0,0,0
95,3.0572,-0.109771,-0.18769,5.19939,7.42174,0.00668281,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.8965,-0.130651,-0.217929,7.40717,7.42298,0.00672255,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.734448,-0.0871334,-0.246678,10.6368,7.42266,0.00663236,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.42488,0.0680174,0.0907243,5.93961,0.0208009,0.00225201,0,0,0,0,0,0,0,0
96,3.94711,-0.117977,-0.236761,7.2654,7.36039,-0.000425403,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.45992,-0.122991,-0.225279,4.96814,7.35368,0.000403165,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.06864,-0.0948457,-0.230687,8.59538,7.36126,-0.000417878,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.948149,0.0742557,0.0786919,3.58146,0.022402,0.00249162,0,0,0,0,0,0,0,0
97,6.03146,-0.171616,-0.171354,3.68896,7.43854,-0.00621101,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.89496,-0.159668,-0.182544,3.41999,7.43541,-0.00595229,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.87675,-0.153342,-0.155465,4.00429,7.43509,-0.00591686,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.597376,0.0841385,0.0789691,2.88778,0.018188,0.00134088,0,0,0,0,0,0,0,0
98,1.52458,-0.135065,-0.194224,3.38212,7.40743,0.00669706,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,1.69282,-0.175057,-0.200012,3.65583,7.39955,0.00715349,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.24956,-0.0815834,-0.136096,3.77453,7.40752,0.00669371,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.282037,0.0663987,0.0639364,2.51597,0.0183837,0.00110438,0,0,0,0,0,0,0,0
99,2.58605,-0.167256,-0.191802,3.60068,7.40479,0.00986944,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.7578,-0.178833,-0.167433,3.58762,7.40378,0.0100446,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,2.38853,-0.150597,-0.172946,3.97065,7.40575,0.00994507,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.604997,0.0775927,0.0888511,2.83942,0.0254384,0.00325347,0,0,0,0,0,0,0,0
100,5.65281,-0.111898,-0.183072,4.59789,7.39481,0.00159883,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.61562,-0.108724,-0.185726,4.76662,7.39568,0.00185395,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.11545,-0.0775085,-0.167369,4.57907,7.394,0.00201082,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.904012,0.0966797,0.0876795,4.2123,0.0234935,0.00386497,0,0,0,0,0,0,0,0
101,5.80927,-0.133934,-0.179153,5.01164,7.40369,0.00415689,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.79006,-0.128728,-0.179302,4.47925,7.4045,0.00390484,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.45696,-0.123613,-0.176934,4.14575,7.40376,0.00383579,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.0906,0.0992731,0.0841132,3.42261,0.0276342,0.00593069,0,0,0,0,0,0,0,0
102,4.85784,-0.146564,-0.172314,6.354,7.38731,0.00373917,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.86341,-0.136977,-0.165428,5.99326,7.3874,0.002999,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.45617,-0.134243,-0.16963,3.99812,7.38647,0.00362616,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.01832,0.0949127,0.0881217,5.30616,0.0274609,0.00509897,0,0,0,0,0,0,0,0
103,5.95547,-0.175516,-0.153132,4.36198,7.46284,0.00994582,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.86665,-0.166368,-0.153663,3.9776,7.46637,0.00888726,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.83326,-0.176265,-0.126745,4.81182,7.46343,0.00976254,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.811586,0.0935289,0.0833121,3.44773,0.0208859,0.00386624,0,0,0,0,0,0,0,0
104,4.1227,-0.135819,-0.180978,4.40444,7.41909,0.00305171,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,4.13768,-0.138811,-0.174241,4.94535,7.41785,0.0026255,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.73026,-0.138459,-0.166732,3.96949,7.41689,0.00241583,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.867835,0.0967661,0.0890554,4.30558,0.0269498,0.00553978,0,0,0,0,0,0,0,0
105,5.09914,-0.153196,-0.169602,4.76227,7.33414,-0.000310827,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,5.02605,-0.161632,-0.168887,5.13184,7.33456,-0.000218094,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,4.63486,-0.152938,-0.155513,4.00178,7.33387,-0.000252862,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.888004,0.105375,0.0845051,4.42141,0.0271511,0.00500651,0,0,0,0,0,0,0,0
106,3.69724,-0.220703,-0.153655,5.40848,7.43205,0.00492362,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,3.87415,-0.218361,-0.148798,5.13827,7.43017,0.00492844,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,3.57914,-0.203331,-0.13536,5.39192,7.42935,0.00510265,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.730572,0.0829168,0.0672997,4.12744,0.0225967,0.00363242,0,0,0,0,0,0,0,0
107,2.17582,-0.178729,-0.174007,3.96372,7.45938,0.00580971,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,2.07301,-0.150675,-0.161914,3.53919,7.4553,0.00753091,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,1.88045,-0.157569,-0.151531,4.06138,7.45515,0.00706887,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.494538,0.0957887,0.0873158,3.22164,0.0211898,0.0045951,0,0,0,0,0,0,0,0
108,6.28131,-0.119993,-0.199041,4.97529,7.36228,-0.00458611,0.0624463,0.15033,0.761841,0.0958689,0.101994,-16.6582,-0.0907221,5.11265,6.26736,-0.112073,-0.20127,4.71002,7.37078,-0.00676044,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,5.73553,-0.0850353,-0.192936,5.36213,7.36446,-0.00518492,0.0625187,0.150259,0.761715,0.0959531,0.103519,-16.5593,-0.0909297,5.09423,0.92623,0.0921936,0.0782394,3.44623,0.0203464,0.00388288,0,0,0,0,0,0,0,0
