rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha21,eta_alpha22
1,1,1.71113303494682,0.0190374199640653,0.0892849492592799,-0.0636284566041316,-0.0474656507222281,0.00106967570332293,0,0,0,0,0,0,0,0
2,1,1.68347982644726,-0.0911323526627135,-0.0421462245260817,1.37349855815675,-0.0266215425625835,-0.00692129129808952,0,0,0,0,0,0,0,0
1,2,-0.973055414681231,-0.112716729427331,0.00381998349371779,-0.28195338311928,0.0466934880711421,-0.00347721030301113,0,0,0,0,0,0,0,0
2,2,-2.54808973240753,0.119163774735298,0.0882730678629567,-0.463777342750755,0.0347080345493606,-0.00233127691822692,0,0,0,0,0,0,0,0
1,3,-1.44531953433862,0.0590673663672065,0.0971589259446916,-0.194846199814134,-0.0092304114040495,0.00313376944311641,0,0,0,0,0,0,0,0
2,3,-2.05872788806234,-0.010728351130146,-0.0104063515205426,-0.0722420719286292,-0.0225439062063562,0.0034580600686074,0,0,0,0,0,0,0,0
1,4,-1.00371207074264,-0.0746440350895266,-0.104117514453423,-0.474194248013603,-0.0221972570392798,6.70778766152617e-05,0,0,0,0,0,0,0,0
2,4,-1.26492098435781,-0.159343839318312,0.00591513543729438,0.377291275685402,0.0276817454486453,-0.013479900311129,0,0,0,0,0,0,0,0
1,5,1.98586692531746,-0.114897402149652,0.0337085006176929,-0.736173299687829,0.00950795333101503,-0.00236485439573586,0,0,0,0,0,0,0,0
2,5,4.45478530009733,-0.0110575550519962,0.0197972090854683,-0.518546113912504,-0.0411548854912784,0.00422295724439141,0,0,0,0,0,0,0,0
1,6,0.986422777130396,-0.0814813303835764,-0.0206724589025171,-1.46664126310124,0.0729040114542719,0.000200724380472738,0,0,0,0,0,0,0,0
2,6,1.22202229358149,-0.0247448057271269,-0.138011863097521,-1.91619414661722,0.0860170660264036,0.00146008710133684,0,0,0,0,0,0,0,0
1,7,1.00414925170655,0.0124006489963385,0.0532431491152035,1.19982272944536,0.00269987593075412,-0.00771304591103197,0,0,0,0,0,0,0,0
2,7,1.20844849783738,0.019637284643754,0.0862222649607944,-0.105236086723578,-0.0115114371456106,2.6502086113713e-05,0,0,0,0,0,0,0,0
1,8,2.0331245355277,0.0517118401611122,0.0395002204545175,0.88170615484252,0.0431676077825352,0.00103269083157982,0,0,0,0,0,0,0,0
2,8,0.791751865479534,0.0913377128595895,-0.00305390696261469,0.177834857522046,0.000740866139704682,0.00496677596787278,0,0,0,0,0,0,0,0
1,9,-1.53998527372263,0.0267071994560774,-0.0346631298647532,-0.0620876129321337,0.021615814406407,-0.00718403328715739,0,0,0,0,0,0,0,0
2,9,-0.479833509824664,0.0820936228780699,-0.00836374498250008,0.574530148730863,0.00887036769092267,-0.00160221331415775,0,0,0,0,0,0,0,0
1,10,0.412576749348651,0.195736827914272,0.181619357205418,-0.494096766825019,-0.00351650461970636,-0.00471695184476094,0,0,0,0,0,0,0,0
2,10,0.385812937561313,0.0246273561767442,0.0190570021847485,1.58839069106304,0.0290105933587845,0.00499000931414144,0,0,0,0,0,0,0,0
1,11,2.07584496461619,-0.13506050557417,0.0268180521379587,-2.08522052462628,-0.0890546814218601,0.00211682404818834,0,0,0,0,0,0,0,0
2,11,4.35321970635038,-0.0285331647415603,0.0456337728823503,0.758957625654145,-0.0107767067484178,-0.00466997371516773,0,0,0,0,0,0,0,0
1,12,-0.410526538979326,-0.112303665419007,0.120966643266047,0.217470230059621,0.00734010362105619,-0.00749169466441477,0,0,0,0,0,0,0,0
2,12,1.63632910607021,0.141661929218497,-0.104549127536795,0.311306775617037,-0.00323275245093143,0.00221591177134108,0,0,0,0,0,0,0,0
1,13,1.09243540490577,0.128745626384952,0.053916048925804,1.70703348122367,-0.0639762331260117,0.0035340725997292,0,0,0,0,0,0,0,0
2,13,3.23968843820233,0.178382752623636,-0.0149510775017644,0.388964637614468,-0.0560797242916451,0.00348184378738401,0,0,0,0,0,0,0,0
1,14,-1.61634272262463,0.19945615247633,-0.0688740015992305,0.707373408220384,-0.0182904527803703,0.000575605350795894,0,0,0,0,0,0,0,0
2,14,-0.162715877452783,0.17907588259918,-0.116014754870641,-0.115935851527601,-0.0157363028245198,-0.00236584523581873,0,0,0,0,0,0,0,0
1,15,1.21104298046517,0.0453090647452849,0.064182441590648,0.561798697017201,0.0356617894909154,-0.00262094734676746,0,0,0,0,0,0,0,0
2,15,-1.98945136401199,-0.189071097900857,0.00863089530076705,-0.799825499669936,-0.0201590003320594,-0.00166775370973161,0,0,0,0,0,0,0,0
1,16,0.571860690803321,-0.0339597175406287,-0.0834568148618992,-0.196004518160123,0.0588678527392501,0.00294051731895999,0,0,0,0,0,0,0,0
2,16,1.52382019330284,-0.144163795038135,0.164058904272527,-0.238666479414189,-0.025272965744505,-0.00295877340597986,0,0,0,0,0,0,0,0
1,17,0.937376078852935,-0.00932684920026561,0.0416897562789222,-0.880335289874454,-0.0460005013372804,0.00697281524145115,0,0,0,0,0,0,0,0
2,17,0.80754640216503,-0.167911212501817,0.0208696928429165,-1.84185900623865,-0.0433149813877709,0.00597750047394885,0,0,0,0,0,0,0,0
1,18,-2.15876697878523,-0.14989691828705,-0.0194335699821916,-1.28825606834929,-0.0171342492963428,-0.0132871765660157,0,0,0,0,0,0,0,0
2,18,-2.24637395460256,0.00106040322079867,0.0858293357527915,-0.50119821376802,-0.0151199619137953,0.00230507273966147,0,0,0,0,0,0,0,0
1,19,3.24371455787717,0.168777933038832,0.0268922205127359,-1.31307588229443,-0.0302385678913202,-0.0090159031709177,0,0,0,0,0,0,0,0
2,19,2.52781186790186,0.00980682519459031,-0.0341618789557403,1.51831289906251,-0.0409683238297647,-1.55952271107302e-05,0,0,0,0,0,0,0,0
1,20,-2.47558138111251,0.0400752559925711,0.179159595594936,-1.25127533326923,-0.0304567065508418,0.00267189513956444,0,0,0,0,0,0,0,0
2,20,-2.41254152769593,0.0571795738384139,0.0813643305130862,1.81528603127641,-0.0111234681487255,-0.00249095193283635,0,0,0,0,0,0,0,0
1,21,0.501342079506106,0.025486305945694,0.0191583688262309,0.582908076060776,-0.00347610819284909,6.40839841708331e-05,0,0,0,0,0,0,0,0
2,21,-0.219957238685087,0.0393606219439499,-0.0209043422098213,0.16262452964915,0.00433837947909391,-0.000519381050388585,0,0,0,0,0,0,0,0
1,22,2.793607482323,0.138649094046831,-0.0781980867503792,0.195472258044698,-0.0523815985911016,-0.00562295456188223,0,0,0,0,0,0,0,0
2,22,1.44254889403243,0.106223372730881,-0.0746116317224356,0.896295695369192,-0.034084219049547,-0.00551485605995313,0,0,0,0,0,0,0,0
1,23,0.622800711879848,0.0469774011263158,0.0101789540606867,1.66185633715243,0.0413690846876545,-0.00762446247792144,0,0,0,0,0,0,0,0
2,23,-0.0609903544368617,-0.000535332039613201,0.0924896831549803,0.83680281853191,-0.000967105984567413,0.000753266024439962,0,0,0,0,0,0,0,0
1,24,0.573982251487401,0.124100222604373,-0.0293512599453213,0.194617886047261,-0.0383031774661507,-0.0120052624508142,0,0,0,0,0,0,0,0
2,24,0.982529161355423,0.0991198024719864,-0.031019636482909,0.111591008219083,-0.0315941352559796,-0.0138878566057438,0,0,0,0,0,0,0,0
1,25,1.2822552523694,-0.0468610129794322,-0.144921483979216,-0.0756737206221857,-0.0197590139047015,-0.000874387877591317,0,0,0,0,0,0,0,0
2,25,1.17397499097577,-0.0589283740353098,-0.0783317509795519,0.363589182530074,-0.0123679372539791,-0.000486289474543291,0,0,0,0,0,0,0,0
1,26,0.161301042325191,0.0100514946358777,-0.0238564404064902,-0.146829213483617,0.0275614942143931,0.00987584425869016,0,0,0,0,0,0,0,0
2,26,0.499338702719055,-0.0559817832297985,-0.000993200696383624,0.357907727911378,0.0705187803858033,-0.00392253674012981,0,0,0,0,0,0,0,0
1,27,4.10742653046696,0.077400478441746,-0.109778212294798,0.289366382192537,0.0413502587339141,0.000210247338638764,0,0,0,0,0,0,0,0
2,27,1.54971778291068,0.104142309401679,-0.131228871420749,0.967556847542596,0.0291766234097834,0.00164259693979971,0,0,0,0,0,0,0,0
1,28,-2.23699072831102,-0.00935260382411639,-0.0944158843191811,-0.244905454142014,0.00652515125147222,-0.000985683376096481,0,0,0,0,0,0,0,0
2,28,-2.12870607673679,-0.0378381710603656,-0.00856004894306388,-0.20051158176604,-0.0408243053707482,0.000697164760034498,0,0,0,0,0,0,0,0
1,29,-1.78422457429754,-0.037572676531583,-0.0210088919408152,-0.387254292356381,-0.0675604940148852,0.00601586836246739,0,0,0,0,0,0,0,0
2,29,0.0406226133463026,-0.0988132572398305,0.134265952968934,0.213736558034582,-0.0290698932227527,0.00241394374965378,0,0,0,0,0,0,0,0
1,30,-0.49280067312774,-0.1503399545483,-0.11767419715288,1.56056620566108,-0.0199183090144081,0.00232969258909623,0,0,0,0,0,0,0,0
2,30,1.76225854586851,-0.0509771302990049,0.201875739069736,-0.912277478870064,-0.0291434575029939,0.00448615955196192,0,0,0,0,0,0,0,0
1,31,2.74122933445885,-0.00971392787047096,-0.0941200360407462,0.102713552696747,-0.0171314913923232,0.00464532611549474,0,0,0,0,0,0,0,0
2,31,1.52645391299131,0.0281495269665672,-0.155642581712926,0.333753110927817,-0.0613721095135344,0.0069594819851972,0,0,0,0,0,0,0,0
1,32,1.43519251827822,-0.0970524992188956,-0.0102966533092822,-1.50815675866897,0.0364698509476154,0.00390575129083535,0,0,0,0,0,0,0,0
2,32,0.423437072524124,0.0551329695226436,-0.0717906824568156,-0.502665585030271,0.0268376013497761,-0.000893775393254499,0,0,0,0,0,0,0,0
1,33,0.489049399639318,0.0310687845343671,-0.0606549987146285,1.45559960329515,-0.0263345720318239,0.0100999469866506,0,0,0,0,0,0,0,0
2,33,0.61481295901411,0.0390353969759796,-0.0449962258934894,0.846478644948994,0.00654089984034769,0.00156214118103243,0,0,0,0,0,0,0,0
1,34,0.477556083190386,-0.338052905816668,0.135690454045244,1.15169158398324,0.0404117033580371,0.00847847409350234,0,0,0,0,0,0,0,0
2,34,0.991036947505814,-0.173997995689294,0.113336778589225,1.63023954588048,-0.0178192585002419,0.0131796534551948,0,0,0,0,0,0,0,0
1,35,-2.16300409068211,-0.0274916353615102,-0.184834637235867,1.97266781276882,-0.0165526032867992,0.00247581600174192,0,0,0,0,0,0,0,0
2,35,-2.59187894446337,0.00850076309589628,-0.12067445162134,1.5752934972332,0.0195192420471707,0.000878389355020973,0,0,0,0,0,0,0,0
1,36,0.583324898024523,-0.184067120663628,0.0447577488903926,0.489162517663526,-0.0174934931082825,-0.00485193042081703,0,0,0,0,0,0,0,0
2,36,-0.194935416376576,0.0740080893043422,-0.199074098313168,-0.563945908132884,-0.0153941033483359,-0.00401558450983071,0,0,0,0,0,0,0,0
1,37,0.30129347951153,0.0940458091442378,-0.0474367298057218,0.383056688367944,0.0646348396807323,0.00107382989432087,0,0,0,0,0,0,0,0
2,37,1.11490879964247,0.0502501998553478,-0.0894661102582735,-0.387858839015885,0.0123385668209771,0.00494212682962896,0,0,0,0,0,0,0,0
1,38,1.84741799979461,-0.13254289559191,-0.0342337876679968,0.302143481363713,0.004033898150379,-0.00629827648863457,0,0,0,0,0,0,0,0
2,38,1.98157598545905,-0.102368796956472,0.0275104915606755,1.09033274408079,-0.0197440379971016,-0.00486930891741577,0,0,0,0,0,0,0,0
1,39,2.3454761388491,0.0415397405957148,-0.151130849997809,0.521600802524971,-0.0260611389276319,0.00174513720389365,0,0,0,0,0,0,0,0
2,39,2.99454079113178,0.203896431792511,-0.0720220956911385,-1.32568984846748,-0.00387312643257838,-0.00528627265847911,0,0,0,0,0,0,0,0
1,40,-1.63188178247642,-0.26789225934143,0.0608601191398937,-0.331668228741497,-0.042044226157118,-0.00375433595818363,0,0,0,0,0,0,0,0
2,40,-1.09302691928808,0.0144713362011681,0.0302614000797356,-0.49418637831857,-0.0664540783043509,-0.0116268640819897,0,0,0,0,0,0,0,0
1,41,2.48376983341415,0.211132900815795,-0.0128092555689645,0.0743275145820915,-0.0691652105886451,-0.00338983819171749,0,0,0,0,0,0,0,0
2,41,2.76837342639775,0.0574922240969086,-0.0148590011692351,-0.286713177556161,-0.0213553760710106,-0.0138401564411627,0,0,0,0,0,0,0,0
1,42,1.61867125171397,0.0174755905309453,-0.0729745091105283,-0.507924430468643,0.0184051541160981,-0.00136120514662181,0,0,0,0,0,0,0,0
2,42,1.99538898940629,-0.287684404437756,-0.0451779092064545,-0.217055186720307,0.0117410249854481,0.00058526956424471,0,0,0,0,0,0,0,0
1,43,-0.709960029892157,-0.0719389110513519,-0.0662577543001214,-0.973658205314186,-0.0193371769583892,0.00352152334879426,0,0,0,0,0,0,0,0
2,43,-1.10345917256944,0.0614262001654422,-0.0322100502118006,-0.334675722562191,-0.00707375815177776,0.00313945086982347,0,0,0,0,0,0,0,0
1,44,-2.38983703054569,0.146373567943505,-0.0300387653383153,-0.0935981894412642,-0.0378097806612316,0.00813008595740535,0,0,0,0,0,0,0,0
2,44,-1.60823802182369,-0.00621791758348969,-0.147495114806621,0.307722058223191,0.0411412306279781,-0.00290690067477693,0,0,0,0,0,0,0,0
1,45,0.286404317553866,0.0546587023642195,0.014298044481903,0.882721672985014,-0.0395427868518261,0.000612322079515464,0,0,0,0,0,0,0,0
2,45,0.816576818232543,-0.0101648902939394,-0.0566855709094881,0.50003137219642,-0.0410062859177172,0.00145743315811558,0,0,0,0,0,0,0,0
1,46,-2.247078274446,0.0869329515511387,0.0128085618049549,-0.560231240038555,-0.0306066611793121,0.000880565915529375,0,0,0,0,0,0,0,0
2,46,-1.95640133780485,0.0448032145865752,-0.0436001647880568,-0.756479928034249,-0.00693432367830013,-0.00771212349800737,0,0,0,0,0,0,0,0
1,47,-0.147123010697661,0.184099598073087,0.0134205249365919,1.38995417478771,-0.000773905041421434,-0.0025052202536359,0,0,0,0,0,0,0,0
2,47,2.23951010967164,0.208501848300866,-0.0996738357505399,-0.515977476632363,-0.0319227385750191,-0.00493200229362284,0,0,0,0,0,0,0,0
1,48,-2.0347763436839,0.0516179146479356,0.1392709986335,0.167365996951052,-0.00729085993958766,0.00926382448920281,0,0,0,0,0,0,0,0
2,48,-1.18562117899226,0.00346434812081672,-0.0193837693108897,0.662816479864186,-0.0733265289539662,0.00044608099911542,0,0,0,0,0,0,0,0
1,49,-0.74618382214815,0.16097727518831,-0.0634319307073712,-0.763578243773946,0.0145239693733507,0.00839680792002795,0,0,0,0,0,0,0,0
2,49,-4.98262416466832,0.125460396810698,-0.0111304207905285,0.682872994093673,0.0344362152703474,0.00782657208269897,0,0,0,0,0,0,0,0
1,50,0.172841021274048,0.180625014182918,-0.0447427359193169,-1.33045147358161,-0.00446722420558464,-0.00141449223833295,0,0,0,0,0,0,0,0
2,50,0.70260718866097,0.0631614394830664,-0.00196588302373944,0.803050965577845,-0.0199442425590212,-0.00664596220842101,0,0,0,0,0,0,0,0
