parameter,value
b01_pop,4.64230448791627
b11_pop,-0.1611779390613
b21_pop,-0.171147157867092
a1_pop,3.91807170534248
b02_pop,7.40579607123462
b12_pop,0.00241417126754777
b03_pop,4.1430452875997
b13_pop,-0.153167059596138
p1_pop,0.0398704243205088
g1_pop,0.103145681691665
p2_pop,0.778219309874878
g2_pop,0.143860746956636
alpha11_pop,0.152664956010722
alpha12_pop,-6.90273487777161
alpha13_pop,0.734061087879382
alpha21_pop,-0.0866582342592962
alpha22_pop,3.01523972051482
alpha23_pop,-0.231640978952999
omega_b01,1.76168039441845
omega_b11,0.12264844276762
omega_b21,0.0880379747818327
omega_a1,0.931639780735304
omega_b02,0.0414525386119113
omega_b12,0.00476834232080764
omega_b03,0.965243269941574
omega_b13,0.142260837951068
b_1,0.319337939425099
a_2,0.0492957615327256
a_3,0.699864872919116
