parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,47.7273240888721,nan,nan,
b1_pop,0.0162105862080234,0.0169250523626714,104.407404800046,
h1_pop,6.45339700036392e-54,4.5324654101769e-52,7023.37917521781,
h2_pop,1.91386058018341e+25,1.33292146017924e+27,6964.56927939604,
alpha1_pop,-2.9384763568642,1.84002808777977,62.6184411346892,
alpha2_pop,1.57066877743258,1.80839409390761,115.13529267855,
hcov1_pop,0,,,
beta_hcov1_score4C,0.385691727965223,0.0938357973620157,24.3292221632705,3.95173671909888e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.176778262950713,0.0469945267763697,26.5838831041529,0.000168777452542734
omega_b0,0.874307542364685,0.806538516511878,92.2488343552984,
omega_b1,0.0352255871754433,0.0294258978289664,83.5355779377326,
e_b,0.813340998640705,0.0134619262997873,1.65513927396818,
