rep,id,b01,b11,b21,a1,b03,b13,p1,g1,p2,g2,alpha11,alpha13,alpha21,alpha23
1,1,5.82776242948598,-0.359417201376094,-0.233897555461604,0.790617570290124,4.28802162852122,0.00091639894653428,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,1,5.37873665280255,-0.0368302719288057,-0.13041268347193,4.86930904722562,3.69831842614364,-0.0787046352495271,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,1,6.08283834543524,-0.0379841049749599,-0.0695108220484368,11.8215077293392,3.80292528207073,-0.0438068582418097,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,2,3.17423522565918,-0.262505635886876,-0.154826317769451,1.78071331608571,4.41350708707948,-0.434138020136209,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,2,5.66551495142295,-0.214572865830343,-0.0373956189676736,6.63326057965716,4.01878434064723,-0.410968498193803,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,2,4.36644325738146,-0.14391259417336,-0.0434546304587756,0.601391737183744,3.78381439053693,-0.249838007797341,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,3,1.51475729086714,-0.220775267432797,-0.153781124240898,0.707952356692927,4.35275528879793,-0.0935583494497727,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,3,1.64714373396822,0.106366524570477,-0.147379011890474,0.769399180806289,4.65460659908227,-0.0692854370489635,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,3,1.65991336688153,-0.0989712469693782,-0.163458282175058,1.78835539036905,4.39199843961031,-0.0689534346280766,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,4,4.96372769916354,-0.0420768838389597,-0.161537079607409,1.52723652680348,2.67530725004472,-0.209025978165761,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,4,5.91830276748608,-0.0148562847006579,-0.107183412573097,10.4918109081229,3.04545625411463,-0.176312243014621,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,4,4.40409675430761,-0.0511828442675895,-0.220632670222206,6.12111528936088,3.43517351868164,-0.259149686551472,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,5,3.81867239979953,-0.00154925549383592,-0.126720103982461,5.37314337467229,2.56597772390147,-0.191558833312231,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,5,6.62699927909287,-0.303301466658909,-0.0823375874399987,0.997826862666584,2.48592043588764,-0.163386984832752,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,5,5.30901469129843,0.039592990435601,-0.115382828710048,0.976898834358842,2.74205793462108,-0.187914073228627,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,6,10.2120737631378,-0.308322531846952,-0.183593215924806,0.337515081921319,3.67154469299345,-0.149095665111951,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,6,7.64107507622811,-0.119410672178738,-0.129441361965376,2.87319614476946,2.81536788918875,-0.137309961574796,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,6,8.40515401612703,-0.306617709196414,-0.123057584154673,2.75059530496492,3.01065363193976,-0.094811361974243,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,7,3.85095769970847,-0.159130026440227,-0.0570236068205301,1.58631485046072,3.54632840187242,-0.2565384665897,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,7,2.13881769599628,0.00515023210941978,-0.120824164437963,3.03743362245036,3.47853177340824,-0.224485649822697,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,7,2.49959661210076,-0.132252119151507,-0.177697469514975,16.0996423836957,3.74597137173199,-0.244698621846027,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,8,9.61853513305501,-0.107552058605891,-0.145032109240942,4.24128754357774,5.27589071909765,-0.0972227399746597,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,8,7.87179839150259,-0.0127061945703205,-0.159420951920166,10.4191400623812,5.28660335166305,-0.100253890958516,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,8,8.17369968626197,0.0920851006603271,-0.156988156031198,4.71236794683317,4.98467073778514,-0.0133816565258691,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,9,7.18650745090805,-0.185467427780777,-0.0543035315420938,0.800450910218949,4.76537124948243,-0.197423663982882,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,9,7.68609797622498,-0.0966302691043626,-0.275122878345147,10.2052250183863,5.56473825159116,-0.246744096429822,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,9,6.11457758331894,-0.144563730167219,-0.111270177418038,8.30392966079752,4.66133013982624,0.0891433834867994,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,10,4.22132288629568,-0.124821548617435,-0.273437921645605,1.18183595026328,3.94469168420998,-0.266006454157048,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,10,4.77906728173691,-0.0732123768277918,-0.18828257800431,0.718565141251312,3.3499317714776,-0.0131625427530686,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,10,5.6487881103859,-0.168315265459354,-0.136275767007187,15.3708833146388,4.92868200723201,-0.244842051881353,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,11,3.59355612158254,0.0962772136048713,-0.231774445659524,6.03964731103053,4.25372051696808,-0.138372656492646,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,11,3.75449558797238,0.12878303131221,-0.207596496300524,3.3793821869667,3.82486151704061,-0.0999997439565776,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,11,3.6773901855189,0.114797354177348,-0.162088865034154,4.55668046212941,3.89824957114658,-0.143225641477838,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,12,5.85373147928864,-0.0528214212785477,-0.265532765674511,0.881330667217936,4.5046510214689,-0.196369384849948,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,12,5.4988756902931,-0.284098809953448,-0.0819859808172345,4.29740008044665,5.19127195083056,-0.155111426760303,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,12,4.81179828853061,-0.300297507050505,0.119702372859121,1.86781085661762,4.38374681645768,-0.303139221287144,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
1,13,1.66878797071783,-0.115002854800402,-0.114393558328324,4.42608906327689,3.12641347945908,0.0340122594406942,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
2,13,1.86387107937186,-0.0950731453074476,-0.0690344928685749,0.688171361041754,3.62836009954806,-0.09654171476026,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
3,13,1.18132858554626,-0.101167016796445,-0.283825561324928,4.43276924779228,3.49971395843496,-0.00965681125544801,0.0383443986306595,0.130234102919196,0.764472859016504,0.105769452190967,0.144499559774395,0.829716202246757,-0.140340471122442,-0.188017098282347
