rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,0.584258330988303,-1.03009913145113,-1.09035681080746,27.7058436325512,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
2,1,0.578361966166687,-1.25163418428851,-1.09790984831496,0.433930122631457,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
3,1,0.5891003744215,-1.26973837666419,-1.40115640421818,4.7373786120176,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
4,1,0.626324714755185,-1.42598769730107,-1.41148752496739,0.988865748275411,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
5,1,0.642208354756532,-1.27266246457291,-1.23729382405918,26.2010203464898,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
6,1,0.625837857143365,-1.25070442364601,-1.31540471889312,0.407470838818091,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
7,1,0.617887645697055,-1.07473596170453,-1.27670996287999,1.96023205209269,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
8,1,0.643655307782031,-1.17706737894961,-1.28440766727116,2.63225681124342,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
9,1,0.593108260399044,-1.43556215339461,-0.893869985920693,0.414805066500511,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
10,1,0.610677263998388,-1.16619581209574,-1.69210129522678,28.9438629295693,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,2.5609034031858,-1.42305944609675,11
1,2,0.550635372860847,-1.08054025262042,-0.997622605567176,1.3181336915852,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,1.16404700144809,-0.64684520277125,5
2,2,0.624713049894016,-1.32979868600533,-1.50720128409228,0.601142275830323,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,1.16404700144809,-0.64684520277125,5
3,2,0.584161959730929,-1.29738276845861,-1.40415561732135,1.37317743721914,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,1.16404700144809,-0.64684520277125,5
4,2,0.583548051634334,-1.11976835162218,-0.774069941683878,1.53083633010868,0.00107700767347568,0.103446658076351,-7.76154567786636e-15,-1.95631889428152,1.16404700144809,-0.64684520277125,5
