rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.0216917152758206,0.271271145588464,0.0429366745907804,3.78662164625151,0,0,0,0,0,0,11
2,1,-0.027588080097437,0.0497360927510893,0.035383637083281,-0.36989347176298,0,0,0,0,0,0,11
3,1,-0.016849671842624,0.0316319003754104,-0.267862918819938,2.02046224113067,0,0,0,0,0,0,11
4,1,0.0203746684910612,-0.124617420261468,-0.27819403956915,0.453781592351217,0,0,0,0,0,0,11
5,1,0.0362583084924085,0.0287078124666926,-0.104000338660939,3.73077664837476,0,0,0,0,0,0,11
6,1,0.0198878108792419,0.050665853393592,-0.182111233494882,-0.43280761620093,0,0,0,0,0,0,11
7,1,0.0119375994329318,0.226634315335071,-0.143416477481744,1.13804115400277,0,0,0,0,0,0,11
8,1,0.0377052615179073,0.124302898089989,-0.151114181872919,1.43281987520755,0,0,0,0,0,0,11
9,1,-0.0128417858650791,-0.134191876355007,0.239423499477547,-0.414968294536461,0,0,0,0,0,0,11
10,1,0.00472721773426454,0.135174464943858,-0.558807809828537,3.83033648677384,0,0,0,0,0,0,11
1,2,-0.0553146734032767,0.220830024419177,0.135670879831065,0.741195159973251,0,0,0,0,0,0,5
2,2,0.0187630036298925,-0.0284284089657287,-0.373907798694037,-0.0439453467891555,0,0,0,0,0,0,5
3,2,-0.021788086533195,0.00398750858098529,-0.270862131923108,0.782105645505336,0,0,0,0,0,0,5
4,2,-0.0224019946297896,0.181601925417419,0.359223543714363,0.890792500891092,0,0,0,0,0,0,5
5,2,-0.0162076106027544,0.253516924259265,0.392973342296166,1.82084024986392,0,0,0,0,0,0,5
6,2,-0.00298248556066094,0.202941293705562,-0.335772051507246,-0.0615688198518769,0,0,0,0,0,0,5
7,2,-0.0103592002908307,0.0748540491192105,-0.399253516649481,-0.847155352190214,0,0,0,0,0,0,5
8,2,-0.0307023604103085,-0.00052516084838361,0.256986041886176,-2.25351438328578,0,0,0,0,0,0,5
9,2,0.00699785455306479,-0.225021121582747,0.0370361603291249,2.86820557275485,0,0,0,0,0,0,5
10,2,0.0286879973030905,0.0602672005172344,0.0619756377686862,0.850205520250812,0,0,0,0,0,0,5
1,3,0.0558020108620398,0.284089708618334,0.0669158437558726,0.728357760514612,0,0,0,0,0,0,6
2,3,-0.0300594273918044,-0.0343323696193996,0.618167066448709,0.593021702459253,0,0,0,0,0,0,6
3,3,-0.019669217745343,-0.0734357052383712,0.210635069612953,0.521118657144338,0,0,0,0,0,0,6
4,3,-0.00293536784584791,0.386500553666284,0.276751276394143,3.9777228841524,0,0,0,0,0,0,6
5,3,-0.0616261379990216,0.0814236212430797,0.0514744184810423,0.801461305033286,0,0,0,0,0,0,6
6,3,0.0155370875852694,0.0169144325746822,-0.023827738126369,3.67986841301122,0,0,0,0,0,0,6
7,3,0.0546497649040493,-0.500396323706651,0.382001422766029,-0.0248554055124663,0,0,0,0,0,0,6
8,3,0.0156830137940405,-0.361165390778893,-0.0175893664989253,0.0160105112631501,0,0,0,0,0,0,6
9,3,-0.0330842506139493,-0.119156927011696,-0.203977228361519,3.11392658389953,0,0,0,0,0,0,6
10,3,-0.038821678357564,0.530897347633131,0.460028329483987,-1.57015644787795,0,0,0,0,0,0,6
1,4,0.00700140833387342,0.195262256189384,0.391025735082855,2.85548170667991,0,0,0,0,0,0,8
2,4,-0.0172340478180377,0.00136033753901432,0.163055889857719,-0.328838870661573,0,0,0,0,0,0,8
3,4,0.0269363935632217,-0.163297120846297,0.405654617206023,-2.16001967368293,0,0,0,0,0,0,8
4,4,-0.0125831946854161,0.0511067290257055,-0.234923729269166,0.682638332723794,0,0,0,0,0,0,8
5,4,0.0553779099243077,-0.046325847422527,-0.119487100692841,-1.30740395454065,0,0,0,0,0,0,8
6,4,0.00945869820689627,0.262340609221005,-0.399935046425542,-1.6650402770299,0,0,0,0,0,0,8
7,4,0.0393931235594157,0.199450421579197,0.0882929107203094,-2.20081092423863,0,0,0,0,0,0,8
8,4,0.0152337304914442,-0.266792381651994,0.683785977133068,0.989175866165255,0,0,0,0,0,0,8
9,4,-0.0402390641452973,-0.225583562962443,-0.300958121214793,1.25851471344209,0,0,0,0,0,0,8
10,4,-0.0366171821823775,0.385013227944181,-0.250767973369128,2.58940373880322,0,0,0,0,0,0,8
1,5,-0.00577934591602203,0.195258145391133,0.193519105103701,-0.0781430256441669,0,0,0,0,0,0,3
2,5,0.00644163545858989,-0.624405671591717,-0.105297246770924,-1.98715362953556,0,0,0,0,0,0,3
3,5,-0.0112341821941826,0.31037745103507,-0.296823362517422,-3.40340907991036,0,0,0,0,0,0,3
4,5,-0.032074801941296,-0.410639818813501,-0.291712400549376,0.798299723392434,0,0,0,0,0,0,3
5,5,-0.0407944252124391,0.229210937957115,0.237139804345679,-3.26464320746538,0,0,0,0,0,0,3
6,5,-0.00440810441180051,0.35518618247883,0.315364472383933,-0.564865976432654,0,0,0,0,0,0,3
7,5,-0.0360076054090421,0.309472813042561,0.427260506752657,-0.880083186526146,0,0,0,0,0,0,3
8,5,-0.00760586232002713,-0.147859407634026,-0.0492166464774877,-4.9291668314945,0,0,0,0,0,0,3
9,5,0.0106962102232314,0.11310134648338,0.490094477893991,0.181623616349697,0,0,0,0,0,0,3
10,5,-0.0274589301784578,-0.415228822472742,-0.28384695982585,-2.01630316746284,0,0,0,0,0,0,3
1,6,0.00230370120291978,-0.129388391472286,-0.109025024486171,-1.90433659240434,0,0,0,0,0,0,2
2,6,-0.0179346908865247,-0.263281627424671,0.327098580777813,1.55462325761167,0,0,0,0,0,0,2
3,6,-0.0381444447081498,-0.257634735157966,0.15521144496398,-1.25864465207673,0,0,0,0,0,0,2
4,6,0.0148510094049542,-0.0521573653206167,-0.462183707451758,0.641159154181958,0,0,0,0,0,0,2
5,6,0.0153992337801704,-0.0818946598479706,-0.15860664834396,-0.768111785655997,0,0,0,0,0,0,2
6,6,-0.0248156728454707,0.33820574503365,0.282847010862603,-0.7397947098219,0,0,0,0,0,0,2
7,6,-0.0427131780360798,0.137869363672428,0.385313168153852,-1.68484983842915,0,0,0,0,0,0,2
8,6,-0.046360845419168,0.144175068455559,-0.181706443259661,-2.02665212496127,0,0,0,0,0,0,2
9,6,-0.00517241972141103,0.0571714798786529,-0.319148246256386,0.816395930048462,0,0,0,0,0,0,2
10,6,-0.000950131767062046,0.31258672178308,0.151489732773704,0.910779748610681,0,0,0,0,0,0,2
