parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,7.41216866992963,0.167227798862902,2.25612511411575,
b1_pop,-1.1410456739207,0.226819221878545,19.8781895468901,
b2_pop,-1.2087288830609,0.27400742558282,22.6690558505512,
a_pop,8.82183398246858,3.09107689776212,35.0389375259718,
h1_pop,0.000828066651835734,0.000928866395642932,112.172902215508,
h2_pop,0.0822387975165723,0.0151577383793798,18.4313716118299,
alpha1_pop,1.31985136210137,0.436647379491076,33.0830722329125,
alpha2_pop,-0.975572466075403,0.262022891386968,26.8583729552199,
hcov1_pop,0,,,
beta_hcov1_score4C,0.233464135827987,0.0911522007139094,39.04334187803,0.0104294424472504
hcov2_pop,0,,,
beta_hcov2_score4C,-0.136743295251146,0.0331060472200114,24.210362313712,3.62033735952227e-05
omega_b0,1.01885144430549,0.106926889483252,10.4948459445075,
omega_b1,0.154328292804265,0.0743623787343056,48.1845404903295,
omega_b2,0.348822570956461,0.0764755702927768,21.9239168162436,
omega_a,0.417886319173683,0.221916598676982,53.1045378838422,
e_b,0.148806674345337,0.00503978026552729,3.3867971901794,
