parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.78865094874977,0.144467059580738,8.076872666616,
b1_pop,-0.00350609472308716,0.0199207421450263,568.17467063428,
b2_pop,-0.279489771418131,0.107611033131776,38.5026731338889,
a_pop,0.759327812113679,0.364828026505238,48.0461825163095,
h1_pop,0.00108600789710565,0.000421625593508838,38.8234371621535,
h2_pop,0.116673917982834,0.0161255186609108,13.8210141046977,
alpha1_pop,-1.11503732097141e-07,9.47103003529358e-07,849.391303516416,
alpha2_pop,-0.475231793838292,0.083507871488352,17.5720296013628,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231888099198704,0.0426638279392502,18.3984551543078,5.47230492031758e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.134944048515049,0.0194126719127723,14.3857192120684,3.61843888185831e-12
omega_b0,0.228888394155924,0.231080145123199,100.957563171937,
omega_b1,0.0492802687109447,0.0141513283429558,28.7160129461976,
omega_b2,0.133489710802798,0.0642235518760247,48.1112375551559,
omega_a,1.21916201905443,0.253297550188502,20.7763649317879,
e_b,0.559343953030059,0.0263447915796917,4.70994482678817,
