b01_pop,0.018863,-0.00013846,0.00043775,-0.01076,-1.7217e-06,1.335e-07,-2.6476e-05,-2.3794e-06,9.0258e-06,-4.6575e-05,-5.8973e-06,6.3111e-06,-6.2824e-06,0.00188,-0.00018886,1.7648e-05,0.00015233,1.0437e-05,0.0019308,4.2477e-05,-7.8825e-05,0.0011317,-4.1358e-07,-5.479e-08,-6.7009e-06,-2.6236e-06,0.00026679,8.1826e-09,5.0943e-07
b11_pop,-0.00013846,0.0017592,0.0017396,-0.021102,1.9402e-06,-1.4577e-06,-9.7534e-05,-1.7154e-05,-7.1752e-05,4.8873e-05,-1.8882e-05,-2.4138e-07,0.00028827,-0.010174,0.0007414,3.9947e-05,-0.0002818,-6.2743e-05,-0.0019467,-0.0010479,-0.00083127,0.0080042,4.5555e-06,-5.6519e-07,-0.00015265,-1.2768e-05,0.0009764,-7.9766e-07,5.0692e-06
b21_pop,0.00043775,0.0017396,0.0019988,-0.020438,1.3938e-06,-1.5416e-06,-0.00010502,-1.7619e-05,-6.4266e-05,4.531e-05,-2.0326e-05,-1.8693e-06,0.00027979,-0.0089998,0.00069533,3.7263e-05,-0.00041354,-6.4245e-05,-0.0018068,-0.0010825,-0.00096695,0.0082391,4.9221e-06,-6.8461e-07,-0.00015595,-1.5158e-05,0.00099605,-8.4803e-07,4.9705e-06
a1_pop,-0.01076,-0.021102,-0.020438,0.75884,-5.1673e-05,1.3327e-05,0.0014269,0.00027847,0.00053174,-0.00027906,0.00055428,-3.3427e-05,-0.0032348,0.10339,-0.0060003,-0.00087791,0.0012109,0.00047403,0.023587,0.010995,0.0071682,-0.15791,-5.9112e-05,3.7547e-06,0.0021412,8.1264e-05,-0.016669,9.7423e-06,-7.6695e-05
b02_pop,-1.7217e-06,1.9402e-06,1.3938e-06,-5.1673e-05,8.9537e-06,-3.3557e-07,-1.5405e-07,-5.2066e-08,9.0716e-07,2.9683e-06,-2.8894e-07,-1.2566e-06,-4.0496e-07,3.8182e-05,-2.1376e-06,-6.8144e-09,-1.7498e-05,2.1376e-06,-4.5847e-06,-1.0383e-06,-3.6664e-07,1.3477e-05,-5.6835e-08,6.4989e-09,-2.2816e-07,-1.4948e-08,2.0759e-06,1.0426e-09,5.89e-09
b12_pop,1.335e-07,-1.4577e-06,-1.5416e-06,1.3327e-05,-3.3557e-07,2.5437e-07,5.9674e-08,1.7044e-07,5.5636e-07,-1.1182e-06,-7.3727e-07,4.218e-07,-9.4587e-07,8.1473e-05,-4.1127e-06,-9.0339e-10,3.0336e-05,-7.8765e-07,1.962e-06,9.8099e-07,7.661e-07,-6.8281e-06,-3.6058e-08,3.478e-10,2.1585e-07,4.3054e-08,-9.5444e-07,4.548e-09,-6.4348e-09
b05_pop,-2.6476e-05,-9.7534e-05,-0.00010502,0.0014269,-1.5405e-07,5.9674e-08,0.0024491,-6.0755e-05,-9.2682e-06,-5.4324e-05,5.6866e-06,1.525e-05,-1.5664e-05,0.00023299,-2.8771e-05,-5.5379e-07,0.0001931,-2.9724e-05,0.00011656,6.1332e-05,5.2482e-05,-0.00051862,-3.0105e-07,5.9318e-08,0.00013752,-1.9435e-06,-6.2639e-05,4.3118e-08,-2.7611e-06
b15_pop,-2.3794e-06,-1.7154e-05,-1.7619e-05,0.00027847,-5.2066e-08,1.7044e-07,-6.0755e-05,6.9929e-05,-1.1591e-05,2.342e-05,1.3944e-05,-6.233e-06,1.3989e-05,-0.0010568,0.00010498,-1.7e-06,-0.00012368,2.8374e-05,1.642e-05,9.6042e-06,8.05e-06,-8.5923e-05,-2.2017e-07,-7.0375e-09,-1.8417e-06,-5.9798e-07,-9.101e-06,3.3841e-08,7.428e-08
p1_pop,9.0258e-06,-7.1752e-05,-6.4266e-05,0.00053174,9.0716e-07,5.5636e-07,-9.2682e-06,-1.1591e-05,0.00025471,-0.00019656,7.0525e-06,-3.8433e-06,-0.00037486,0.030374,-0.0024296,1.8676e-05,-0.00094697,0.00016113,9.1238e-05,4.1409e-05,3.4042e-05,-0.00033884,4.5148e-07,-2.076e-07,-1.0283e-06,-6.4034e-06,-4.0222e-05,-1.5658e-07,-8.5734e-07
g1_pop,-4.6575e-05,4.8873e-05,4.531e-05,-0.00027906,2.9683e-06,-1.1182e-06,-5.4324e-05,2.342e-05,-0.00019656,0.00060579,2.3229e-06,-1.8347e-06,0.00035852,-0.01942,0.0022609,-3.3272e-05,-0.00073441,-0.00012974,-8.0904e-05,-1.979e-05,-2.6068e-05,0.00018885,-1.4582e-06,4.1692e-07,-4.7524e-05,1.5076e-05,2.0889e-05,8.8202e-08,7.705e-07
p2_pop,-5.8973e-06,-1.8882e-05,-2.0326e-05,0.00055428,-2.8894e-07,-7.3727e-07,5.6866e-06,1.3944e-05,7.0525e-06,2.3229e-06,0.00073209,-4.9778e-05,-3.7255e-05,0.0010733,-7.6924e-05,6.8197e-06,-0.0032706,0.00028767,5.1509e-05,1.8294e-05,5.6959e-06,-0.00013039,5.3884e-09,6.2815e-08,7.1999e-06,1.7397e-06,-2.635e-05,2.364e-09,-2.8002e-07
g2_pop,6.3111e-06,-2.4138e-07,-1.8693e-06,-3.3427e-05,-1.2566e-06,4.218e-07,1.525e-05,-6.233e-06,-3.8433e-06,-1.8347e-06,-4.9778e-05,0.0001597,2.1009e-05,-2.6893e-05,5.111e-05,9.2099e-06,0.0045979,-0.0002976,-1.8069e-06,-2.85e-06,1.5935e-06,7.2001e-06,-2.8059e-07,1.127e-08,-9.9734e-07,8.0476e-07,2.1303e-06,5.9631e-08,1.2816e-07
alpha11_pop,-6.2824e-06,0.00028827,0.00027979,-0.0032348,-4.0496e-07,-9.4587e-07,-1.5664e-05,1.3989e-05,-0.00037486,0.00035852,-3.7255e-05,2.1009e-05,0.00093595,-0.051976,0.0033031,-1.384e-05,0.0025722,-0.0003124,-0.00042135,-0.00018081,-0.00013677,0.001459,-8.6041e-07,2.5838e-07,-3.0392e-05,9.4897e-06,0.00019834,2.7261e-07,1.8979e-06
alpha12_pop,0.00188,-0.010174,-0.0089998,0.10339,3.8182e-05,8.1473e-05,0.00023299,-0.0010568,0.030374,-0.01942,0.0010733,-2.6893e-05,-0.051976,6.5353,-0.21602,0.00083666,-0.28435,0.010934,0.01474,0.0060056,0.0044505,-0.050785,0.00019414,-1.5797e-05,0.0012427,-0.00075601,-0.0064369,-5.2148e-05,-8.3113e-05
alpha15_pop,-0.00018886,0.0007414,0.00069533,-0.0060003,-2.1376e-06,-4.1127e-06,-2.8771e-05,0.00010498,-0.0024296,0.0022609,-7.6924e-05,5.111e-05,0.0033031,-0.21602,0.031835,-0.00025334,0.0043426,-0.0020999,-0.0010268,-0.00043224,-0.00036241,0.0034477,-5.7889e-06,2.0335e-06,-0.0001433,4.328e-05,0.00042635,9.4475e-07,1.6648e-05
alpha21_pop,1.7648e-05,3.9947e-05,3.7263e-05,-0.00087791,-6.8144e-09,-9.0339e-10,-5.5379e-07,-1.7e-06,1.8676e-05,-3.3272e-05,6.8197e-06,9.2099e-06,-1.384e-05,0.00083666,-0.00025334,8.4672e-05,0.00014994,5.531e-05,-7.113e-05,-2.5452e-05,-1.3001e-05,0.00022842,3.5906e-07,-1.8221e-08,-2.2586e-06,-1.5704e-06,3.8152e-05,-6.2915e-08,4.1644e-08
alpha22_pop,0.00015233,-0.0002818,-0.00041354,0.0012109,-1.7498e-05,3.0336e-05,0.0001931,-0.00012368,-0.00094697,-0.00073441,-0.0032706,0.0045979,0.0025722,-0.28435,0.0043426,0.00014994,1.0194,0.0023962,0.00031166,8.6859e-05,0.00024956,-0.0014079,-2.2084e-05,8.252e-07,-0.00011188,4.3192e-05,-0.0001628,1.829e-05,-2.3427e-06
alpha25_pop,1.0437e-05,-6.2743e-05,-6.4245e-05,0.00047403,2.1376e-06,-7.8765e-07,-2.9724e-05,2.8374e-05,0.00016113,-0.00012974,0.00028767,-0.0002976,-0.0003124,0.010934,-0.0020999,5.531e-05,0.0023962,0.0037029,7.3635e-05,4.7869e-05,3.6248e-05,-0.00033876,5.6607e-07,-1.9422e-07,1.0033e-05,-1.7118e-05,-3.4296e-05,1.2201e-07,-2.6724e-06
omega_b01,0.0019308,-0.0019467,-0.0018068,0.023587,-4.5847e-06,1.962e-06,0.00011656,1.642e-05,9.1238e-05,-8.0904e-05,5.1509e-05,-1.8069e-06,-0.00042135,0.01474,-0.0010268,-7.113e-05,0.00031166,7.3635e-05,0.014062,0.0011841,0.00074941,-0.0087476,-8.4234e-06,6.5373e-08,0.00020804,1.1646e-05,-0.0017428,1.6009e-06,-8.2439e-06
omega_b11,4.2477e-05,-0.0010479,-0.0010825,0.010995,-1.0383e-06,9.8099e-07,6.1332e-05,9.6042e-06,4.1409e-05,-1.979e-05,1.8294e-05,-2.85e-06,-0.00018081,0.0060056,-0.00043224,-2.5452e-05,8.6859e-05,4.7869e-05,0.0011841,0.00073028,0.0005368,-0.004872,-3.2509e-06,3.8524e-07,9.6817e-05,8.5633e-06,-0.00061142,5.5173e-07,-3.1757e-06
omega_b21,-7.8825e-05,-0.00083127,-0.00096695,0.0071682,-3.6664e-07,7.661e-07,5.2482e-05,8.05e-06,3.4042e-05,-2.6068e-05,5.6959e-06,1.5935e-06,-0.00013677,0.0044505,-0.00036241,-1.3001e-05,0.00024956,3.6248e-05,0.00074941,0.0005368,0.000589,-0.0038728,-2.5237e-06,4.0463e-07,7.4782e-05,8.6491e-06,-0.00040833,4.1305e-07,-2.0564e-06
omega_a1,0.0011317,0.0080042,0.0082391,-0.15791,1.3477e-05,-6.8281e-06,-0.00051862,-8.5923e-05,-0.00033884,0.00018885,-0.00013039,7.2001e-06,0.001459,-0.050785,0.0034477,0.00022842,-0.0014079,-0.00033876,-0.0087476,-0.004872,-0.0038728,0.054167,2.275e-05,-2.5934e-06,-0.0007973,-4.6641e-05,0.0051361,-3.8378e-06,2.6549e-05
omega_b02,-4.1358e-07,4.5555e-06,4.9221e-06,-5.9112e-05,-5.6835e-08,-3.6058e-08,-3.0105e-07,-2.2017e-07,4.5148e-07,-1.4582e-06,5.3884e-09,-2.8059e-07,-8.6041e-07,0.00019414,-5.7889e-06,3.5906e-07,-2.2084e-05,5.6607e-07,-8.4234e-06,-3.2509e-06,-2.5237e-06,2.275e-05,6.2473e-06,-2.9618e-08,-1.2842e-06,-9.2395e-09,3.8035e-06,-1.9811e-07,3.0104e-08
omega_b12,-5.479e-08,-5.6519e-07,-6.8461e-07,3.7547e-06,6.4989e-09,3.478e-10,5.9318e-08,-7.0375e-09,-2.076e-07,4.1692e-07,6.2815e-08,1.127e-08,2.5838e-07,-1.5797e-05,2.0335e-06,-1.8221e-08,8.252e-07,-1.9422e-07,6.5373e-08,3.8524e-07,4.0463e-07,-2.5934e-06,-2.9618e-08,1.4914e-07,2.1225e-08,3.5684e-08,-1.2971e-07,-1.3268e-08,1.9418e-11
omega_b05,-6.7009e-06,-0.00015265,-0.00015595,0.0021412,-2.2816e-07,2.1585e-07,0.00013752,-1.8417e-06,-1.0283e-06,-4.7524e-05,7.1999e-06,-9.9734e-07,-3.0392e-05,0.0012427,-0.0001433,-2.2586e-06,-0.00011188,1.0033e-05,0.00020804,9.6817e-05,7.4782e-05,-0.0007973,-1.2842e-06,2.1225e-08,0.0015869,-1.7646e-05,-0.00010385,1.0956e-07,-6.8493e-06
omega_b15,-2.6236e-06,-1.2768e-05,-1.5158e-05,8.1264e-05,-1.4948e-08,4.3054e-08,-1.9435e-06,-5.9798e-07,-6.4034e-06,1.5076e-05,1.7397e-06,8.0476e-07,9.4897e-06,-0.00075601,4.328e-05,-1.5704e-06,4.3192e-05,-1.7118e-05,1.1646e-05,8.5633e-06,8.6491e-06,-4.6641e-05,-9.2395e-09,3.5684e-08,-1.7646e-05,4.6293e-05,-7.6808e-06,1.3869e-08,-7.0006e-07
b_1,0.00026679,0.0009764,0.00099605,-0.016669,2.0759e-06,-9.5444e-07,-6.2639e-05,-9.101e-06,-4.0222e-05,2.0889e-05,-2.635e-05,2.1303e-06,0.00019834,-0.0064369,0.00042635,3.8152e-05,-0.0001628,-3.4296e-05,-0.0017428,-0.00061142,-0.00040833,0.0051361,3.8035e-06,-1.2971e-07,-0.00010385,-7.6808e-06,0.0009225,-6.8838e-07,3.9097e-06
a_2,8.1826e-09,-7.9766e-07,-8.4803e-07,9.7423e-06,1.0426e-09,4.548e-09,4.3118e-08,3.3841e-08,-1.5658e-07,8.8202e-08,2.364e-09,5.9631e-08,2.7261e-07,-5.2148e-05,9.4475e-07,-6.2915e-08,1.829e-05,1.2201e-07,1.6009e-06,5.5173e-07,4.1305e-07,-3.8378e-06,-1.9811e-07,-1.3268e-08,1.0956e-07,1.3869e-08,-6.8838e-07,6.1216e-07,-3.7974e-09
b_5,5.0943e-07,5.0692e-06,4.9705e-06,-7.6695e-05,5.89e-09,-6.4348e-09,-2.7611e-06,7.428e-08,-8.5734e-07,7.705e-07,-2.8002e-07,1.2816e-07,1.8979e-06,-8.3113e-05,1.6648e-05,4.1644e-08,-2.3427e-06,-2.6724e-06,-8.2439e-06,-3.1757e-06,-2.0564e-06,2.6549e-05,3.0104e-08,1.9418e-11,-6.8493e-06,-7.0006e-07,3.9097e-06,-3.7974e-09,3.3952e-06
