rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha27
1,1,1.459922340251,0.184618894588662,0.00340024041990841,2.81244421830782,0.0338538721726094,-0.000556691088310151,0.690205257516658,0.1752498670591,1.92457802440029,0.0925448450798758,1.99962912816323,-0.195467939218154,-109.243367795826,-3.47361432836407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.737002608476931,0.311862249106674,0.127829151406627,0.118438792868681,-0.00388007416601432,-0.00345041050470847,1.14854406407432,-0.20534214889558,1.86848108769415,0.266954280081792,1.51136410506389,-0.0278109138538778,-34.7140331809175,-1.56840576647647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.692770517843085,0.104999302173207,-0.00955083182105679,0.96837369688925,0.0424748532730002,-0.00196367515439245,0.763105394200233,-0.163293906151774,1.22658384805848,-0.153627035715595,1.41810674840057,0.170596331946614,-100.29732894532,-0.791627879112927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2.92870397669852,-0.192659741439367,0.0505581826040498,-0.495120327378915,0.0224332115528965,0.00866877166619653,1.24089771809029,-0.0379695845637883,-1.12105373317749,0.152735866744473,0.866070694415083,0.00210863534370302,202.343554583499,-0.0375596089253358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4.34102995514433,-0.326246447823925,0.0282868810431732,1.35038665822747,0.0366563835475873,0.00800917536169076,1.10438533904669,-0.0170708623192004,-1.08152882162125,0.14683822432049,0.628342635222256,0.0114422360859554,172.250193825172,-1.50302207822557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-1.29579391665553,0.163791337611954,0.0573608475802676,-0.319411377214013,0.0467881708618263,0.0083790195495095,0.973447503481337,-0.0201231859263839,-0.856113477686205,0.152695653084806,1.09221425623705,-0.00846118193727186,147.576695466908,-0.782389085747782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.70441346543205,-0.044673595359202,0.0626667085784837,-1.74274032985258,0.0680387805491423,0.00446557655070022,-0.805908443172186,-0.122214685408553,-0.294520402258482,0.0876093525139497,-0.495014864308993,-0.0502419481789663,-156.418079500415,3.86002470832105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.52477172257708,-0.0207088651151386,0.0404114928217423,-1.1624986681029,0.0184929437844534,0.0114866447846534,-1.39262201700785,0.0786233682737953,-0.227727646104952,-0.155827680577999,0.307828811512536,0.103876026036506,-221.664331415467,-1.29140305829874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-1.30210572674905,-0.207140531860878,0.0881945038568367,-0.594818067362777,-0.0170940971927145,-0.0113024823875969,-1.39175321359884,0.0188110805324252,-1.39315324172413,0.091849503267928,-0.594054732573395,-0.0678659090347479,-222.858825560495,-2.50321544046945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42498543585268,0.0358353410859017,-0.00206834677226972,-0.545470095539185,0.0700667407418765,0.0117170262580508,0.210112368795381,0.124133749038276,5.09460415445846,0.0383851331120059,-0.246661857161018,0.145605264536903,-188.460799919672,3.60767718112519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.889427978593614,0.146523438972592,-0.0673397683874204,-1.6468528968696,0.103914875289944,0.00945482810649684,0.140919894928122,0.119994060563906,5.06198574187495,0.0407666671133064,-1.04501837806987,0.201656798483191,-103.39613562914,0.76741355095077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1.82966772021996,0.0129381872064333,0.0147231052864077,-0.0133193704202452,0.123670899634422,0.00880913234704596,-0.501214219500567,0.137680401879729,4.64471388230723,0.133691518098675,-0.0515184993231754,0.15797764932077,-223.785114925807,9.88507699848756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.01245576208184,-0.0119719263726516,0.152217556974622,-0.382507770276183,0.0147226950833357,0.0046733643371393,-0.599535721302546,0.232508466091683,2.71215074056215,-0.0333514596770964,-0.845398988095892,0.121320531072362,91.8947306434061,4.24205934568437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1.06744621240177,0.0478862144050919,0.125113199790438,0.270144607906761,0.0587572290998244,-0.00341033407027797,-0.0150564895281429,0.215255066712807,1.78871409176087,-0.0109190451510145,-0.13914015652583,0.0833263566351211,98.0775384696284,0.585955471700477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0.836963608176084,0.0603355241433603,0.13862364809085,-0.060903492075185,0.066825044345844,-0.00289329320345484,-0.839864837145238,0.265956952880394,2.58376987989138,-0.0753317607945228,-0.752826670233822,0.13341174808846,149.125156751089,-2.39087912411756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,4.4783866006064,-0.0214592745666241,-0.0173953800282633,0.909457516234051,0.04910573252352,-0.0130483282512476,1.30662684276271,-0.0612049146456008,1.24195600013645,-0.123846028157078,-0.0404848914605429,0.10559447649989,-100.662328340465,2.90618213765874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,2.626841504468,-0.124334280687642,0.00745255724941962,-1.6700553641737,0.105057015496312,-0.0139452576220229,1.33553392962407,0.038953502184421,1.60312652052819,0.0236519382569419,0.47135454023094,0.149845112261532,50.6404605396556,-6.10405106642471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,6.10322724437135,0.135035248532559,0.0132186347727439,-0.210314995182162,0.0843965434406471,0.00353209209238915,0.417078587283658,0.158159596427407,0.992307523907355,0.154802069627323,-0.24764901871317,-0.258145542637112,-93.0321490255891,-1.98338346316147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.832591063294825,-0.0116514020811502,0.0653861844291152,-1.26960695795891,-0.0654430475870171,0.00441266282363215,-0.432075596655423,0.10085517851396,-1.13889814783218,-0.000132679813543334,-1.20637458988696,0.126837279126422,71.5079428876326,7.75828953159548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,-0.384609908367761,0.0601657150564497,-0.0946968312344726,-1.55983878531583,-0.0518199995328601,0.00214460958343968,-0.521886780347853,0.0507438490153125,-1.29774620060401,-0.0168742126523961,-0.635464421852514,-0.0480212211037309,43.019444284132,3.12625623108221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,2.36938691111807,0.00285173575284711,0.0692958345097436,-0.0681474829696935,-0.0374146056701568,0.00336330697418379,-0.353721679289162,-0.0937798007003724,-1.42856786726677,-0.00541558532832207,-1.08190049255265,0.0245989911125811,17.154266884247,3.73801720878181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1.58895350571882,0.20892217851829,0.0737533865877238,0.248143883268903,0.0384976832591244,0.00699190013107262,1.47452257199283,0.286916924144387,2.23514730491665,-0.158837482384595,0.126638546085687,0.075925213859351,-160.680749285197,3.36341771250526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,1.54514195053529,0.235562600249576,0.0537094153554006,0.510024216730463,0.00790206597474707,0.00580813781872424,0.617776025599197,0.359645838522905,2.88767875164485,-0.105808743013823,0.987818521097098,0.0430756210322777,-151.451218147993,3.22324611584215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,2.30344584320539,0.260250063647103,-0.086928859034401,-0.615258587199401,-0.000678978762039151,0.00589485399484681,1.0576393331304,0.194466514164015,3.5197330708485,-0.0745445208290017,0.23552544178597,0.111691993361239,-112.27811062136,-2.26034540660106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,-2.37734497522121,0.160878703219122,0.00804493033873505,2.6535637033859,-0.0542422682059076,-0.0030922650595258,-1.82745141843521,0.0725019973001889,-3.57866818125135,-0.105929062681904,-0.850366896135573,-0.127539791841203,116.876084072981,7.01711465765513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,-1.82673506253556,0.27415830776063,0.00468330907721151,1.54418384028122,-0.0102994183630729,-0.00882772770786682,-0.758749367356824,-0.13719936967332,-3.85854012736801,0.0247635353438741,-1.0942249536392,-0.0304322559016598,81.1729961222146,0.671375574873798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
