rep,id,b01,b11,b21,a1,p1,g1,p2,g2,alpha11,alpha21,eta_b01,eta_b11,eta_b21,eta_a1,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha21
2,14,7.00912263217801,0.00657050657478715,-0.158421284505019,6.77507582946666,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.33820575277325,0.138960765457642,-0.022922756603753,0.279475268970374,0,0,0,0,0,0
3,14,7.67125491524834,-0.104237009251069,-0.117628924037011,56.529278585708,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,3.00033803584358,0.0281532496317859,0.0178696038642559,2.40098341871334,0,0,0,0,0,0
1,15,5.01459116203553,-0.198867908268366,-0.0698359031361355,6.44244314778241,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.343674282630763,-0.0664776493855118,0.0656626247651308,0.229132548673072,0,0,0,0,0,0
2,15,4.0798165358865,-0.325480681725068,-0.0823602483079606,3.36143335847446,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.591100343518267,-0.193090422842214,0.0531382795933057,-0.421407812480465,0,0,0,0,0,0
3,15,4.64905151710112,-0.228225225146843,-0.161246535567681,11.6531933279303,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.0218653623036422,-0.0958349662639879,-0.0257480076664148,0.821804957579469,0,0,0,0,0,0
1,16,4.76226928030466,0.0661208335135236,-0.108255003973108,2.56460278434304,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.0913524008998987,0.198511092396378,0.0272435239281587,-0.691971683548508,0,0,0,0,0,0
2,16,6.39574765398756,0.0432150998148897,-0.209780402579218,2.63903801658529,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.7248307745828,0.175605358697744,-0.0742818746779515,-0.663360827178137,0,0,0,0,0,0
3,16,5.7100917360739,-0.00926379285620201,-0.0591079945716206,14.2630868129312,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.03917485666913,0.123126466026653,0.0763905333296458,1.02389956783165,0,0,0,0,0,0
1,17,-0.198462721237463,-0.179025847437988,-0.158037978659802,24.4393921444482,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-4.86937960064223,-0.0466355885551336,-0.0225394507585361,1.56242097238005,0,0,0,0,0,0
2,17,-0.232218018743173,-0.255345644325346,-0.144980597934719,6.17051234063358,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-4.90313489814794,-0.122955385442491,-0.00948207003345297,0.18600658157576,0,0,0,0,0,0
3,17,-0.332482673640112,-0.230785557212775,-0.137927085017295,4.55303762366896,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-5.00339955304488,-0.0983952983299199,-0.00242855711602821,-0.117980670465677,0,0,0,0,0,0
