parameter,value
b01_pop,4.65165094895102
b11_pop,-0.118558840408026
b21_pop,-0.128946445429325
a1_pop,5.04400661616805
b02_pop,7.40080213758653
b12_pop,0.00271359558618787
b03_pop,4.19828227320316
b13_pop,-0.154353061675715
p1_pop,0.0259535015555715
g1_pop,0.0995791973995932
p2_pop,0.783668576840357
g2_pop,0.113493540407432
alpha11_pop,0.225246451403407
alpha12_pop,-12.7507344327794
alpha13_pop,0.656675813667762
alpha21_pop,-0.127907952605899
alpha22_pop,1.71598627362747
alpha23_pop,-0.158843048527403
omega_b01,1.97825124590715
omega_b11,0.103328222158227
omega_b21,0.0428096606455642
omega_a1,0.751862185753042
omega_b02,0.0394180594989791
omega_b12,0.00487107847197276
omega_b03,0.890067919116136
omega_b13,0.164084424165454
b_1,0.308750918453021
a_2,0.0500046999738409
a_3,0.668232789985657
