b0_pop,1,-0.2217,-0.10383,0.38377,0.10768,-0.17808,-0.010977,-0.1244,-0.2434,0.010268,-0.17295
b1_pop,-0.2217,1,-0.11576,0.1571,0.10248,0.38656,0.050186,0.21118,0.10895,-0.55965,-0.038924
h1_pop,-0.10383,-0.11576,1,-0.16142,-0.72184,-0.19384,-0.89312,-0.017109,-0.0908,-0.31786,0.080419
h2_pop,0.38377,0.1571,-0.16142,1,0.06287,0.16674,0.14368,-0.68078,-0.084047,-0.14228,-0.11529
alpha1_pop,0.10768,0.10248,-0.72184,0.06287,1,-0.14225,0.51961,0.015439,-0.30852,0.039793,0.048685
alpha2_pop,-0.17808,0.38656,-0.19384,0.16674,-0.14225,1,0.11325,0.27321,0.6551,0.005332,-0.14969
beta_hcov1_score4C,-0.010977,0.050186,-0.89312,0.14368,0.51961,0.11325,1,-0.099494,0.015779,0.29605,-0.019633
beta_hcov2_score4C,-0.1244,0.21118,-0.017109,-0.68078,0.015439,0.27321,-0.099494,1,0.21195,-0.06239,-0.056506
omega_b0,-0.2434,0.10895,-0.0908,-0.084047,-0.30852,0.6551,0.015779,0.21195,1,0.1915,-0.13584
omega_b1,0.010268,-0.55965,-0.31786,-0.14228,0.039793,0.005332,0.29605,-0.06239,0.1915,1,-0.040448
e_b,-0.17295,-0.038924,0.080419,-0.11529,0.048685,-0.14969,-0.019633,-0.056506,-0.13584,-0.040448,1
