rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,0.372414413634603,0.0217386405259448,-0.335970716934193,1.76331346933548,0,0,0,0,0,0,11
2,1,-0.0684264925022584,0.27695611386671,-0.217179336527767,1.12186272860518,0,0,0,0,0,0,11
3,1,-0.0574682616615885,0.0929595013879969,0.946808821580286,-0.340615234789065,0,0,0,0,0,0,11
4,1,0.0805790939769133,0.417286447252601,-0.361529367848205,-1.05525772469473,0,0,0,0,0,0,11
5,1,-0.0604567457528655,-0.108552418467938,-0.476918602529009,0.629423660083499,0,0,0,0,0,0,11
6,1,-0.0281053960014261,0.0185083006361104,0.881593750447039,3.12604857044876,0,0,0,0,0,0,11
7,1,-0.211017000286533,-0.0264337868345264,-0.908174213294118,2.34358797736552,0,0,0,0,0,0,11
8,1,-0.0444688217616351,-0.168534798733175,-0.513558946235277,0.772204135348885,0,0,0,0,0,0,11
9,1,-0.0160536802210842,-0.337932482258394,0.316312687947994,1.46941748637411,0,0,0,0,0,0,11
10,1,0.195211968321284,0.18341360488239,0.856024968687803,0.0572209755676498,0,0,0,0,0,0,11
1,2,-0.330258290376774,-0.15047552132422,0.122291028878057,0.720659227127961,0,0,0,0,0,0,5
2,2,0.204584315325754,-0.0707594991514444,0.133832454425053,-0.110385512526171,0,0,0,0,0,0,5
3,2,0.0287573257223286,0.183819913494231,0.157808838996453,1.07769688238751,0,0,0,0,0,0,5
4,2,0.0690790779622494,-0.12340473200373,0.0628037240850263,-3.0005370225389,0,0,0,0,0,0,5
5,2,-0.00495638760133321,0.017282876344022,-0.167346448196855,-0.460572947980561,0,0,0,0,0,0,5
6,2,-0.117074668628098,-0.100157111891369,-0.0806577863835178,1.89150044071741,0,0,0,0,0,0,5
7,2,-0.0101279546173523,-0.0526356903397165,0.239443201484664,-4.05430251343406,0,0,0,0,0,0,5
8,2,0.0510641715170719,0.00118171250279486,0.230116282602301,-0.540450500264535,0,0,0,0,0,0,5
9,2,-0.100271794458744,-0.175605078721667,0.439388549568083,2.4635539604907,0,0,0,0,0,0,5
10,2,-0.262812136988561,-0.123992909297777,0.469883021156906,-1.54473618366014,0,0,0,0,0,0,5
1,3,0.0609284989482499,0.222816834745517,-0.112207157311629,-0.770665156199054,0,0,0,0,0,0,6
2,3,-0.281090434951249,-0.16059540419981,0.763313511794778,3.21573359122621,0,0,0,0,0,0,6
3,3,-0.196328834736642,0.0500763212508137,-0.0765767477122208,-2.66743409539863,0,0,0,0,0,0,6
4,3,-0.0930542954365852,-0.224957518208322,-0.280564144401314,2.50438188290661,0,0,0,0,0,0,6
5,3,0.511332002785411,-0.102164724792666,0.300448029042187,-0.0316734472845643,0,0,0,0,0,0,6
6,3,0.0303889399419204,0.0764516386514056,0.255219639643254,2.71484226996733,0,0,0,0,0,0,6
7,3,0.0761626212663684,-0.198802837417815,0.108846024975358,-3.13603371613146,0,0,0,0,0,0,6
8,3,-0.103898945119035,0.0302108021022098,0.415011872689912,4.5535953454067,0,0,0,0,0,0,6
9,3,-0.0860433758622425,-0.128458961691631,0.048849196834051,4.44492633171136,0,0,0,0,0,0,6
