rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,1.48410423943344,-2.37675338104505,-2.43111534062134,2.2791320967291,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
2,1,1.04326333329658,-2.12153590770429,-2.31232396021491,1.20002689667375,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
3,1,1.05422156413725,-2.305532520183,-1.14833580210686,0.278000047909082,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
4,1,1.19226891977575,-1.98120557431839,-2.45667399153535,0.136044058947378,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
5,1,1.05123308004597,-2.50704444003893,-2.57206322621615,0.733377210140358,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
6,1,1.08358442979741,-2.37998372093489,-1.2135508732401,8.90425998552907,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
7,1,0.900672825512304,-2.42492580840552,-3.00331883698126,4.0717350840929,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
8,1,1.0672210040372,-2.56702682030417,-2.60870356992242,0.845933419507463,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
9,1,1.09563614557775,-2.73642450382939,-1.77883193573915,1.69876026340841,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
10,1,1.30690179412012,-2.21507841668861,-1.23911965499934,0.413830924872575,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,2.5494440828125,-1.39018859018045,11
1,2,0.781431535422063,-2.54896754289522,-1.97285359480909,0.803434567845946,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
2,2,1.31627414112459,-2.46925152072244,-1.96131216926209,0.349971250012577,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
3,2,1.14044715152117,-2.21467210807677,-1.93733578469069,1.14818005073622,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
4,2,1.18076890376109,-2.52189675357473,-2.03234089960212,0.0194471299404821,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
5,2,1.1067334381975,-2.38120914522697,-2.262491071884,0.2465743505208,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
6,2,0.994615157170739,-2.49864913346237,-2.17580241007066,2.59083879550783,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
7,2,1.10156187118148,-2.45112771191071,-1.85570142220248,0.00677970782509847,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
8,2,1.16275399731591,-2.3973103090682,-1.86502834108484,0.227644686430819,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
9,2,1.01141803134009,-2.57409710029266,-1.65575607411906,4.59071232343749,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
10,2,0.848877688810276,-2.52248493086877,-1.62526160253024,0.0833876600306677,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.15883821946023,-0.631903904627479,5
1,3,1.17261832474709,-2.17567518682548,-2.20735178099877,0.180832531858079,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
2,3,0.830599390847588,-2.55908742577081,-1.33183111189237,9.73974399140093,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
3,3,0.915360991062195,-2.34841570032018,-2.17172137139936,0.0271344035222864,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
4,3,1.01863553036225,-2.62344953977932,-2.37570876808846,4.78202035081434,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
5,3,1.62302182858425,-2.50065674636366,-1.79469659464496,0.378631362537076,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
6,3,1.14207876574076,-2.32204038291959,-1.83992498404389,5.9021902556829,0.00108708003410963,0.107601413229043,4.52676711671353e-18,9.43354093001683e-11,1.39060586335227,-0.758284685552974,6
