parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,103.33209871013,0.265329176306729,0.256773238537463,
b1_pop,0.141041194509738,0.0356913356402104,25.3056107219413,
h1_pop,0.00110014589451566,0.00043313009979711,39.3702418884901,
h2_pop,0.109441296226035,0.0137381621014668,12.552996515221,
alpha1_pop,-0.0196318399826707,0.0463942903573084,236.321661129376,
alpha2_pop,-0.0428150724050173,0.0266987816686366,62.3583709402017,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231726522691348,0.0434153531465403,18.7355994653957,9.42719113883328e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.127263616305177,0.0194449402546622,15.2792611267884,5.95674620740283e-11
omega_b0,3.57736828662098,0.208751936646257,5.83534933842203,
omega_b1,0.238170837354225,0.0335495774658818,14.0863498816962,
e_a,3.71829759136923,0.0772326278029093,2.07709646431148,
