rep,id,b02,b12,b03,b13,b05,b15,b06,b16,h1,h2,alpha12,alpha13,alpha15,alpha16,alpha22,alpha23,alpha25,alpha26,hcov1,hcov2,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2
2,96,5.65562399379476,0.00201551139131117,3.40439760648173,-0.00187655218658794,4.46574552586259,-0.0324292445616604,95.6184237548602,-0.0322494639776351,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-0.423564337512235,0.0510578431913038,-0.838185987855988,0.155838964280502,0.0466004484878173,-0.0434700662769987,1.29542456886355,-0.0175977621313089,0,0,0,0,0,0,0,0,0,0,0,0
3,96,6.24862611558602,-0.0707814514008791,3.73437402738119,-0.0832303995932425,4.09946056631426,-0.01789796395489,93.1822538075616,0.0116755211343343,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,0.169437784279023,-0.0217391196008864,-0.508209566956533,0.0744851168738479,-0.319684511060515,-0.0289387856702284,-1.14074537843501,0.0263272229806605,0,0,0,0,0,0,0,0,0,0,0,0
1,97,2.7403977870187,0.113122001219314,2.91462587434469,-0.0228568678800347,4.77518008505962,-0.00346150305083831,94.4444795502942,-0.130510819782039,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-3.3387905442883,0.162164333019306,-1.32795771999303,0.134858648587056,0.356035007684849,-0.0145023247661767,0.121480364297554,-0.115859117935713,0,0,0,0,0,0,0,0,0,0,0,0
2,97,3.64616099518635,-0.0523691630381971,3.85215793647953,-0.0560903112926614,4.60728142490206,0.0153918550165046,91.8012295369412,0.0212488893809773,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-2.43302733612064,-0.00332683123820447,-0.390425657858185,0.101625205174429,0.188136347527289,0.0043510333011662,-2.52176964905543,0.0359005912273035,0,0,0,0,0,0,0,0,0,0,0,0
3,97,4.45411160317837,-0.0962430219757033,3.58534084310617,0.0169969161807625,4.51172776375127,-0.00159432636319404,92.0348763822844,-0.0523090704031568,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-1.62507672812862,-0.0472006901757107,-0.65724275123155,0.174712432647853,0.0925826863764962,-0.0126351480785324,-2.28812280371226,-0.0376573685568306,0,0,0,0,0,0,0,0,0,0,0,0
1,98,6.45333494417556,-0.114014937675987,4.69442783441136,-0.0963767210836818,4.69755054378005,0.00908416601055228,91.908287531761,0.0446468808151587,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,0.374146612868566,-0.0649726058759943,0.451844240073643,0.0613387953834085,0.278405466405274,-0.00195665570478608,-2.41471165423562,0.059298582661485,0,0,0,0,0,0,0,0,0,0,0,0
2,98,5.20797359570791,0.0554598527861114,4.60787149285657,-0.125208294272563,3.94274470417951,0.0252909574232572,90.40843390248,0.118500495849112,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,-0.871214735599084,0.104502184586104,0.365287898518853,0.0325072221945275,-0.47640037319526,0.0142501357079188,-3.91456528351664,0.133152197695438,0,0,0,0,0,0,0,0,0,0,0,0
3,98,5.57656184283621,0.0914495840327253,5.7051702463814,-0.249915403707392,4.24649161843437,0.0320033530709974,94.2886111724461,0.015223898148676,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,-0.502626488470785,0.140491915832718,1.46258665204368,-0.092199887240302,-0.172653458940404,0.0209625313556591,-0.0343880135505685,0.0298755999950023,0,0,0,0,0,0,0,0,0,0,0,0
1,99,5.16198088268616,-0.172883903368348,4.62277339684734,-0.145167448042734,4.37953798798919,-0.00617178073897197,94.6403773131235,-0.0799628696848356,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,-0.917207448620831,-0.123841571568355,0.380189802509626,0.012548068424356,-0.0396070893855773,-0.0172126024543103,0.31737812712683,-0.0653111678385093,0,0,0,0,0,0,0,0,0,0,0,0
2,99,5.61739895537845,-0.0607052601014505,4.0808657123047,-0.2008973012202,4.67317004834362,-0.0208523797523807,94.406254097512,0.163744791366797,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,-0.461789375928547,-0.0116629283014579,-0.16171788203302,-0.0431817847531098,0.254024970968847,-0.0318932014677191,0.0832549115153824,0.178396493213123,0,0,0,0,0,0,0,0,0,0,0,0
3,99,4.4987877827512,0.0188818727511619,4.11303425609685,-0.177826877799922,4.58328487964739,0.00884847917138639,93.4493040559641,0.0626003311907989,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,-1.58040054855579,0.0679242045511546,-0.129549338240872,-0.0201113613328321,0.164139802272613,-0.00219234254395196,-0.873695130032573,0.0772520330371252,0,0,0,0,0,0,0,0,0,0,0,0
1,100,7.76874932454487,-0.128187505233985,2.39616038766072,0.02469662765463,4.23836571314872,-0.0071546162256533,94.0789724101414,-0.126311901716132,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,1.68956099323788,-0.0791451734339926,-1.846423206677,0.18241214412172,-0.180779364226056,-0.0181954379409917,-0.244026775855275,-0.111660199869806,0,0,0,0,0,0,0,0,0,0,0,0
2,100,8.05363345341884,-0.157518949100278,3.30179636585072,-0.0685226505361984,4.68397615446214,-0.00478077888370784,97.2454590896757,-0.141932004628334,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,1.97444512211185,-0.108476617300286,-0.940787228487004,0.089192865930892,0.26483107708737,-0.0158216005990462,2.92245990367907,-0.127280302782008,0,0,0,0,0,0,0,0,0,0,0,0
3,100,6.4671779939075,0.0394574574977953,2.52753152372853,0.0253407501903254,4.52205835199465,0.0160244421002947,95.0503811143835,-0.0570141068308257,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-16,-0.143282348352996,0.387989662600506,0.0884997892977879,-1.71505207060919,0.183056266657416,0.102913274619882,0.00498362038495636,0.72738192838689,-0.0423624049844995,0,0,0,0,0,0,0,0,0,0,0,0
1,101,5.39466207369037,-0.181764849317308,2.49335209189594,-0.118026630246283,5.0386129216189,0.014743237216506,92.019106126064,-0.110369317958542,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,-0.68452625761662,-0.132722517517315,-1.74923150244178,0.0396888862208072,0.619467844244131,0.0037024155011676,-2.30389305993268,-0.0957176161122155,0,0,0,0,0,0,0,0,0,0,0,0
2,101,5.61317906568477,-0.0277324103014487,1.97192862598092,-0.120174073898482,4.94272393970296,-0.00336027579505212,96.9118893804838,-0.0530313383399563,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,-0.466009265622222,0.0213099214985439,-2.2706549683568,0.0375414425686085,0.523578862328187,-0.0144010975103905,2.58889019448711,-0.0383796364936301,0,0,0,0,0,0,0,0,0,0,0,0
3,101,6.6817202303223,0.0225403016132569,2.34505978092687,-0.130095848457983,5.04923177437425,-0.0167763133488574,94.0994597819148,-0.125443805350038,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,0.602531899015305,0.0715826334132495,-1.89752381341085,0.0276196680091069,0.630086696999482,-0.0278171350641958,-0.223539404081862,-0.110792103503712,0,0,0,0,0,0,0,0,0,0,0,0
1,102,5.18711868356029,0.0653855774822342,6.24410491331532,0.0755002491944916,4.33670830927263,0.0144851054794352,93.5422533752735,0.0102347850401736,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,-0.892069647746709,0.114427909282227,2.0015213189776,0.233215765661582,-0.0824367681021441,0.00344428376409687,-0.780745810723104,0.0248864868864998,0,0,0,0,0,0,0,0,0,0,0,0
2,102,7.286103158654,-0.165810185283566,5.53322615199793,0.1302306735196,4.7070387900255,0.0103164639932547,95.9858340534358,0.0121590898839775,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,1.206914827347,-0.116767853483574,1.29064255766021,0.28794618998669,0.28789371265073,-0.000724357722083676,1.66283486743913,0.0268107917303038,0,0,0,0,0,0,0,0,0,0,0,0
3,102,5.34845367745451,0.0668366720488187,5.50107937560669,0.134623941067054,4.62422249754468,0.00168320780497326,96.6227676252565,0.05494168992984,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,-0.730734653852485,0.115879003848811,1.25849578126897,0.292339457534144,0.205077420169903,-0.0093576139103651,2.29976843925988,0.0695933917761663,0,0,0,0,0,0,0,0,0,0,0,0
1,103,3.80939264362908,-0.0146412549522892,3.62781581785676,-0.190655307803243,4.91272550568265,0.00627490400428633,95.6604005003758,-0.0316834872242626,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-2.26979568767791,0.0344010768477035,-0.614767776480963,-0.0329397913361522,0.493580428307873,-0.00476591771105203,1.33740131437912,-0.0170317853779364,0,0,0,0,0,0,0,0,0,0,0,0
2,103,4.39070199815748,-0.00639813273624378,5.55721120225225,-0.153697878444317,4.23514925916128,0.0277097189704537,95.5556834990035,-0.0590469074686161,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-1.68848633314952,0.0426441990637489,1.31462760791453,0.00401763802277347,-0.183995818213488,0.0166688972551153,1.23268431300686,-0.0443952056222899,0,0,0,0,0,0,0,0,0,0,0,0
3,103,6.6704452238179,-0.0875793576950035,5.02266675488266,-0.160471072628334,4.6658183495186,0.0425526828206678,97.6481217168769,-0.117976936854535,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,0.591256892510904,-0.0385370258950108,0.780083160544944,-0.00275555616124354,0.246673272143826,0.0315118611053294,3.32512253088025,-0.103325235008209,0,0,0,0,0,0,0,0,0,0,0,0
1,104,5.87731099308198,-0.148870322373356,4.70435592469806,-0.030222451815998,4.31144228491911,-0.000567622347391463,91.2564693798614,0.144478765478683,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-0.201877338225019,-0.0998279905733635,0.461772330360338,0.127493064651092,-0.107702792455666,-0.0116084440627298,-3.06652980613525,0.159130467325009,0,0,0,0,0,0,0,0,0,0,0,0
2,104,5.59202953323487,-0.0602205796140361,4.29599334857545,-0.0183887948074034,4.30657072206084,-0.00515003542027474,98.4891395996047,0.0519948334797332,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-0.48715879807212,-0.0111782478140435,0.0534097542377303,0.139326721659687,-0.112574355313927,-0.0161908571356131,4.16614041360809,0.0666465353260595,0,0,0,0,0,0,0,0,0,0,0,0
3,104,6.17346964695931,-0.185365636814293,4.74280772379258,-0.0952709232624845,4.40816926189487,0.0304226957552343,97.4743699574194,-0.176433828178105,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,0.0942813156523146,-0.136323305014301,0.50022412945486,0.0624445932046058,-0.0109758154799051,0.0193818740398959,3.15137077142273,-0.161782126331779,0,0,0,0,0,0,0,0,0,0,0,0
1,105,4.97465722095189,-0.0315668884232106,4.30536434913956,-0.397788780912597,4.21364331952255,-0.0162782375966064,93.8592833286699,-0.105425719247837,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,-1.1045311103551,0.0174754433767821,0.0627807548018398,-0.240073264445507,-0.205501757852217,-0.0273190593119448,-0.463715857326704,-0.0907740174015112,0,0,0,0,0,0,0,0,0,0,0,0
2,105,5.58812345968537,-0.306519734549181,3.30362693866655,-0.195369715254118,4.46811227469725,-0.0131072009617801,99.0930541055926,-0.0569867005618041,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,-0.49106487162162,-0.257477402749189,-0.938956655671172,-0.0376541987870277,0.0489671973224794,-0.0241480226771184,4.77005491959598,-0.0423349987154779,0,0,0,0,0,0,0,0,0,0,0,0
3,105,5.07653826851723,0.00400803157751488,3.21485380808758,0.0501802428946387,4.06723567333935,0.011272286037022,94.8532554896849,-0.021212593561162,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,-1.00265006278976,0.0530503633775075,-1.02772978625014,0.207895759361729,-0.35190940403542,0.000231464321683647,0.530256303688219,-0.00656089171483573,0,0,0,0,0,0,0,0,0,0,0,0
1,106,6.8122582621855,-0.253444819824691,3.48343140037983,-0.198744344809908,4.44057404630047,0.0135346434446695,94.676092679423,-0.037062371720751,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,0.73306993087851,-0.204402488024698,-0.759152193957886,-0.0410288283428182,0.0214289689257008,0.00249382172933119,0.353093493426371,-0.0224106698744248,0,0,0,0,0,0,0,0,0,0,0,0
2,106,7.14756557962188,-0.241422826570307,4.39930928460653,-0.276978902698825,4.60091084381861,0.0101009882599141,93.4238072963154,0.103787132661859,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,1.06837724831489,-0.192380494770315,0.156725690268813,-0.119263386231735,0.181765766443842,-0.00093983345542422,-0.899191889681205,0.118438834508185,0,0,0,0,0,0,0,0,0,0,0,0
3,106,6.51371708964691,-0.11085616014306,4.54975599188167,-0.275568946936719,4.40805049032409,0.00232886216348347,95.3584524925021,-0.0714253817447964,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,0.43452875833992,-0.0618138283430671,0.307172397543954,-0.117853430469629,-0.0110945870506844,-0.00871195955185489,1.03545330650549,-0.0567736798984702,0,0,0,0,0,0,0,0,0,0,0,0
1,107,6.23650892214296,-0.0332182179169953,5.50654087808763,-0.510856773493649,4.74384093851963,0.0277399087103578,93.2578405982706,0.0495447746464222,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,0.157320590835961,0.0158241138829974,1.26395728374991,-0.353141257026559,0.324695861144861,0.0166990869950195,-1.06515858772602,0.0641964764927484,0,0,0,0,0,0,0,0,0,0,0,0
2,107,6.16231703561449,-0.115253129615651,5.13776671542173,-0.416679826777662,4.51731486597666,0.0154059210580791,92.0674130270812,-0.00565213688336332,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,0.0831287043074971,-0.0662107978156588,0.895183121084007,-0.258964310310572,0.0981697886018917,0.00436509934274072,-2.25558615891549,0.0089995649629629,0,0,0,0,0,0,0,0,0,0,0,0
3,107,5.76689028431866,-0.0265083060987898,5.1943006066016,-0.437614571163101,4.60136667853379,0.0243291616590908,94.0284088114888,0.193954052106251,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-0.312298046988338,0.0225340257012028,0.951717012263879,-0.279899054696011,0.182221601159017,0.0132883399437524,-0.294590374507862,0.208605753952577,0,0,0,0,0,0,0,0,0,0,0,0
1,108,3.38528471742518,0.0426456350880402,2.96001173482659,-0.151423543151537,4.30842056797611,0.0061057989640604,93.9889883621964,-0.0217451612086077,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,-2.69390361388181,0.0916879668880329,-1.28257185951113,0.00629197331555284,-0.110724509398664,-0.00493502275127795,-0.334010823800284,-0.00709345936228149,0,0,0,0,0,0,0,0,0,0,0,0
2,108,6.87161417695611,-0.0749701303241837,3.66806083452385,-0.140403481657877,4.46312915317978,0.0337507070924465,97.7411008607048,-0.187758392908055,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,0.79242584564912,-0.025927798524191,-0.574522759813867,0.017312034809213,0.0439840758050067,0.0227098853771081,3.41810167470815,-0.173106691061729,0,0,0,0,0,0,0,0,0,0,0,0
3,108,5.37183972957513,-0.192134282156478,3.05801970787957,0.121706289377963,4.62638592795243,0.0232404286758622,96.3479653663268,0.0107874555689166,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.37929705132703e-15,-1.43282348352996,-0.707348601731869,-0.143091950356486,-1.18456388645815,0.279421805845053,0.207240850577663,0.0121996069605239,2.02496618033013,0.0254391574152428,0,0,0,0,0,0,0,0,0,0,0,0
1,109,8.12117116024009,-0.0532610740835978,3.23091404857739,0.0811606955435433,4.74923223757861,0.018424892411234,90.9724126013284,0.0240402762728034,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,2.0419828289331,-0.00421874228360516,-1.01166954576033,0.238876212010634,0.330087160203843,0.00738407069589563,-3.35058658466822,0.0386919781191296,0,0,0,0,0,0,0,0,0,0,0,0
2,109,6.96674594321942,0.0305187595122145,4.39836960114961,-0.000570658331959854,4.49254205069777,0.021768665107107,92.8107175419418,0.0340722514398978,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,0.887557611912425,0.0795610913122071,0.155786006811891,0.15714485813513,0.0733969733229944,0.0107278433917687,-1.51228164405481,0.048723953286224,0,0,0,0,0,0,0,0,0,0,0,0
3,109,7.48934775184774,0.0681258292036156,3.94519165847947,-0.278908122121902,5.24383235873649,0.0136807980389843,91.2807543887468,-0.0320176345933756,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,1.41015942054074,0.117168161003608,-0.297391935858246,-0.121192605654812,0.824687281361718,0.00263997632364597,-3.04224479724985,-0.0173659327470494,0,0,0,0,0,0,0,0,0,0,0,0
1,110,5.20675012262295,-0.00995558318491543,3.47977501877418,-0.197533238487532,4.02165678028637,0.0367728164068303,95.729820884895,0.266506278722232,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-0.872438208684043,0.0390867486150772,-0.762808575563542,-0.039817722020442,-0.397488297088399,0.0257319946914919,1.4068216988984,0.281157980568558,0,0,0,0,0,0,0,0,0,0,0,0
2,110,5.02416016700603,-0.0903400647901932,3.53870629837452,-0.166262009869299,4.70702937796733,-0.0145061155084417,95.2443214607826,-0.014909697688309,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-1.05502816430096,-0.0412977329902006,-0.703877295963197,-0.00854649340220892,0.287884300592557,-0.0255469372237801,0.921322274785965,-0.000257995841982779,0,0,0,0,0,0,0,0,0,0,0,0
3,110,5.59326569092304,-0.0765926035174193,3.46697695929065,-0.271641835709605,4.35376734005174,-9.07827423595256e-06,94.4754093252585,-0.0943585304267067,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-0.485922640383952,-0.0275502717174267,-0.775606635047069,-0.113926319242515,-0.0653777373230282,-0.0110498999895743,0.152410139261846,-0.0797068285803804,0,0,0,0,0,0,0,0,0,0,0,0
1,111,4.53389891548658,0.0231978651259235,4.87500778612716,-0.0646168430068802,4.35930441698687,0.0101842632732354,94.5169679919659,0.0377758420133046,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-1.54528941582041,0.0722401969259161,0.632424191789439,0.0930986734602102,-0.0598406603879029,-0.000856558442102986,0.193968805969263,0.0524275438596308,0,0,0,0,0,0,0,0,0,0,0,0
2,111,5.59509485901021,-0.0822300413308492,5.31904522737429,-0.0802737921259275,4.30916449270808,0.0337017470209801,97.5641133809853,-0.168771732746848,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-0.484093472296784,-0.0331877095308566,1.07646163303657,0.0774417243411628,-0.109980584666694,0.0226609253056418,3.24111419498868,-0.154120030900522,0,0,0,0,0,0,0,0,0,0,0,0
3,111,8.11281033596031,-0.0760919183501565,5.1737476366588,-0.139439369902798,4.0944254492276,0.0173289272002088,97.1385329430353,-0.0256229615651362,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,2.03362200465331,-0.0270495865501639,0.931164042321076,0.0182761465642924,-0.324719628147174,0.00628810548487041,2.81553375703866,-0.01097125971881,0,0,0,0,0,0,0,0,0,0,0,0
1,112,5.92405563554079,-0.0544765387368533,4.40807319933293,-0.419255029950301,4.76404703734213,-0.00570740592830598,93.713796470141,0.0117947265159828,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,-0.155132695766205,-0.00543420693686067,0.165489604995212,-0.261539513483211,0.344901959967361,-0.0167482276436443,-0.609202715855645,0.0264464283623091,0,0,0,0,0,0,0,0,0,0,0,0
2,112,6.73020160237859,-0.0461064547326338,4.39945474767964,-0.451001854280426,4.92298049126484,0.00558471338389981,95.6896605308238,-0.023867691674919,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,0.6510132710716,0.00293587706735886,0.156871153341921,-0.293286337813336,0.503835413890068,-0.00545610833143854,1.36666134482716,-0.00921598982859278,0,0,0,0,0,0,0,0,0,0,0,0
