rep,id,b02,b12,b03,b13,b05,b15,b06,b16,h1,h2,alpha12,alpha13,alpha15,alpha16,alpha22,alpha23,alpha25,alpha26,hcov1,hcov2,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2
3,7,5.78891537047216,-0.0795712933964237,5.76542299027783,-0.106141117468383,3.64985206124627,-0.00895025016574244,92.228683166953,-0.253235165209093,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,-0.290272960834836,-0.0305289615964311,1.52283939594012,0.0515743989987077,-0.769293016128498,-0.0199910718810808,-2.09431601904363,-0.238583463362767,0,0,0,0,0,0,0,0,0,0,0,0
1,8,5.85708686551257,0.0678282632556466,4.20621952952275,-0.0045522007952754,4.38556329235526,0.0226994000403746,92.8784320590419,0.00767453500551932,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-0.222101465794425,0.116870595055639,-0.0363640648149728,0.153163315671815,-0.033581785019515,0.0116585783250363,-1.44456712695471,0.0223262368518455,0,0,0,0,0,0,0,0,0,0,0,0
2,8,4.62545973646625,-0.00718397654757241,3.99961442743878,-0.0109868690685621,4.4247700456832,0.00601827313618202,92.0816850685063,-0.114965076481551,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-1.45372859484075,0.0418583552524202,-0.242969166898935,0.146728647398528,0.00562496830842818,-0.00502254857915634,-2.24131411749038,-0.100313374635225,0,0,0,0,0,0,0,0,0,0,0,0
3,8,6.07837328721257,0.0134907682524019,3.48933435043708,0.000596379168694211,4.28838893836055,0.0044768797040537,90.4329957130457,0.015589856816003,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,-0.00081504409442168,0.0625331000523946,-0.753249243900643,0.158311895635785,-0.130756139014222,-0.00656394201128466,-3.89000347295098,0.0302415586623292,0,0,0,0,0,0,0,0,0,0,0,0
1,9,6.35986691588902,-0.0111215948756289,6.26304129027219,-0.0376832976639668,4.55192661954463,0.0205172318980251,93.8189056035229,-0.047528880734939,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,0.28067858458203,0.0379207369243638,2.02045769593447,0.120032218803124,0.132781542169856,0.00947641018268673,-0.5040935824738,-0.0328771788886128,0,0,0,0,0,0,0,0,0,0,0,0
2,9,8.53851124078714,-0.0270203611577826,5.38124149721938,0.116363145496431,4.37566452864994,-0.0056833048865129,93.885011219676,-0.0735931002358003,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,2.45932290948014,0.02202197064221,1.13865790288166,0.274078661963521,-0.0434805487248289,-0.0167241266018513,-0.437987966320634,-0.0589413983894741,0,0,0,0,0,0,0,0,0,0,0,0
3,9,7.69416225818322,0.0291838380931349,5.43118507601246,0.126166108121761,4.42794955550483,-0.00472123319561002,92.8316822349537,0.0795930728983661,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,1.61497392687623,0.0782261698931275,1.18860148167474,0.283881624588851,0.00880447813006313,-0.0157620549109484,-1.49131695104298,0.0942447747446924,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6.37244512409958,-0.188764516166889,4.45010313202411,0.207592176374957,4.54135833177431,-0.0293603267885773,99.5469482105805,0.0874315892732679,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,0.293256792792583,-0.139722184366896,0.207519537686395,0.365307692842047,0.122213254399539,-0.0404011485039157,5.22394902458386,0.102083291119594,0,0,0,0,0,0,0,0,0,0,0,0
2,10,6.18600570766751,-0.0676671084463702,3.92058758428341,0.167728839213802,4.27864888700845,0.0263541754506567,95.8608837086881,-0.0626912656444634,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,0.106817376360519,-0.0186247766463775,-0.321996010054309,0.325444355680892,-0.14049619036632,0.0153133537353183,1.53788452269146,-0.0480395637981371,0,0,0,0,0,0,0,0,0,0,0,0
3,10,5.09370969950654,-0.0577199290464186,5.17918416149348,-0.0752506489101647,4.36008372701712,0.00285946390435462,94.2591598408983,-0.110089760225291,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,-0.985478631800457,-0.00867759724642592,0.936600567155764,0.0824648675569256,-0.0590613503576476,-0.00818135781098374,-0.063839345098387,-0.0954380583789649,0,0,0,0,0,0,0,0,0,0,0,0
1,11,9.6039921949681,-0.16784641390794,3.38268003169638,-0.243028021479925,4.85640314985308,0.0333766547595849,92.8185900265392,0.0588157124732376,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,3.5248038636611,-0.118804082107947,-0.859903562641338,-0.0853125050128348,0.437258072478307,0.0223358330442465,-1.50440915945748,0.0734674143195638,0,0,0,0,0,0,0,0,0,0,0,0
2,11,9.72687649192615,-0.211495511241958,3.04210368241139,-0.237896294657347,4.93827264818599,0.0405119530532925,94.3688981289799,-0.120529316386405,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,3.64768816061916,-0.162453179441965,-1.20047991192633,-0.0801807781902568,0.519127570811219,0.0294711313379542,0.0458989429832286,-0.105877614540078,0,0,0,0,0,0,0,0,0,0,0,0
3,11,9.42422925667319,-0.252469762554424,3.48912346772562,-0.250239902573012,4.61688656429785,0.0558313337543409,93.5425149382112,-0.0347437260463036,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,3.3450409253662,-0.203427430754432,-0.753460126612098,-0.0925243861059218,0.197741486923079,0.0447905120390025,-0.780484247785438,-0.0200920241999774,0,0,0,0,0,0,0,0,0,0,0,0
1,12,6.39484185302633,-0.110950128023651,5.36896994247963,0.0985693897235312,4.32942890050671,0.0128613790541119,95.6755129910403,-0.0396222641854574,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,0.315653521719334,-0.0619077962236583,1.12638634814191,0.256284906190621,-0.089716176868059,0.00182055733877356,1.35251380504361,-0.0249705623391312,0,0,0,0,0,0,0,0,0,0,0,0
2,12,6.14843082216107,-0.0879702415860306,5.11836186485163,-0.091279633047117,3.96719869158678,0.0407913706473256,92.7876605992254,0.0285605460418505,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,0.0692424908540756,-0.038927909786038,0.875778270513911,0.0664358834199733,-0.45194638578799,0.0297505489319872,-1.53533858677126,0.0432122478881767,0,0,0,0,0,0,0,0,0,0,0,0
3,12,5.95201064019338,-0.0318007996268606,5.6299322906512,-0.23499447346707,4.34281105488007,-0.0350903406374884,94.1386116270634,0.124541628597288,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-0.127177691113615,0.017241532173132,1.38734869631349,-0.0772789569999798,-0.0763340224947058,-0.0461311623528268,-0.18438755893321,0.139193330443614,0,0,0,0,0,0,0,0,0,0,0,0
1,13,5.69856129573045,-0.180544068568617,2.03470724267565,-0.434628127858003,4.44768408908884,0.0296045505203134,94.8872535405868,-0.0348233734854063,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,-0.380627035576549,-0.131501736768624,-2.20787635166207,-0.276912611390912,0.0285390117140656,0.018563728804975,0.564254354590162,-0.0201716716390801,0,0,0,0,0,0,0,0,0,0,0,0
2,13,5.40642021061185,-0.085159500939957,1.28563797921872,-0.334600721719487,4.27241503059129,-0.00525532306788187,95.8666182777239,-0.133534415655012,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,-0.672768120695143,-0.0361171691399644,-2.956945615119,-0.176885205252397,-0.146730046783478,-0.0162961447832202,1.54361909172727,-0.118882713808686,0,0,0,0,0,0,0,0,0,0,0,0
3,13,5.78396680830508,-0.162054268901676,0.548908443123898,-0.350042898894628,4.55121502195901,-0.0072491745201974,94.3761459508215,0.0106488729010161,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,-0.295221523001913,-0.113011937101683,-3.69367515121382,-0.192327382427537,0.132069944584242,-0.0182899962355358,0.0531467648248167,0.0253005747473423,0,0,0,0,0,0,0,0,0,0,0,0
1,14,6.16142726384325,0.123734795627788,4.34510367182348,-0.369118749815198,4.76187718719562,0.0281085624704201,96.6033615277528,-0.0479420577567665,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,0.0822389325362565,0.172777127427781,0.102520077485764,-0.211403233348108,0.342732109820852,0.0170677407550817,2.28036234175617,-0.0332903559104403,0,0,0,0,0,0,0,0,0,0,0,0
2,14,5.76121598151508,0.047838892240239,3.61808139399842,-0.303755133101882,4.75555895645323,0.0190836767582845,94.5543419809026,0.0680954474724884,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-0.317972349791912,0.0968812240402317,-0.624502200339303,-0.146039616634792,0.336413879078457,0.00804285504294619,0.231342794905913,0.0827471493188146,0,0,0,0,0,0,0,0,0,0,0,0
3,14,6.02209272201724,-0.089631666300313,3.88571446646396,-0.345187313948107,4.48774662303077,0.0388782666648185,94.5533577632088,-0.0357344698583989,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,-0.0570956092897505,-0.0405893345003204,-0.356869127873762,-0.187471797481016,0.0686015456560023,0.0278374449494801,0.230358577212186,-0.0210827680120727,0,0,0,0,0,0,0,0,0,0,0,0
1,15,7.97821132031904,-0.0807647006484448,5.50999672153327,-0.47018006342338,4.88310573092452,0.0112580529653096,90.6981940652215,0.0492536979789668,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,1.89902298901205,-0.0317223688484522,1.26741312719555,-0.31246454695629,0.463960653549749,0.000217231249971209,-3.62480512077514,0.0639053998252931,0,0,0,0,0,0,0,0,0,0,0,0
2,15,6.32760551278143,0.0585792402560537,6.06211739359241,0.260937499639935,4.46194542564895,0.017343872294052,90.338117177034,0.0221073176288644,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,0.248417181474434,0.107621572056046,1.81953379925469,0.418653016107025,0.0428003482741746,0.00630305057871362,-3.98488200896263,0.0367590194751906,0,0,0,0,0,0,0,0,0,0,0,0
3,15,8.42205553409598,0.00656695933488477,4.77546324214404,-0.0300132040685532,4.08182252771197,0.0127697457035862,90.7975598425837,0.103628724383058,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,2.34286720278899,0.0556092911348774,0.532879647806322,0.127702312398537,-0.337322549662797,0.00172892398824788,-3.52543934341296,0.118280426229384,0,0,0,0,0,0,0,0,0,0,0,0
1,16,5.77158155107826,0.0159031313612602,4.73404381297708,-0.0621766785094807,4.42393289634541,0.005247007068017,96.7809967815418,0.195097808856649,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,-0.307606780228738,0.0649454631612528,0.491460218639364,0.0955388379576096,0.00478781897063651,-0.00579381464732135,2.45799759554517,0.209749510702975,0,0,0,0,0,0,0,0,0,0,0,0
2,16,5.25812735177406,0.0467417552344483,5.00059960800609,-0.0394285413803955,4.20358368376713,0.024860042814334,93.9801416350428,0.119802487927375,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,-0.82106097953293,0.0957840870344409,0.758016013668374,0.118286975086695,-0.215561393607644,0.0138192210989957,-0.34285755095388,0.134454189773701,0,0,0,0,0,0,0,0,0,0,0,0
3,16,5.00092824782043,0.102012494282975,5.23589523808372,-0.317910713466342,4.32527887577396,0.0229422355313261,94.7146396472595,0.0402175909126171,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.94136734619433e-15,-1.28954113517696,-1.07826008348656,0.151054826082967,0.993311643746003,-0.160195196999252,-0.0938662016008127,0.0119014138159878,0.391640461262838,0.0548692927589433,0,0,0,0,0,0,0,0,0,0,0,0
