rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23
1,1,7.41917150662595,0.000625879548340627,4.21917800531907,-0.190070744497612,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,1,7.40156523948868,0.00834631764874237,3.86591159767903,0.115297999801651,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,1,7.39978833869821,6.33306834989249e-05,4.25792977934183,-0.0937638074655803,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,2,7.38038131309636,0.00322090788045267,5.37818937671944,0.042352125749246,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,2,7.3844227020399,0.00917088247736168,5.20376030614058,-0.0835786673396084,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,2,7.39335000955878,0.000517899963841486,5.05524899004411,-0.214729963600671,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,3,7.44158647332092,0.002282399796884,2.42164093567786,-0.114687545941841,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,3,7.49716298772541,0.00426487195781227,3.28446242449579,-0.34858445238695,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,3,7.48979195911353,0.00324468741624247,2.00952311339308,0.195449576027207,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,4,7.42882224806297,0.00585238718571317,5.25330037144212,-0.263111794610752,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,4,7.4192041132071,-0.000227768618133065,5.49547675746308,-0.23758314971242,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,4,7.44644981281134,-0.00125364308268842,5.67887711760306,-0.0559204663825933,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,5,7.40649760284864,0.00750311044506802,4.95512730168657,-0.177458920314953,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,5,7.40824751026589,0.00759392332502486,4.78288138494499,-0.173296971334573,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,5,7.39729114850343,0.010937641440435,4.5429327640379,-0.115164108932743,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,6,7.34083811879248,0.00429548729062093,4.33660467218299,-0.0763997017855787,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,6,7.37524017203036,0.00465362425804927,4.5766332898735,-0.260300317257742,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,6,7.4046443087554,0.000485648876768039,3.97524789658607,-0.187682931628754,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
1,7,7.37910819041051,0.00676283972918616,4.08314055557084,-0.303318173169109,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
2,7,7.43986624041154,0.00121751965724839,2.79675199565406,-0.12267257950844,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
3,7,7.39466733122294,0.00108050074551265,3.11656416158132,-0.075472818171907,0.0462093244441975,0.152229587911325,0.758066366808213,0.155976903045,-13.1641528554079,0.655531797176637,4.83708118493212,-0.310883241050287
