parameter,value
b01_pop,4.54223187225713
b11_pop,-0.140260233671061
b21_pop,-0.158387316290214
a1_pop,4.61284494770873
b02_pop,7.40135776551277
b12_pop,0.00263432237167237
b03_pop,4.17545523884038
b13_pop,-0.153128360656664
p1_pop,0.0606013016414579
g1_pop,0.0823733340255196
p2_pop,0.771977524750009
g2_pop,0.142390329255716
alpha11_pop,0.160413405606553
alpha12_pop,-8.94845072868889
alpha13_pop,0.664708267339462
alpha21_pop,-0.117827582655299
alpha22_pop,4.9304821108849
alpha23_pop,-0.2486263863197
omega_b01,2.01624449974692
omega_b11,0.111203099685733
omega_b21,0.0574969025152195
omega_a1,0.990331818230568
omega_b02,0.0395534959430206
omega_b12,0.0051680081925242
omega_b03,1.00723650904275
omega_b13,0.146878672037536
b_1,0.302847563598638
a_2,0.0493813640321595
a_3,0.704954535924993
