b0_pop,1,-0.8012,0.83792,0.77123,0.0043715,-0.21606,0.13809,0.60361,-0.0031709,0.16857,0.2111,0.67257,-0.82006,-0.71408,-0.85721
b1_pop,-0.8012,1,-0.89518,-0.93958,-0.0043433,0.2775,-0.13179,-0.56715,0.0032475,-0.16226,-0.34805,-0.90942,0.895,0.89131,0.82401
b2_pop,0.83792,-0.89518,1,0.91551,0.0047651,-0.29256,0.14777,0.63663,-0.0035533,0.18364,0.37572,0.72944,-0.98496,-0.8539,-0.87128
a_pop,0.77123,-0.93958,0.91551,1,0.0041647,-0.27369,0.12929,0.55445,-0.0031437,0.1594,0.33202,0.80014,-0.91444,-0.97916,-0.79908
h1_pop,0.0043715,-0.0043433,0.0047651,0.0041647,1,-6.6531e-06,0.0086893,0.0073294,-0.93487,-0.0020791,0.0021713,0.0035018,-0.0046087,-0.0037252,-0.0046592
h2_pop,-0.21606,0.2775,-0.29256,-0.27369,-6.6531e-06,1,-0.021268,-0.18882,-0.00032062,-0.77782,-0.15788,-0.21743,0.28588,0.25214,0.2517
alpha1_pop,0.13809,-0.13179,0.14777,0.12929,0.0086893,-0.021268,1,0.22219,-0.0083784,0.01271,0.061686,0.10593,-0.1438,-0.11688,-0.14497
alpha2_pop,0.60361,-0.56715,0.63663,0.55445,0.0073294,-0.18882,0.22219,1,-0.0048986,0.22968,0.27004,0.44521,-0.6184,-0.49949,-0.63407
beta_hcov1_score4C,-0.0031709,0.0032475,-0.0035533,-0.0031437,-0.93487,-0.00032062,-0.0083784,-0.0048986,1,0.002529,-0.0016634,-0.0024629,0.0034343,0.0028202,0.003399
beta_hcov2_score4C,0.16857,-0.16226,0.18364,0.1594,-0.0020791,-0.77782,0.01271,0.22968,0.002529,1,0.082159,0.13062,-0.17874,-0.1452,-0.18139
omega_b0,0.2111,-0.34805,0.37572,0.33202,0.0021713,-0.15788,0.061686,0.27004,-0.0016634,0.082159,1,0.26205,-0.36239,-0.29596,-0.34203
omega_b1,0.67257,-0.90942,0.72944,0.80014,0.0035018,-0.21743,0.10593,0.44521,-0.0024629,0.13062,0.26205,1,-0.73707,-0.76226,-0.67862
omega_b2,-0.82006,0.895,-0.98496,-0.91444,-0.0046087,0.28588,-0.1438,-0.6184,0.0034343,-0.17874,-0.36239,-0.73707,1,0.8552,0.84996
omega_a,-0.71408,0.89131,-0.8539,-0.97916,-0.0037252,0.25214,-0.11688,-0.49949,0.0028202,-0.1452,-0.29596,-0.76226,0.8552,1,0.74151
e_b,-0.85721,0.82401,-0.87128,-0.79908,-0.0046592,0.2517,-0.14497,-0.63407,0.003399,-0.18139,-0.34203,-0.67862,0.84996,0.74151,1
