parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,199.105185829575,12.8054738761779,6.43151197836646,
b1_pop,-4.09306315104655,0.594106437085603,14.5149589723212,
h1_pop,0.00110001035954526,0.000434951166391947,39.5406427419241,
h2_pop,0.099223305741011,0.0129563322590504,13.0577510619012,
alpha1_pop,-0.000215644505501144,0.00089679920562507,415.869258315192,
alpha2_pop,0.00086259190002895,0.000357616673164511,41.4583852633568,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231835885278818,0.0433129627361737,18.6825963910131,8.67113025826427e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.124572484342356,0.0192815919950662,15.4782110165481,1.04223296659711e-10
omega_b0,189.021547240032,11.1898034894008,5.91985604434359,
omega_b1,4.22955580915078,0.572646070880875,13.5391539140336,
e_b,0.655638685795648,0.0207237899730596,3.16085527319217,
