parameter,value
b01_pop,4.53291772129416
b11_pop,-0.138784451385018
b21_pop,-0.159538428933736
a1_pop,6.95285630043914
b02_pop,7.4026200343417
b12_pop,0.0031485357370728
b03_pop,4.28082871369529
b13_pop,-0.158663655932885
p1_pop,0.03866527641759
g1_pop,0.0988382984238796
p2_pop,0.747138101246698
g2_pop,0.131465671946129
alpha11_pop,0.156984292674467
alpha12_pop,-9.43966687505251
alpha13_pop,0.776152123779481
alpha21_pop,-0.0958530738319733
alpha22_pop,4.37047737834113
alpha23_pop,-0.310807531154183
omega_b01,1.92750076204871
omega_b11,0.099326165566207
omega_b21,0.073477617029212
omega_a1,0.862637201547024
omega_b02,0.0391565706035632
omega_b12,0.00584451635722745
omega_b03,0.917451232698398
omega_b13,0.149446391715624
b_1,0.29391352808453
a_2,0.0498329205193122
a_3,0.707030035409331
