b0_pop,0.0090177,-0.0003108,-4.5e-06,0.00031237,0.0090024,-0.0033463,0.00084405,-0.00024218,-0.0013496,0.00021448,4.2897e-05
b1_pop,-0.0003108,0.00015677,-4.5483e-08,5.4234e-05,0.00065309,0.00096063,-5.5604e-05,8.4962e-05,-8.2848e-05,-0.00018131,5.7216e-06
h1_pop,-4.5e-06,-4.5483e-08,4.772e-08,-4.5533e-07,-6.8531e-05,7.5513e-07,-1.4471e-05,3.2317e-08,-8.0657e-08,-3.5285e-07,-2.5573e-07
h2_pop,0.00031237,5.4234e-05,-4.5533e-07,0.0002712,0.00041041,0.00090046,0.000139,-0.00027863,-4.8099e-05,-6.9234e-05,7.0801e-07
alpha1_pop,0.0090024,0.00065309,-6.8531e-05,0.00041041,0.17916,-0.011662,0.015549,0.00083634,-0.0083017,-0.0015596,0.00094417
alpha2_pop,-0.0033463,0.00096063,7.5513e-07,0.00090046,-0.011662,0.028497,-0.00073222,0.00099933,0.0069819,-0.00079338,-0.00020116
beta_hcov1_score4C,0.00084405,-5.5604e-05,-1.4471e-05,0.000139,0.015549,-0.00073222,0.0054427,-0.0002109,-0.00032986,0.00019557,6.4987e-05
beta_hcov2_score4C,-0.00024218,8.4962e-05,3.2317e-08,-0.00027863,0.00083634,0.00099933,-0.0002109,0.00071346,0.00018296,-9.273e-05,-5.1452e-07
omega_b0,-0.0013496,-8.2848e-05,-8.0657e-08,-4.8099e-05,-0.0083017,0.0069819,-0.00032986,0.00018296,0.0085835,0.00037035,-0.00013219
omega_b1,0.00021448,-0.00018131,-3.5285e-07,-6.9234e-05,-0.0015596,-0.00079338,0.00019557,-9.273e-05,0.00037035,0.00033416,-2.2254e-05
e_b,4.2897e-05,5.7216e-06,-2.5573e-07,7.0801e-07,0.00094417,-0.00020116,6.4987e-05,-5.1452e-07,-0.00013219,-2.2254e-05,2.969e-05
