rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,0.514473140211122,-0.0670994847955265,0.0844082411258908,-0.757997975044914,-0.0439901859797711,-0.00209278077581442,0.382422783267207,-0.031788852171911,-0.698782020152605,0.0551588572607827,-0.930382358347863,0.00304976798141898,-0.0103187789043133,-0.134557522632537,87.036240222443,-11.1386125148268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-0.936511239106079,0.107098643922657,0.0559396805691989,-0.348441721887897,-0.0962373614393313,0.00294541962686004,0.0650552887165583,0.00687875202149224,-0.8072001638969,0.01395470118047,-0.536869230949752,-0.0331405506266192,-0.191410139382037,-0.10566801448122,98.9880419639396,-13.3468463303315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-1.1145609958441,0.064817137721198,0.0239525617299505,-0.0539777657480383,-0.0476149023574415,-0.00376315336625997,0.0858541800035786,0.0677447637295298,0.218678344819387,0.00184492435116436,-0.109717949020782,-0.0660775177327006,-0.159379840819213,-0.137776059748317,49.7378016087468,-6.8943718336472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.74339727140037,0.0510603746857308,0.0788869117332706,0.718466729563504,0.0148641479434195,0.00406080196918933,-0.28866592826759,0.0346667198758926,1.49554855600317,-0.116706261584595,-1.80735858058833,-0.03078042007417,0.896450376858216,0.0160199881569339,147.518383424187,3.21000875661402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0.0200397826021099,0.0757887359770535,0.0466167225630937,0.378707373922595,0.00124849124194881,0.00785138388065918,1.01771756395037,-0.0459920882338983,1.96310081437798,-0.0771409326482073,-2.47596715711021,0.0211007800417738,0.833732682218388,-0.0144345389851301,115.986009694563,8.72309672839085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-0.135922000686381,0.119907189216489,0.0946125549762356,1.27227805945492,-0.0102156024273405,0.00796862947490649,1.14530031324782,-0.100036283516795,2.1671739737806,-0.125871360312647,-2.08083913655922,0.0331452082025611,0.84679639320043,-0.00123214125762258,88.6863264411502,6.16777122915012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-2.69463102520942,0.0493535690239127,-0.0250003339943399,-0.894733606062685,0.0103044626454443,-0.00590987352507986,-1.0576506286227,-0.0265474762877526,0.445486672405465,0.0204893503423339,-0.225351399758865,-0.00776583022612592,-0.445005612360834,0.112658300670487,41.2085668415967,-1.3819594016092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-3.25788326882453,-0.0649345326320923,-0.11769608196448,-0.294112807248318,0.0120082321722057,-0.00161153751148539,-0.885581561932742,-0.04833421306862,-0.192678463944817,0.116456332552601,-0.261714304634081,-0.0286476709266502,-0.937443710996448,0.115556974028934,58.9109208836824,-5.55699460956547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-2.71137860625344,0.0221447312152332,0.0162914593157154,-0.644368769312984,-0.0380319257671289,0.00247203521987438,-1.27618924273621,0.180794909229181,0.864467002538039,-0.0674877285505257,-0.336717422740874,-0.0213915515399229,-0.412910051489123,0.0936814968534033,19.7960698589041,5.46977642616566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.950976658447281,-0.0150719624828012,-0.104009379156926,-1.04867950680009,-0.0276796702304791,0.00780040295642306,-0.991855813070183,-0.295393379475954,-1.86078295161016,-0.0180476154409725,0.512808288895713,0.0779746477967328,1.61732406626732,0.0873351775539816,55.4006907360699,2.3346293202463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-1.74528843647753,-0.0366778836778782,-0.0700721729638233,-0.110002090302946,-0.0326803464791938,0.00236582464786907,-1.48247384715664,0.114519379150973,-1.67054300960152,0.0194384705506437,0.315287294880118,-0.0463185515947313,1.90673836930133,0.0211812203148532,-19.2868228982622,-5.00418899993886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-0.624958909360828,-0.141713420632234,-0.0356840803367451,-0.170748199578603,0.0516778455407367,-0.00167789460563783,-0.943055378142716,-0.0644136447205241,-1.0744404377818,-0.0347106418233334,0.328129457642619,-0.0201237023697157,2.15109930070303,0.0665866332458746,-28.8416102361314,-0.0610704773860578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2.23611211681447,-0.147910531198808,0.106537055338953,0.388204688125223,-0.0122376411333125,-0.00801236545920501,0.653908576854835,-0.233620815268422,-0.939167651303445,0.0325248313606793,0.678706333745359,0.100127126302381,0.258065177338769,-0.0273699832702653,-160.913072418588,15.9646894649088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-0.448250195925627,0.0565594297425967,0.0256304956285884,-0.727885064335563,-0.011097374472163,-0.000580288364845589,-0.513981714986476,-0.0447176472642127,-0.378096037615937,-0.065080014975913,0.899564234119939,0.134132567906563,0.195416778186475,-0.0496574212475734,-133.114507967036,1.13865882958017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
