b02_pop,1,-0.21155,0.0031446,-0.0098597,-1.6304e-05,0.03344,-0.0006863,-0.023285,-0.011299,0.0066786,-0.0071445,0.0035736,0.0020176,-0.026964,9.7541e-05,-0.0059795,0.0060223,0.0013747
b12_pop,-0.21155,1,-0.004688,0.026176,0.081012,-0.092464,-0.057935,0.050507,0.080322,-0.02582,0.056429,-0.028064,-0.0069949,0.0064771,0.00059788,0.011166,0.0047676,-0.0016812
b03_pop,0.0031446,-0.004688,1,-0.13957,0.0076392,-0.028951,-0.0030192,0.016138,0.009082,-0.012101,0.0028452,-0.0059456,0.0020812,0.00092072,-0.029236,0.010777,-0.0010635,0.0093496
b13_pop,-0.0098597,0.026176,-0.13957,1,-0.084662,0.078999,0.048003,-0.039492,-0.041692,0.053895,-0.019637,0.032898,-0.001814,-0.0022263,0.0045699,-0.029889,0.002262,0.0075047
p1_pop,-1.6304e-05,0.081012,0.0076392,-0.084662,1,-0.53516,-0.097958,0.10093,0.52854,-0.71896,0.072979,-0.15241,-0.0065744,-0.031959,0.011108,-0.039978,-0.00052942,-0.0077128
g1_pop,0.03344,-0.092464,-0.028951,0.078999,-0.53516,1,0.15743,-0.077844,-0.48047,0.26598,-0.087699,0.13371,-0.01966,0.029807,-0.02208,0.052581,0.0075576,0.0011709
p2_pop,-0.0006863,-0.057935,-0.0030192,0.048003,-0.097958,0.15743,1,0.01735,-0.15677,-0.004472,-0.072345,0.071748,-0.0019561,0.012518,-0.0035798,0.017429,0.0025261,0.0025788
g2_pop,-0.023285,0.050507,0.016138,-0.039492,0.10093,-0.077844,0.01735,1,0.12723,-0.02594,0.18172,-0.48611,-0.0069925,-0.00035403,0.0042022,-0.00024221,0.0013266,0.0017393
alpha12_pop,-0.011299,0.080322,0.009082,-0.041692,0.52854,-0.48047,-0.15677,0.12723,1,0.017926,0.057911,-0.22581,0.0096745,-0.0036326,0.0074219,-0.036144,-0.015423,0.00066958
alpha13_pop,0.0066786,-0.02582,-0.012101,0.053895,-0.71896,0.26598,-0.004472,-0.02594,0.017926,1,-0.024595,0.022027,0.0034796,0.027224,-0.017563,0.0091274,-0.0057895,0.015343
alpha22_pop,-0.0071445,0.056429,0.0028452,-0.019637,0.072979,-0.087699,-0.072345,0.18172,0.057911,-0.024595,1,0.13909,-0.018666,0.024343,-0.0018497,-0.0062527,0.014244,-0.0028377
alpha23_pop,0.0035736,-0.028064,-0.0059456,0.032898,-0.15241,0.13371,0.071748,-0.48611,-0.22581,0.022027,0.13909,1,-0.003555,0.0065008,-0.010598,-0.0058433,0.0053258,-0.0059784
omega_b02,0.0020176,-0.0069949,0.0020812,-0.001814,-0.0065744,-0.01966,-0.0019561,-0.0069925,0.0096745,0.0034796,-0.018666,-0.003555,1,-0.029796,-0.0028759,0.0019551,-0.11202,-0.00013972
omega_b12,-0.026964,0.0064771,0.00092072,-0.0022263,-0.031959,0.029807,0.012518,-0.00035403,-0.0036326,0.027224,0.024343,0.0065008,-0.029796,1,0.0050286,0.011867,-0.036806,-0.0056151
omega_b03,9.7541e-05,0.00059788,-0.029236,0.0045699,0.011108,-0.02208,-0.0035798,0.0042022,0.0074219,-0.017563,-0.0018497,-0.010598,-0.0028759,0.0050286,1,-0.028542,0.00013433,-0.071909
omega_b13,-0.0059795,0.011166,0.010777,-0.029889,-0.039978,0.052581,0.017429,-0.00024221,-0.036144,0.0091274,-0.0062527,-0.0058433,0.0019551,0.011867,-0.028542,1,-0.0019706,-0.028845
a_2,0.0060223,0.0047676,-0.0010635,0.002262,-0.00052942,0.0075576,0.0025261,0.0013266,-0.015423,-0.0057895,0.014244,0.0053258,-0.11202,-0.036806,0.00013433,-0.0019706,1,-0.00050689
a_3,0.0013747,-0.0016812,0.0093496,0.0075047,-0.0077128,0.0011709,0.0025788,0.0017393,0.00066958,0.015343,-0.0028377,-0.0059784,-0.00013972,-0.0056151,-0.071909,-0.028845,-0.00050689,1
