rep,id,b01,b11,b21,a1,b02,b12,b03,b13,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha21,alpha22,alpha23
1,1,6.29627194451468,-0.225748332274829,-0.161363965177153,7.92306167798301,7.36835621513532,-0.000803454048102859,4.83083690051179,0.0408179021733251,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
2,1,5.75863435905449,-0.0337570790377362,-0.13342095405605,20.1495310450795,7.42483422436532,0.00117629791454795,5.3512927436526,-0.0508151161874203,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
3,1,5.58148765943945,-0.226239297784779,-0.0547837553457977,3.29267014747805,7.37180602507238,-0.00044791976561136,5.79531583215233,-0.0728970218194334,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
1,2,6.96669572651358,0.0749751118440285,-0.125162987680182,2.9742644017748,7.38092413559251,0.00345327737391147,4.80410618897625,-0.308598725435026,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
2,2,7.65168937859113,0.0184019405866172,-0.110837136467652,5.70391751971139,7.42993339261858,-0.0009099341258805,3.55734785601506,0.104485409256528,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
3,2,6.09793822135695,0.148599201952379,-0.209062310027628,8.96546174002233,7.39582082628951,0.00145978640288456,3.82128375439975,-0.0224406856853947,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
1,3,2.38467652657114,-0.252657773013045,-0.158475522705526,7.6389358242053,7.3985493713469,0.00307369473379667,5.20293298538215,-0.0365702442417232,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
2,3,2.78781888773447,-0.149874652745277,-0.1060612097418,14.9335697731196,7.40240115332996,0.00957407485306981,4.74992128256817,0.0662019538388144,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
3,3,3.06621763773864,-0.252594693694029,-0.101747964895936,5.38519580938439,7.38787298736203,0.00757606186910775,5.58186040516653,0.0127165444316153,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
1,4,2.54557369799108,-0.0952496284403541,-0.0254231197182767,5.82146691291965,7.33543138947915,0.00168712598838023,3.88995287621578,-0.337342064156174,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
2,4,2.74317616430616,-0.190904632053078,-0.125038999958445,5.78454537477525,7.40019149666149,0.00564820857391104,4.02650516503715,-0.287617160729316,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
3,4,4.15394109980257,-0.308450167182413,-0.147837023360444,9.6034726938363,7.37167002593014,0.00777061214550928,4.90173172425133,-0.335835788838925,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
1,5,4.34620571353537,-0.294578728325292,-0.121221816715221,12.4667670647412,7.40301261902972,0.000798446713113376,4.76369993149778,0.0128459747324547,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
2,5,4.22565807768237,-0.0611969233215018,-0.113320497671255,2.81431818655299,7.40186805424678,0.00343490756955128,5.33007647110484,-0.312268382764235,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
3,5,4.39326002435389,-0.100611914096949,-0.108619790500536,14.7187929991838,7.44743860820254,-0.000594865630349394,4.43432817168536,0.0632738569763316,0.0299334692449618,0.148949040638327,0.753474570709672,0.126053327441869,0.201741059262849,-13.8184805004064,0.638151870651322,-0.110586457118189,2.32067937911906,-0.141803583577051
