parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,31.5543778195231,0.340943097661451,1.08049380536511,
b1_pop,-0.164221031482743,0.0383240823208482,23.33689051568,
h1_pop,0.00108700544382777,0.000426301273901384,39.2179520647303,
h2_pop,0.0930403830247892,0.0126816429787826,13.6302566331909,
alpha1_pop,-1.3634263910969e-06,4.11349320033827e-05,3017.02624153322,
alpha2_pop,0.0691061444396155,0.0170036903516109,24.6051787283092,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231781065205789,0.0432371691240897,18.6543146161233,8.29046253869592e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.121668858950784,0.0196463980578977,16.1474334742013,5.90542281742046e-10
omega_b0,4.63220094704203,0.261739251890123,5.65042956647339,
omega_b1,0.295103769378191,0.0358512924550234,12.1487070566957,
e_a,3.24160057882606,0.0897359113500734,2.76825935731326,
