parameter,value
b01_pop,4.9676456630309
b11_pop,-0.143383529874119
b21_pop,-0.158553070173683
a1_pop,2.95337610077063
b02_pop,7.39749388972742
b12_pop,0.0021525751861373
b03_pop,4.16283374421676
b13_pop,-0.156137199764572
p1_pop,0.0424174820537268
g1_pop,0.104399651455567
p2_pop,0.743287854647084
g2_pop,0.1563359695353
alpha11_pop,0.135579871761298
alpha12_pop,-11.3156471409872
alpha13_pop,0.514401983686756
alpha21_pop,-0.069252209210835
alpha22_pop,2.74135372232295
alpha23_pop,-0.281487608613747
omega_b01,2.07340010509792
omega_b11,0.114748653011518
omega_b21,0.0716721772184147
omega_a1,1.14147187836221
omega_b02,0.0433923386090089
omega_b12,0.00461457141998762
omega_b03,0.850946633434966
omega_b13,0.167757104665315
b_1,0.301389546153111
a_2,0.051146089159225
a_3,0.68194705007995
