id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha21_mean,alpha22_mean,alpha23_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha21_mode,alpha22_mode,alpha23_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha21_sd,alpha22_sd,alpha23_sd
1,5.5887,-0.268706,-0.128344,12.0537,7.32906,0.00470925,3.66098,-0.0972419,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,5.78939,-0.279294,-0.115579,10.7258,7.32014,0.0052869,3.73629,-0.101655,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,5.84101,-0.259651,-0.123905,13.607,7.33239,0.00445458,3.83412,-0.108432,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.977037,0.0594167,0.0341524,5.09737,0.0197728,0.00111184,0.346147,0.0206611,0,0,0,0,0,0,0,0,0,0
2,3.6384,-0.203702,-0.148914,4.85165,7.45535,-0.00110142,3.07862,-0.0917505,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,3.79151,-0.191212,-0.127149,5.25521,7.45753,-0.00122504,3.08148,-0.0926852,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,3.93697,-0.148225,-0.0938819,6.12293,7.45619,-0.00113164,3.08031,-0.0920179,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.483308,0.0691067,0.0598089,4.06594,0.0161835,0.000990191,0.251123,0.0139831,0,0,0,0,0,0,0,0,0,0
3,2.90247,-0.185234,-0.132168,5.68978,7.36877,0.0020574,4.36269,-0.244344,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,2.85177,-0.171535,-0.141715,7.27701,7.36503,0.00220117,4.33023,-0.226399,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,2.56549,-0.175869,-0.126333,5.76608,7.36438,0.00233162,4.3607,-0.23972,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.904358,0.069546,0.0571924,7.2172,0.0232311,0.00523795,0.439847,0.117605,0,0,0,0,0,0,0,0,0,0
4,5.00983,-0.152847,-0.144015,6.79256,7.38217,0.00400281,4.16086,-0.162075,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,4.97988,-0.15201,-0.13429,6.6252,7.37926,0.00326219,4.15291,-0.173795,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,4.53315,-0.144074,-0.142968,5.07418,7.382,0.00351963,4.19861,-0.165308,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,1.03113,0.0885103,0.0629489,5.35312,0.0303905,0.00561402,0.495203,0.138788,0,0,0,0,0,0,0,0,0,0
5,6.34721,-0.145629,-0.152236,5.82703,7.39327,0.00350445,4.48266,-0.0577372,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,6.22934,-0.135993,-0.161594,5.48949,7.39378,0.00356282,4.47207,-0.0566324,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,6.06403,-0.137235,-0.145505,5.07342,7.39132,0.00371724,4.54178,-0.0635532,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.905683,0.0866319,0.0591759,4.44409,0.0222601,0.00459858,0.401967,0.114884,0,0,0,0,0,0,0,0,0,0
6,6.13481,-0.0908617,-0.163366,7.03172,7.42414,0.00336585,6.27816,-0.0691986,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,6.15906,-0.0894372,-0.165579,6.2035,7.42797,0.00296224,6.35283,-0.0610822,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,5.89082,-0.0996459,-0.156581,5.67781,7.42442,0.00317461,6.26807,-0.0542432,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,1.00279,0.0996929,0.0601517,4.96708,0.0268111,0.00591662,0.44405,0.127836,0,0,0,0,0,0,0,0,0,0
7,4.77871,-0.200299,-0.113355,8.05352,7.38575,0.00326697,3.39296,-0.129424,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,4.65197,-0.208706,-0.111635,7.6008,7.38221,0.00324776,3.3296,-0.109298,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,4.55239,-0.235575,-0.0971541,12.6344,7.38697,0.00302333,3.37643,-0.130436,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,1.35395,0.0809785,0.0665348,5.08196,0.0264562,0.00510161,0.466311,0.143191,0,0,0,0,0,0,0,0,0,0
8,7.22569,-0.169704,-0.129524,5.7068,7.42291,0.00514186,4.13472,-0.178345,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,7.18075,-0.166541,-0.134387,5.50426,7.42478,0.00489513,4.22427,-0.198003,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,6.8987,-0.170863,-0.132354,5.47474,7.42507,0.00529286,4.13808,-0.173874,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.842466,0.0948595,0.058767,4.4707,0.0245487,0.0049962,0.420005,0.117724,0,0,0,0,0,0,0,0,0,0
9,3.88095,-0.156281,-0.142314,5.14446,7.41994,0.00176735,4.30129,-0.194238,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,3.85901,-0.152254,-0.138219,5.2405,7.41763,0.00200059,4.41217,-0.21444,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,3.53594,-0.145551,-0.141897,5.08128,7.41745,0.00220961,4.33786,-0.202917,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.807421,0.0823493,0.0628239,4.32692,0.0234568,0.00467196,0.372976,0.0988735,0,0,0,0,0,0,0,0,0,0
10,5.89482,-0.219481,-0.1029,8.73689,7.40237,0.000513793,4.99169,-0.202069,0.038513,0.122771,0.729641,0.130513,0.160858,-10.9649,0.658888,-0.0884852,3.60725,-0.18629,5.83887,-0.230894,-0.0947899,7.57006,7.40551,0.000217278,4.95009,-0.199974,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,6.17842,-0.205131,-0.0943493,9.76062,7.40586,0.000333599,5.00245,-0.203785,0.0384092,0.122748,0.729701,0.130568,0.161179,-10.8664,0.662496,-0.0883481,3.59091,-0.186811,0.69067,0.0720785,0.0374966,4.51022,0.0191572,0.0022343,0.362048,0.0419482,0,0,0,0,0,0,0,0,0,0
