id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd
1,0.939906,-0.130705,0.0166825,0.758132,-0.072551,0.0014227,-0.567886,0.0566444,0,0,0,0,0,0,0,0,0,0,1.14231,-0.141522,0.0297274,0.626333,-0.0814768,0.00201111,-0.492583,0.0524099,0,0,0,0,0,0,0,0,0,0,1.19393,-0.121878,0.0214014,0.986829,-0.0692263,0.00117879,-0.394756,0.0456331,0,0,0,0,0,0,0,0,0,0,0.977037,0.0594167,0.0341524,0.525227,0.0197728,0.00111184,0.346147,0.0206611,0,0,0,0,0,0,0,0,0,0
2,-1.0104,-0.0657001,-0.00388672,-0.285,0.0537422,-0.00438798,-1.15024,0.0621357,0,0,0,0,0,0,0,0,0,0,-0.855577,-0.0534399,0.0181578,-0.175127,0.0559122,-0.00450083,-1.1474,0.0613798,0,0,0,0,0,0,0,0,0,0,-0.710108,-0.0104525,0.0514248,0.188285,0.0545767,-0.00440743,-1.14856,0.062047,0,0,0,0,0,0,0,0,0,0,0.483308,0.0691067,0.0598089,0.630988,0.0161835,0.000990191,0.251123,0.0139831,0,0,0,0,0,0,0,0,0,0
3,-1.74633,-0.0472318,0.0128586,-0.140675,-0.0328422,-0.00122915,0.133831,-0.0904578,0,0,0,0,0,0,0,0,0,0,-1.79531,-0.0337623,0.00359155,-0.0138933,-0.0365836,-0.00107462,0.10135,-0.0723338,0,0,0,0,0,0,0,0,0,0,-2.08159,-0.038097,0.0189739,0.128237,-0.0372386,-0.000944168,0.131821,-0.085655,0,0,0,0,0,0,0,0,0,0,0.904358,0.069546,0.0571924,0.863501,0.0232311,0.00523795,0.439847,0.117605,0,0,0,0,0,0,0,0,0,0
4,0.361031,-0.0148453,0.00101219,-0.0568268,-0.0194381,0.000716263,-0.0679999,-0.00818913,0,0,0,0,0,0,0,0,0,0,0.332796,-0.0142379,0.0110166,0.00174119,-0.0223591,-1.35999e-05,-0.0759644,-0.0197301,0,0,0,0,0,0,0,0,0,0,-0.113933,-0.00630154,0.00233862,0.000408041,-0.0196143,0.000243841,-0.0302688,-0.0112432,0,0,0,0,0,0,0,0,0,0,1.03113,0.0885103,0.0629489,0.741782,0.0303905,0.00561402,0.495203,0.138788,0,0,0,0,0,0,0,0,0,0
5,1.69841,-0.00762741,-0.00720887,-0.12438,-0.00834326,0.000217895,0.253801,0.096149,0,0,0,0,0,0,0,0,0,0,1.58226,0.00177894,-0.0162874,-0.174139,-0.00783115,0.000287033,0.243199,0.0974326,0,0,0,0,0,0,0,0,0,0,1.41695,0.000537242,-0.00019799,0.000258613,-0.0102942,0.000441453,0.312905,0.0905118,0,0,0,0,0,0,0,0,0,0,0.905683,0.0866319,0.0591759,0.7193,0.0222601,0.00459858,0.401967,0.114884,0,0,0,0,0,0,0,0,0,0
6,1.48601,0.0471401,-0.0183397,0.0197836,0.0225315,7.9299e-05,2.0493,0.0846876,0,0,0,0,0,0,0,0,0,0,1.51198,0.0483349,-0.0202726,-0.0557662,0.026353,-0.000313545,2.12396,0.0929828,0,0,0,0,0,0,0,0,0,0,1.24374,0.0381263,-0.0112746,0.112809,0.0228031,-0.000101181,2.0392,0.0998218,0,0,0,0,0,0,0,0,0,0,1.00279,0.0996929,0.0601517,0.719355,0.0268111,0.00591662,0.44405,0.127836,0,0,0,0,0,0,0,0,0,0
7,0.129916,-0.0622971,0.0316713,0.195872,-0.0158586,-1.95848e-05,-0.835898,0.0244618,0,0,0,0,0,0,0,0,0,0,0.00488973,-0.0709338,0.0336719,0.187207,-0.0194032,-2.80318e-05,-0.899275,0.0447671,0,0,0,0,0,0,0,0,0,0,-0.094689,-0.0978032,0.0481527,0.912665,-0.014648,-0.000252459,-0.852444,0.0236295,0,0,0,0,0,0,0,0,0,0,1.35395,0.0809785,0.0665348,0.677607,0.0264562,0.00510161,0.466311,0.143191,0,0,0,0,0,0,0,0,0,0
8,2.57689,-0.0317025,0.0155026,-0.147379,0.0213012,0.00185531,-0.0941464,-0.024459,0,0,0,0,0,0,0,0,0,0,2.53367,-0.0287688,0.0109193,-0.184597,0.0231674,0.00161935,-0.00461016,-0.0439384,0,0,0,0,0,0,0,0,0,0,2.25162,-0.0330908,0.0129531,0.0763888,0.0234572,0.00201707,-0.090797,-0.0198095,0,0,0,0,0,0,0,0,0,0,0.842466,0.0948595,0.058767,0.729079,0.0245487,0.0049962,0.420005,0.117724,0,0,0,0,0,0,0,0,0,0
9,-0.767843,-0.0182796,0.00271238,-0.246552,0.0183329,-0.0015192,0.0724249,-0.0403515,0,0,0,0,0,0,0,0,0,0,-0.788074,-0.0144814,0.00708767,-0.260144,0.0160174,-0.0012752,0.183296,-0.0603754,0,0,0,0,0,0,0,0,0,0,-1.11115,-0.00777877,0.0034095,0.00180814,0.0158362,-0.00106618,0.10898,-0.0488524,0,0,0,0,0,0,0,0,0,0,0.807421,0.0823493,0.0628239,0.772288,0.0234568,0.00467196,0.372976,0.0988735,0,0,0,0,0,0,0,0,0,0
10,1.24602,-0.0814792,0.0421268,0.378908,0.00076325,-0.00277276,0.762829,-0.0481823,0,0,0,0,0,0,0,0,0,0,1.19179,-0.0931215,0.0505169,0.24375,0.00389581,-0.00305851,0.721212,-0.0459094,0,0,0,0,0,0,0,0,0,0,1.53134,-0.0673585,0.0509574,0.6546,0.00424288,-0.00294219,0.773573,-0.0497203,0,0,0,0,0,0,0,0,0,0,0.69067,0.0720785,0.0374966,0.559758,0.0191572,0.0022343,0.362048,0.0419482,0,0,0,0,0,0,0,0,0,0
