rep,id,b01,b11,b21,a1,p1,g1,p2,g2,alpha11,alpha21
1,1,6.14968405717968,-0.0848586769471424,-0.162083528441952,33.6103330701434,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,1,5.61332402810658,-0.158917437129086,-0.138970307910485,1.52776623528191,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,2,2.19263199089352,-0.0939368670738573,-0.197824531058252,3.89950628451343,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,2,3.05676565549121,-0.0171352886802165,-0.0490147051656185,1.87037968293396,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,3,2.8127266400863,0.0532005563823051,-0.0235525252908755,0.420707554230902,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,3,3.07790965254155,-0.341910570012424,-0.113663931520383,0.549928872060093,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,4,3.68200803550867,-0.0616522813610895,-0.0427825687939376,2.26356891456463,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,4,4.20501116439583,-0.276777301834968,-0.319749794454424,4.7376166257429,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,5,7.35468094398243,-0.226243050678423,-0.145469078718836,5.77111631714134,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,5,6.47847082551612,-0.0304852735514404,-0.21072011039234,1.213788460201,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,6,7.18216991347161,-0.24976958098741,-0.0779519505036913,2.73172973679601,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,6,5.26497398248429,-0.0897329189587303,-0.211644016681121,2.16461701510548,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,7,3.51222843548863,-0.180659068718067,-0.31262435784749,5.49642020319864,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,7,5.8348090207282,-0.177028912398608,-0.0438566284500632,3.04224274052785,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,8,6.15254971077649,-0.230525835350253,-0.272922388743095,13.0218671657677,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,8,5.78369741286852,-0.0662422748042778,-0.212807152912882,3.80603305537946,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,9,4.03360019329214,0.00146100118758876,-0.28156035729396,0.720741351299131,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,9,3.39597110226457,-0.194392277209483,-0.342244421874554,1.09951923807922,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,10,5.29427680203887,-0.0852334908311111,-0.148066378104493,2.43783773632811,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,10,6.30193518737377,0.0670981966019854,-0.276234872492229,3.59613251643593,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,11,7.40220766877277,-0.269340856927275,-0.249504512345317,0.562959174655351,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,11,7.36222786196899,-0.0837068054312088,-0.0848466285702929,1.09422298488748,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,12,4.91349406141407,-0.136948915130829,-0.215209981964712,3.65402651278515,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,12,3.34416090448381,-0.267143434056955,-0.202107810403931,7.05047310331837,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,13,5.9542597569103,0.0294639632043376,-0.178950131393085,8.84198028821183,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,13,7.65612768725143,0.0713739990652154,-0.29498797086065,4.09117412677534,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,14,2.6719807126512,0.0560223664871602,-0.0274856935716381,11.6464303472893,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,14,3.82563581652957,0.0187953749051644,-0.248349747666395,10.5040512324509,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,15,6.37686450488056,-0.102187773840847,-0.156027163448817,4.41280714734254,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,15,5.32829940663373,-0.000586604637964337,-0.202860467213586,29.5819124144985,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,16,6.67412739969641,-0.125556071779474,-0.0156060834527554,3.68592142800029,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,16,5.45657115711873,-0.123214312112488,-0.0708426098039009,14.8785386595452,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,17,6.42886205828379,-0.21831094147075,-0.271679483693397,1.43824708206729,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,17,5.72812482113939,-0.0311023527745513,-0.124557811301006,1.84071166926046,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,18,3.34356185164529,-0.194784289795371,-0.16536547046615,0.732495713993756,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,18,3.00176790214311,-0.0119123772146701,-0.0924423690816532,0.334181445630898,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,19,7.84501918592384,-0.183185665952026,-0.168276206943905,1.86213786468257,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
2,19,8.40044694741707,0.0264222385550955,-0.17935326988986,1.04850140114861,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
1,20,3.7776830712888,-0.244388907935847,-0.0461633167224435,4.25723928554588,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279
