id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha21_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha21_mean,b01_mode,b11_mode,b21_mode,a1_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha21_mode,b01_sd,b11_sd,b21_sd,a1_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha21_sd
225,4.05286,-0.11597,-0.19384,3.45855,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.26239,-0.122204,-0.178594,4.44225,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.53599,-0.0773614,-0.169692,4.48021,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.569451,0.0777865,0.0827994,6.46107,0,0,0,0,0,0
226,4.99888,-0.0401179,-0.168165,4.23307,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.25582,-0.0637245,-0.174249,5.1871,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.88412,-0.00698731,-0.147718,4.7896,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.16041,0.0965535,0.068582,6.60605,0,0,0,0,0,0
227,3.13456,-0.150474,-0.157971,3.23658,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.20756,-0.161381,-0.154219,3.03687,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.92655,-0.135916,-0.15458,3.26304,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.557198,0.0895172,0.0801059,3.32165,0,0,0,0,0,0
228,5.83591,-0.099283,-0.198008,6.21684,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.18758,-0.0861455,-0.215236,6.46584,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.7846,-0.0634792,-0.204893,9.68119,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.44632,0.0643514,0.0745088,4.58067,0,0,0,0,0,0
229,2.22141,-0.0640925,-0.209965,20.2388,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.00708,-0.0619184,-0.208155,19.1891,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.54508,-0.0610656,-0.194446,19.6191,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.675018,0.0116737,0.0435883,5.39625,0,0,0,0,0,0
230,5.0916,-0.00120083,-0.207232,17.3009,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.63398,0.0269474,-0.203904,14.8526,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.06428,0.00887732,-0.184596,15.9806,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.04847,0.067228,0.0801072,7.51962,0,0,0,0,0,0
231,5.70132,-0.162168,-0.118338,4.12209,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.78998,-0.177209,-0.123297,4.33933,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.27985,-0.135207,-0.0613615,5.87325,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.733154,0.0726623,0.0853656,3.91501,0,0,0,0,0,0
232,5.46559,-0.0955708,-0.192085,4.65622,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.5326,-0.0960623,-0.200072,3.55215,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.08754,-0.0627227,-0.194925,7.06862,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.06283,0.081771,0.0714323,2.98051,0,0,0,0,0,0
233,6.05698,-0.103774,-0.180062,5.00971,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.1186,-0.111476,-0.169374,4.1361,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.65009,-0.0926198,-0.180458,4.45421,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.880294,0.0797162,0.0811939,3.71808,0,0,0,0,0,0
234,5.55421,0.0533697,-0.183922,20.2714,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.29071,0.0596509,-0.205673,15.9368,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.62983,0.0445399,-0.185356,17.0908,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.19255,0.0405287,0.0672044,8.04357,0,0,0,0,0,0
235,4.84742,-0.134054,-0.160777,4.23076,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.85138,-0.134347,-0.169629,3.91225,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.59549,-0.126292,-0.15871,3.29135,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.842045,0.0864436,0.075999,4.72523,0,0,0,0,0,0
236,3.85494,-0.076261,-0.180391,11.8656,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.60019,-0.0956729,-0.181487,12.0652,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.88448,-0.102317,-0.170734,3.78923,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.22856,0.104541,0.0771621,26.5424,0,0,0,0,0,0
237,3.77684,-0.166009,-0.124782,4.97996,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.7274,-0.161152,-0.124836,5.48033,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.98732,-0.167649,-0.0749275,8.13093,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.790974,0.0926091,0.0886522,9.59819,0,0,0,0,0,0
238,6.56169,-0.126057,-0.160365,5.72323,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.48323,-0.123281,-0.149023,6.31874,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.24174,-0.124377,-0.159428,3.30628,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.05239,0.093841,0.0859833,9.21111,0,0,0,0,0,0
239,4.0232,-0.113482,-0.174281,3.23787,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.05648,-0.121223,-0.173021,4.0604,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.35171,-0.0910975,-0.178288,4.41957,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.914912,0.089713,0.0734705,4.40781,0,0,0,0,0,0
240,7.63914,-0.128194,-0.164586,3.20303,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.68336,-0.121083,-0.160062,3.78255,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,7.50063,-0.130904,-0.154887,3.26177,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.83064,0.0749497,0.0858068,3.97637,0,0,0,0,0,0
241,4.22258,-0.15413,-0.153791,3.63616,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.26155,-0.147023,-0.147203,2.89542,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.96367,-0.147139,-0.141553,3.4195,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.691329,0.0831192,0.0764039,3.48648,0,0,0,0,0,0
242,2.94409,-0.130495,-0.14666,4.62553,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.7808,-0.122227,-0.166412,3.34006,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.30207,-0.125231,-0.159004,3.29844,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.848281,0.0867207,0.0839517,3.02406,0,0,0,0,0,0
243,2.73788,-0.124472,-0.162269,6.2708,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.62762,-0.124524,-0.155699,6.00568,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.98785,-0.123033,-0.1604,3.32294,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.928848,0.0895832,0.0870298,10.4565,0,0,0,0,0,0
244,4.60459,-0.238722,-0.0826787,33.5791,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.89487,-0.235376,-0.0631962,34.3765,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.48087,-0.205819,-0.056078,25.2193,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.17824,0.100903,0.095621,24.6894,0,0,0,0,0,0
245,5.09065,-0.174139,-0.153213,3.85104,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.29637,-0.155678,-0.132714,4.4424,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.36171,-0.160301,-0.103999,4.97223,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.665093,0.0714632,0.0646333,4.7048,0,0,0,0,0,0
246,6.29795,-0.11535,-0.179858,4.33525,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.4317,-0.10414,-0.1785,4.46028,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.94882,-0.0993191,-0.170737,3.86805,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.867659,0.087232,0.0760311,4.88778,0,0,0,0,0,0
247,5.19975,-0.134413,-0.159006,7.51294,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.35448,-0.140157,-0.155377,6.6759,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.86684,-0.12524,-0.15878,3.29678,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.05456,0.0919733,0.0866096,11.7136,0,0,0,0,0,0
248,5.25284,0.069362,-0.199037,5.89114,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.82821,0.0703437,-0.144966,6.37199,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.08057,0.0706269,-0.192147,5.33813,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.15081,0.0147394,0.0954114,3.31248,0,0,0,0,0,0
249,2.6255,-0.183281,-0.118319,4.09389,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.86725,-0.17838,-0.0998913,4.66323,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.75447,-0.162988,-0.0960452,5.56949,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.653146,0.0633694,0.063875,4.11428,0,0,0,0,0,0
250,4.14972,-0.162145,-0.1402,4.15522,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.11182,-0.161341,-0.15212,4.09002,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.83522,-0.1634,-0.122382,4.26238,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.693905,0.0889934,0.0692378,4.83298,0,0,0,0,0,0
251,5.99736,-0.147807,-0.167231,3.86145,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.9284,-0.121812,-0.1433,4.01197,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.71829,-0.134616,-0.151833,3.26174,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.875071,0.0774706,0.0824138,4.20192,0,0,0,0,0,0
252,6.64411,-0.113781,-0.161279,3.63641,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.42339,-0.0974167,-0.163203,3.54612,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,7.02828,-0.152602,-0.140497,3.51351,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.940005,0.110426,0.0665737,3.45883,0,0,0,0,0,0
253,5.72639,-0.0960873,-0.174572,9.52079,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.77023,-0.0840521,-0.162508,9.59667,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.41945,-0.107893,-0.168526,3.62724,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.19911,0.0990334,0.0870255,19.4136,0,0,0,0,0,0
254,2.81442,-0.105021,-0.173048,5.03475,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.88004,-0.108702,-0.197074,4.00264,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.5876,-0.0898034,-0.208503,6.86804,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.06612,0.0869469,0.0799009,3.83428,0,0,0,0,0,0
255,6.43938,-0.105093,-0.20244,6.19049,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.41069,-0.0838123,-0.189539,4.07817,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.68681,-0.0706156,-0.185613,5.92574,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.995853,0.0741767,0.083265,3.92148,0,0,0,0,0,0
256,9.70597,-0.119698,-0.17512,3.83087,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,9.47275,-0.0975611,-0.162055,4.02167,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,8.6631,-0.0279751,-0.142484,3.76609,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.87955,0.0834243,0.069027,4.60503,0,0,0,0,0,0
257,6.28525,-0.155613,-0.162255,3.47122,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.26477,-0.151747,-0.160663,4.0844,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.00936,-0.148549,-0.13986,3.46186,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.872613,0.0876374,0.0810964,5.22436,0,0,0,0,0,0
258,3.33977,-0.140933,-0.145648,4.64061,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.17291,-0.150142,-0.14889,4.65473,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.71481,-0.180469,-0.114981,5.51057,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.76892,0.104191,0.0754739,5.14022,0,0,0,0,0,0
259,2.38841,-0.16124,-0.139947,3.78481,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.39261,-0.160902,-0.13706,4.26305,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.05592,-0.170162,-0.117874,4.74215,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.609104,0.0847177,0.0754559,4.73857,0,0,0,0,0,0
260,3.55905,-0.064991,-0.205802,8.38091,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.76998,-0.0832555,-0.193942,10.8428,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.02703,-0.0489614,-0.180915,10.5153,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.3566,0.0466346,0.0544225,13.7544,0,0,0,0,0,0
261,7.16686,-0.0926845,-0.194764,5.45613,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.11896,-0.0865624,-0.188753,6.52453,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.35297,-0.0726187,-0.194671,6.88776,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.965511,0.0754465,0.0749189,9.05522,0,0,0,0,0,0
262,6.92637,-0.130131,-0.173158,3.64976,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.94202,-0.152204,-0.187743,3.73869,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.55903,-0.098744,-0.165719,3.77697,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.598275,0.0747741,0.0760897,4.62455,0,0,0,0,0,0
263,-0.345537,-0.14673,-0.168188,2.73195,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,-0.392316,-0.128051,-0.153401,2.36911,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,-0.259681,-0.141435,-0.145861,3.31958,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.256745,0.0667137,0.0743208,2.02492,0,0,0,0,0,0
264,3.91176,-0.133895,-0.18107,3.4465,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.93579,-0.137865,-0.177653,3.43888,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.63696,-0.118843,-0.169576,3.49292,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.752123,0.078325,0.0892358,3.14697,0,0,0,0,0,0
265,5.8767,-0.136104,-0.15138,4.2583,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.95646,-0.135602,-0.150403,4.22423,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.58128,-0.146982,-0.140993,3.42533,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.919406,0.0899591,0.0853629,4.43509,0,0,0,0,0,0
266,3.85551,-0.136106,-0.14859,6.4549,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.94613,-0.129083,-0.154274,6.83039,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.43729,-0.124717,-0.159151,3.30222,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.07092,0.0928585,0.0837818,12.2326,0,0,0,0,0,0
267,1.17383,-0.0759511,-0.158937,6.46625,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,1.05405,-0.103186,-0.179578,7.19205,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.70748,-0.149572,-0.138659,3.49506,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.53853,0.08541,0.0716386,5.31599,0,0,0,0,0,0
268,5.81957,-0.118762,-0.183794,3.64632,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.92167,-0.122452,-0.162269,3.00529,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.19779,-0.0731933,-0.161832,4.16636,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.85512,0.0902461,0.0744036,3.03849,0,0,0,0,0,0
269,6.56126,-0.170965,-0.125285,6.14133,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.62443,-0.166084,-0.122416,6.35278,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.46957,-0.198064,-0.0931538,10.1639,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.91553,0.0934154,0.0798179,7.36379,0,0,0,0,0,0
270,3.10584,-0.16854,0.0123905,6.6343,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.0472,-0.131475,0.0083525,7.1251,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.84439,-0.111204,-0.00552107,7.97483,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.405733,0.0500739,0.0163372,1.65348,0,0,0,0,0,0
271,7.00334,-0.1222,-0.184689,4.37928,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.04316,-0.124794,-0.182544,4.64934,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.6927,-0.0873714,-0.173736,4.12288,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.816138,0.0832907,0.0776251,5.88421,0,0,0,0,0,0
272,3.92205,-0.147511,-0.145971,3.82672,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.84338,-0.149882,-0.153696,3.51755,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.67803,-0.14343,-0.144239,3.35013,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.637643,0.0758061,0.0759374,3.7788,0,0,0,0,0,0
273,7.06539,-0.121213,-0.159811,4.04551,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.01609,-0.116641,-0.165836,3.89119,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.70935,-0.0118067,-0.124836,2.97198,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.841717,0.100492,0.0673179,4.27384,0,0,0,0,0,0
274,5.76599,-0.166888,-0.159383,3.58156,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.69543,-0.144691,-0.153802,3.22079,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.45237,-0.141579,-0.145455,3.32377,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.735515,0.0825134,0.0772768,3.21649,0,0,0,0,0,0
275,6.02012,-0.0434692,-0.22844,16.1476,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.05655,-0.0507889,-0.21269,18.5346,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.38822,-0.040386,-0.206758,14.7487,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.32612,0.0526183,0.0694937,12.3836,0,0,0,0,0,0
276,3.68446,-0.11905,-0.164176,4.11581,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.7435,-0.118692,-0.167786,4.17523,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.29888,-0.114243,-0.171308,3.58721,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.870264,0.0786559,0.0863263,4.30138,0,0,0,0,0,0
277,5.79007,-0.152175,-0.154527,3.33916,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.65481,-0.155154,-0.164287,4.00968,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.61428,-0.145226,-0.141473,3.39806,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.607869,0.0762212,0.074663,4.37176,0,0,0,0,0,0
278,2.81535,-0.154397,-0.165051,2.99636,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.9321,-0.155187,-0.153443,3.02414,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.3839,-0.119357,-0.0701091,4.51226,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.488853,0.0605862,0.0768785,2.36836,0,0,0,0,0,0
279,4.59307,-0.125917,-0.168021,4.00953,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.38116,-0.126738,-0.181201,4.58862,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.047,-0.104282,-0.177245,3.98108,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.787275,0.0772613,0.0739612,6.45482,0,0,0,0,0,0
280,5.16251,-0.123735,-0.167244,5.30093,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.33829,-0.144155,-0.16006,6.10015,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.81268,-0.122531,-0.160813,3.33022,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.12632,0.0958279,0.0898017,10.3851,0,0,0,0,0,0
281,2.165,-0.156656,-0.139129,4.17231,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.1653,-0.158884,-0.130713,3.65415,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.92893,-0.176459,-0.111006,5.49876,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.580273,0.0979104,0.0832821,3.98516,0,0,0,0,0,0
282,5.4593,-0.123691,-0.173282,3.77074,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.42706,-0.124277,-0.179997,3.84965,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.61026,-0.0522551,-0.157592,3.98481,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.734091,0.0781107,0.0734414,4.26894,0,0,0,0,0,0
283,4.31783,-0.135105,-0.15971,3.72596,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.33489,-0.134593,-0.147911,3.4822,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.99533,-0.132712,-0.154414,3.26016,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.765192,0.0926163,0.0797379,2.993,0,0,0,0,0,0
284,6.19501,-0.0955589,-0.181879,6.0901,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.23945,-0.110967,-0.18708,5.51519,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.89848,-0.0884203,-0.178153,4.46519,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.07407,0.0944587,0.0817188,6.34176,0,0,0,0,0,0
285,4.30737,-0.297781,-0.160253,14.0541,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.02742,-0.298569,-0.13477,16.2544,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.77097,-0.265506,-0.151592,17.5845,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.805289,0.0529199,0.0389485,11.4602,0,0,0,0,0,0
286,2.70862,-0.14898,-0.132834,2.85722,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.78189,-0.158034,-0.147858,3.82636,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.54191,-0.154008,-0.127761,3.80758,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.73434,0.077356,0.0948519,4.17698,0,0,0,0,0,0
287,3.67946,-0.113334,-0.170627,3.38173,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.59407,-0.108848,-0.172399,3.46835,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.30015,-0.105159,-0.167879,3.6591,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.762549,0.0971977,0.0950745,3.56729,0,0,0,0,0,0
288,5.84776,-0.124531,-0.157981,5.77506,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.91764,-0.127505,-0.151134,6.06983,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.4547,-0.123363,-0.160183,3.31875,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.09309,0.0914022,0.0964128,7.22675,0,0,0,0,0,0
289,5.29669,-0.138685,-0.158566,3.71917,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.33618,-0.134586,-0.15735,3.61444,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.9708,-0.130677,-0.157041,3.26898,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.813063,0.0819742,0.0811852,4.163,0,0,0,0,0,0
290,4.48846,-0.130083,-0.155706,4.95287,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.51755,-0.14907,-0.153175,6.07124,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.04329,-0.122463,-0.160854,3.33108,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.10101,0.0908743,0.0863929,7.80331,0,0,0,0,0,0
291,3.25444,0.0290214,-0.14976,4.49743,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.51512,0.036119,-0.14145,3.34497,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.65458,0.025393,-0.131087,4.12631,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.887684,0.0179259,0.0737147,2.24858,0,0,0,0,0,0
