id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha21_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha21_mean,b01_mode,b11_mode,b21_mode,a1_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha21_mode,b01_sd,b11_sd,b21_sd,a1_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha21_sd
158,4.06001,-0.117492,-0.169838,4.13734,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.02269,-0.119232,-0.153108,4.11652,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.52065,-0.11405,-0.167177,3.5077,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.867521,0.0897087,0.0778969,4.01985,0,0,0,0,0,0
159,5.1943,-0.178548,-0.139773,5.04066,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.35298,-0.183702,-0.119147,4.62298,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.5033,-0.170962,-0.098161,6.23908,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.664598,0.0680287,0.0611647,4.26619,0,0,0,0,0,0
160,4.38268,-0.12733,-0.170316,3.31142,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.29277,-0.129242,-0.165277,3.12727,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.06753,-0.124163,-0.159244,3.305,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.700518,0.0932497,0.0778638,2.89765,0,0,0,0,0,0
161,5.32638,-0.130808,-0.152831,6.01923,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.20868,-0.122031,-0.140306,5.98673,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.87703,-0.12575,-0.158419,3.29182,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.08011,0.09543,0.0897892,11.3515,0,0,0,0,0,0
162,5.6084,-0.129319,-0.15909,3.88538,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.61742,-0.128794,-0.160778,4.56489,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.27077,-0.125452,-0.159124,3.29828,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.816778,0.0896665,0.0789652,5.6124,0,0,0,0,0,0
163,1.92,-0.114199,-0.157272,5.54246,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,1.82919,-0.148644,-0.157555,5.42392,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.14843,-0.124699,-0.159153,3.30232,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.882348,0.091881,0.0885233,7.10963,0,0,0,0,0,0
164,6.82789,-0.163314,-0.130266,5.67111,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.84518,-0.15364,-0.120166,7.50881,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.48581,-0.157862,-0.130692,3.82775,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.03483,0.0824641,0.0928969,13.8504,0,0,0,0,0,0
165,6.05734,-0.139031,-0.160367,7.05515,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.92472,-0.134323,-0.150113,7.43728,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.62393,-0.125994,-0.158251,3.28961,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.0569,0.0979749,0.0876454,17.6111,0,0,0,0,0,0
166,6.66574,-0.113947,-0.17459,3.69202,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.65393,-0.111611,-0.182412,4.15989,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.71012,-0.0386254,-0.148244,3.95153,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.957712,0.0797682,0.0743574,4.39078,0,0,0,0,0,0
167,5.71302,-0.0961008,-0.199784,5.27373,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.9922,-0.111592,-0.194316,4.15484,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.92415,-0.0835379,-0.19879,6.66404,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.03867,0.0840069,0.0742883,5.4399,0,0,0,0,0,0
168,8.65878,-0.130216,-0.165337,3.6615,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,8.44897,-0.13739,-0.179974,3.54462,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,8.26317,-0.110221,-0.169191,3.6145,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.882912,0.0781558,0.0704792,3.02732,0,0,0,0,0,0
169,2.52477,0.029813,-0.18315,3.31759,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.52318,0.0187531,-0.162458,4.34722,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.77381,0.0175169,-0.174921,4.38563,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.751834,0.0131835,0.078396,1.77219,0,0,0,0,0,0
170,3.73515,-0.152149,-0.140868,3.76927,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.91323,-0.173537,-0.128366,4.56226,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.55929,-0.175788,-0.113053,5.31975,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.812402,0.0855524,0.0748058,4.6993,0,0,0,0,0,0
171,3.17568,-0.181411,-0.155262,4.64078,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.05761,-0.174021,-0.162886,3.20459,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.95634,-0.167902,-0.136867,3.92487,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.57902,0.0791839,0.066852,2.69658,0,0,0,0,0,0
172,3.06622,-0.101052,-0.187876,3.91623,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.08227,-0.109884,-0.186914,5.50209,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.97658,-0.0743672,-0.187411,5.81897,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.897806,0.0801101,0.0776591,7.66275,0,0,0,0,0,0
173,4.46756,-0.257674,-0.14257,19.0138,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.86401,-0.266273,-0.128701,17.6987,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.70841,-0.260003,-0.137754,17.786,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.716287,0.0225905,0.0340943,7.49036,0,0,0,0,0,0
174,4.03639,-0.09196,-0.190709,4.03603,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.75291,-0.0672323,-0.167423,4.68777,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.00852,-0.0534739,-0.169932,5.43998,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.933422,0.0788269,0.0770781,4.03931,0,0,0,0,0,0
175,4.49824,-0.087593,-0.196187,4.65109,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.52098,-0.0935211,-0.19044,5.44188,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.39987,-0.0602917,-0.178961,6.10007,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.05865,0.0694907,0.0781454,6.56101,0,0,0,0,0,0
176,3.18388,-0.157089,-0.159599,3.20592,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.14031,-0.146828,-0.160282,3.64065,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.92807,-0.14325,-0.144275,3.34812,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.686519,0.0791965,0.0852369,4.11916,0,0,0,0,0,0
177,2.27461,-0.177569,-0.159178,2.93506,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.26013,-0.155011,-0.14176,2.585,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.69439,-0.126299,-0.0794965,4.70341,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.25716,0.0766995,0.0789258,2.68638,0,0,0,0,0,0
178,3.77809,-0.108638,-0.182673,4.25352,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.65966,-0.119103,-0.185412,5.76684,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.10044,-0.0933427,-0.189994,4.95987,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.966832,0.0830087,0.0771272,6.93681,0,0,0,0,0,0
179,2.6656,-0.0913902,-0.188075,3.54801,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.16316,-0.0785424,-0.208663,4.3557,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.49311,-0.0470352,-0.158003,5.06915,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.763401,0.0781571,0.0670623,3.70498,0,0,0,0,0,0
180,3.5205,0.051925,-0.155421,2.96414,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.75289,0.0530026,-0.134051,2.95992,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.38033,0.0559409,-0.145612,2.3965,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.70201,0.0240662,0.0625675,1.51358,0,0,0,0,0,0
181,4.52656,-0.126061,-0.15935,4.99846,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.45177,-0.121288,-0.160557,4.381,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.08042,-0.130595,-0.153399,3.25855,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.912276,0.101625,0.0882705,5.12429,0,0,0,0,0,0
182,5.33782,-0.184111,-0.118204,6.27383,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.3633,-0.195431,-0.112773,7.10429,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.31204,-0.199607,-0.0930216,10.211,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.850172,0.0831564,0.0775572,7.29976,0,0,0,0,0,0
183,3.89166,-0.207586,-0.120541,31.4435,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.49726,-0.202383,-0.122066,30.8484,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.06901,-0.142124,-0.0118111,16.5703,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.360906,0.0248004,0.0199857,24.0053,0,0,0,0,0,0
184,2.91022,-0.139178,-0.15597,5.87743,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.93719,-0.132322,-0.155555,6.17281,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.05413,-0.125448,-0.158626,3.29465,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.34282,0.0882456,0.0992989,9.14788,0,0,0,0,0,0
185,3.88311,-0.0518372,-0.187071,9.58951,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.98911,-0.0571775,-0.180658,7.75828,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.13203,-0.00758692,-0.18475,11.4789,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.28749,0.0969359,0.0691267,7.69016,0,0,0,0,0,0
186,5.90502,-0.172754,-0.120226,3.52946,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.15881,-0.169268,-0.113229,4.95042,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.49915,-0.150933,-0.06903,6.66757,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.85899,0.0712543,0.0824633,4.79815,0,0,0,0,0,0
187,4.01351,0.0982971,-0.16414,2.43183,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.13702,0.0878692,-0.141605,3.12416,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.56245,0.0861536,-0.136012,2.96396,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.881478,0.016344,0.0840164,1.45896,0,0,0,0,0,0
188,3.33612,-0.175117,-0.135338,3.66635,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.43729,-0.166989,-0.142285,4.70683,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.23702,-0.176332,-0.112744,5.39274,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.77069,0.0975047,0.0726269,6.96026,0,0,0,0,0,0
189,7.61867,-0.103592,-0.178759,3.74763,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.395,-0.105659,-0.184018,4.33898,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,7.24014,-0.103206,-0.168198,3.70315,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.912985,0.100047,0.0808224,4.04335,0,0,0,0,0,0
190,5.54322,-0.0931517,-0.190574,4.17283,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.45374,-0.093479,-0.196017,5.63989,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.9903,-0.0785477,-0.182313,5.1922,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.922812,0.0787846,0.0791439,5.61765,0,0,0,0,0,0
191,6.34619,-0.0117109,-0.207341,14.5961,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.59977,-0.0354403,-0.213921,16.2052,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.87769,-0.0202816,-0.190639,14.1822,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.2058,0.0483248,0.0694667,9.22174,0,0,0,0,0,0
192,6.69044,-0.0720036,-0.207398,12.5386,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.78891,-0.0732367,-0.204697,10.583,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.46659,-0.0453986,-0.212684,14.8633,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.41097,0.0753668,0.0807656,9.74908,0,0,0,0,0,0
193,6.52017,-0.14895,-0.159101,3.8368,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.58671,-0.151536,-0.1522,4.28668,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.34865,-0.157428,-0.131096,3.80643,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.88108,0.0918677,0.08474,4.24557,0,0,0,0,0,0
194,4.6748,-0.150706,-0.147536,3.94136,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.64445,-0.136055,-0.133325,3.51033,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.38414,-0.162587,-0.125952,4.10606,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.794138,0.093303,0.0831223,3.29527,0,0,0,0,0,0
195,4.3928,-0.0987879,-0.181941,5.02937,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.96476,-0.0913613,-0.205465,4.85422,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.13344,-0.0615279,-0.182694,6.26304,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.01971,0.0813577,0.0726678,4.12384,0,0,0,0,0,0
196,5.01484,-0.134659,-0.161474,4.03729,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.27073,-0.130356,-0.156314,4.47636,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.75354,-0.130478,-0.154862,3.26206,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.02694,0.0849572,0.0832497,4.37975,0,0,0,0,0,0
197,3.73948,-0.144801,-0.156742,3.85767,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.68159,-0.139432,-0.140163,4.05877,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.39536,-0.14937,-0.137892,3.50422,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.695384,0.0887751,0.0805164,4.67683,0,0,0,0,0,0
198,0.512788,-0.133953,-0.159238,6.09449,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,0.811579,-0.126903,-0.161583,5.47291,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.230635,-0.124059,-0.159612,3.30956,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.26194,0.0933794,0.0869128,5.9739,0,0,0,0,0,0
199,3.80829,-0.133174,-0.193256,4.94113,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.93502,-0.130471,-0.1878,4.14799,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.55776,-0.112861,-0.193203,4.40778,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.870097,0.0717055,0.0866713,4.01986,0,0,0,0,0,0
200,0.441022,-0.217523,-0.0783283,14.0838,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,0.384885,-0.227547,-0.0719799,11.0678,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.265914,-0.194277,-0.0893962,9.92534,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.330395,0.0753414,0.0597608,7.55561,0,0,0,0,0,0
201,6.17024,-0.152101,-0.14631,4.41991,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.06744,-0.136995,-0.145629,5.01625,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.85319,-0.146845,-0.141109,3.42211,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.841598,0.0879953,0.0924886,4.89881,0,0,0,0,0,0
202,6.81455,-0.127195,-0.160631,3.66221,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.72619,-0.120629,-0.157213,3.61484,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.43587,-0.124547,-0.15959,3.30669,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.916671,0.0875568,0.0767931,3.89088,0,0,0,0,0,0
203,3.04343,-0.0996483,-0.212041,5.55158,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.38814,-0.111506,-0.198867,5.49219,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.4063,-0.0673773,-0.203913,8.89295,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.01076,0.0557587,0.070818,4.70091,0,0,0,0,0,0
204,6.48673,-0.112004,-0.17234,4.71698,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.54767,-0.104483,-0.176553,4.36694,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.18962,-0.107646,-0.170717,3.68454,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.06037,0.0974119,0.0882969,4.27544,0,0,0,0,0,0
205,5.05557,0.094912,-0.151807,1.37497,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.12675,0.0910333,-0.139524,1.56338,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.9148,0.0965245,-0.165773,1.14475,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.878453,0.0205509,0.100017,0.868813,0,0,0,0,0,0
206,5.3739,-0.155519,-0.15853,3.97485,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.31793,-0.162992,-0.156592,3.75783,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.12631,-0.148531,-0.137803,3.49273,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.799877,0.103945,0.0738403,4.70957,0,0,0,0,0,0
207,3.19837,-0.103243,-0.177913,4.28549,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.22916,-0.0889772,-0.173343,3.95066,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,2.3868,-0.0510531,-0.14255,4.00345,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.772501,0.0917233,0.0684858,6.51564,0,0,0,0,0,0
208,1.75168,-0.145708,-0.160792,2.22613,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,1.94148,-0.172214,-0.15605,2.55655,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.28082,-0.0548621,-0.0997847,3.06262,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.316946,0.0820218,0.0575215,2.60951,0,0,0,0,0,0
209,3.64514,-0.140102,-0.156825,5.65472,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.71573,-0.137442,-0.167946,6.36103,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.02111,-0.125698,-0.158453,3.29228,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.15247,0.0977227,0.0912298,10.9342,0,0,0,0,0,0
210,5.56028,-0.181482,-0.116478,5.58154,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.72831,-0.175543,-0.111631,7.69046,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.64431,-0.190438,-0.0867966,9.69542,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.910757,0.0809431,0.0818812,8.33192,0,0,0,0,0,0
211,3.56145,-0.162313,-0.0929147,5.97612,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.62737,-0.176862,-0.10854,5.15654,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.57406,-0.143853,-0.0299538,11.7229,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.02571,0.0808981,0.0957837,5.23184,0,0,0,0,0,0
212,5.40148,-0.145065,-0.20732,4.77505,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.4242,-0.13979,-0.177562,5.60801,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.74059,-0.130532,-0.234293,7.01665,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.780825,0.0616769,0.0845343,8.84788,0,0,0,0,0,0
213,6.04788,-0.11595,-0.169915,4.68991,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.22597,-0.134681,-0.17973,4.50009,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.80592,-0.109083,-0.170701,3.66344,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.978035,0.0945662,0.0813975,4.82963,0,0,0,0,0,0
214,6.15618,-0.20392,-0.0936421,9.37232,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.15173,-0.206085,-0.0810088,7.69839,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.33435,-0.18792,-0.0852995,9.80893,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.960991,0.0687466,0.0579405,5.72042,0,0,0,0,0,0
215,6.72148,-0.173928,-0.151142,3.78355,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,6.78073,-0.169477,-0.151283,3.56471,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,6.88899,-0.154629,-0.0983053,4.94245,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.70503,0.075324,0.0848027,3.51142,0,0,0,0,0,0
216,8.92895,-0.0677258,-0.179815,4.93162,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,8.87155,-0.0863236,-0.186225,5.94356,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,8.49795,-0.0556911,-0.179151,6.14269,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.0581,0.104309,0.0731388,6.16954,0,0,0,0,0,0
217,2.72744,-0.128821,-0.165056,6.86722,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,2.76938,-0.156676,-0.153806,6.31444,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.91777,-0.123979,-0.159681,3.31061,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.04748,0.0894492,0.0867657,15.2,0,0,0,0,0,0
218,5.91732,-0.135072,-0.145845,5.83447,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,5.77015,-0.130241,-0.152985,5.11843,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,5.51566,-0.140973,-0.14598,3.31522,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.08011,0.0987484,0.0920454,6.16451,0,0,0,0,0,0
219,4.68134,0.0376429,-0.17724,5.08123,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.76246,0.0374962,-0.170193,5.43767,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.08315,0.0388349,-0.181414,4.76857,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.04837,0.0204788,0.0927161,2.4255,0,0,0,0,0,0
220,4.41196,0.0562389,-0.166604,7.48072,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.44478,0.0577631,-0.156555,7.12845,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.96317,0.0537726,-0.146205,7.35917,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.833378,0.016721,0.0670156,2.03379,0,0,0,0,0,0
221,4.70094,-0.105696,-0.186195,6.00415,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.74059,-0.0882375,-0.178092,6.00955,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.83542,-0.0717642,-0.193666,6.62382,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.12973,0.085683,0.0832671,5.93167,0,0,0,0,0,0
222,3.73469,-0.145722,-0.16431,3.85002,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,3.53958,-0.135546,-0.18035,3.53642,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,3.29015,-0.123919,-0.161193,3.32441,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.767825,0.0862271,0.0855587,3.94723,0,0,0,0,0,0
223,7.59018,-0.0984948,-0.162063,5.13496,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,7.48666,-0.114672,-0.173762,5.30401,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,7.3531,-0.11309,-0.165598,3.48925,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,1.07153,0.10102,0.0771916,6.2458,0,0,0,0,0,0
224,5.11658,-0.11419,0.0579052,14.3738,0.132297,0.14412,0.78309,0.0815214,0.0975698,-0.0971684,4.94674,-0.15375,0.0849971,8.44121,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,4.7872,-0.0881899,0.0557395,10.6803,0.13204,0.144577,0.78326,0.0815014,0.098268,-0.0972145,0.646476,0.0504686,0.0325145,5.69527,0,0,0,0,0,0
