parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,93.2904807529657,2.22515394966096,2.38518864057866,
b1_pop,0.401977683878948,0.167718998809302,41.7234601659651,
h1_pop,0.000595272618002017,0.000297292997030817,49.9423269339445,
h2_pop,0.104614182980621,0.0157396438217123,15.0454205856848,
alpha1_pop,-0.0449132317708658,0.00707101613882544,15.7437259801292,
alpha2_pop,0.0314694695385849,0.00506636471047525,16.0993012744093,
hcov1_pop,0,,,
beta_hcov1_score4C,0.251652282380243,0.049050473024417,19.4913682325768,2.89010166243386e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.121545233367489,0.0218525510952473,17.9789453603472,2.6660627927555e-08
omega_b0,25.8052048494888,2.26357546214133,8.77177869869213,
omega_b1,0.834431303654341,0.222822567431136,26.7035244789233,
e_a,11.5592301219205,0.39168404895675,3.388495988275,
