parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,6.06828429838528,0.103203791482108,1.70070791689126,
b1_pop,-0.0548772195297515,0.0147369809458513,26.8544599601328,
h1_pop,3.30625021418208e-05,4.39172921685391e-05,132.831120827326,
h2_pop,0.0816038885506761,0.0147412638041639,18.064413431732,
alpha1_pop,2.29957703227125,0.423907445340965,18.4341485147935,
alpha2_pop,-0.774258014859096,0.10480629879837,13.5363531002573,
hcov1_pop,0,,,
beta_hcov1_score4C,0.389273748585017,0.087497068219358,22.4770019908622,8.62742657070648e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.114984865524251,0.024666556531372,21.452002764807,3.13807189145088e-06
omega_b0,1.22684359617574,0.0909475027097538,7.41312935024896,
omega_b1,0.110204269400099,0.0195255849965102,17.7176302722194,
e_b,0.291437427832732,0.00744244344803422,2.5537020084825,
