rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,1.77014359284507,-1.33211974137226,-1.96472329706467,2.00290453022029,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.0697793082951907,0.117256260566732,-0.154926296228699,-0.111979011934568,0,0,0,0,0,0
2,1,1.70093485656418,-1.37507503828479,-1.91994159755243,1.3982137379074,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.138988044576084,0.0743009636542069,-0.110144596716466,-0.471381883616382,0,0,0,0,0,0
3,1,1.81281330649565,-1.48903014020963,-1.32120903831076,2.36355526736982,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.0271095946446192,-0.0396541382706348,0.488587962525212,0.0535895505880368,0,0,0,0,0,0
4,1,1.91864224428368,-1.19849993733216,-1.90061802094483,1.85688146608487,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,0.0787193431434174,0.250876064606838,-0.0908210201088582,-0.187678954618624,0,0,0,0,0,0
5,1,1.70672456195448,-1.45678808547893,-1.5829918045247,1.26910261368878,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.133198339185787,-0.00741208353994094,0.226805196311266,-0.568267356773551,0,0,0,0,0,0
6,1,1.72262033298167,-1.11001443140625,-2.00642241120684,2.43247390060348,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.117302568158595,0.339361570532739,-0.196625410370877,0.0823314014790509,0,0,0,0,0,0
7,1,1.92371507563227,-1.309850719418,-1.90854941564266,0.849070233509896,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,0.0837921744920054,0.139525282520995,-0.0987524148066958,-0.970190775197653,0,0,0,0,0,0
8,1,1.78583147298414,-1.37349484350375,-1.63961427655717,1.02516014257808,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.054091428156128,0.0758811584352463,0.1701827242788,-0.781728567039316,0,0,0,0,0,0
9,1,1.77471173616043,-1.65401281130191,-1.52169320827827,4.1239715734788,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.0652111649798339,-0.204636809362913,0.288103792557697,0.610239269094524,0,0,0,0,0,0
10,1,1.71957044838861,-1.39166737146333,-1.91011555527772,1.05906752888802,0.00107740038858979,0.0645411675374931,-8.5097709371888e-07,-7.79610126622581,2.56010694801397,-1.79725873407004,-0.120352452751655,0.0577086304756604,-0.100318554441748,-0.749188572845938,0,0,0,0,0,0
