b02_pop,1,-0.21467,0.0021443,-0.0011082,-0.00066486,0.037518,0.00095883,-0.013532,-0.0031007,0.0083377,0.020659,0.004033,0.0092816,0.0009129,0.0064035,0.0053926,-0.008082,-0.00055178
b12_pop,-0.21467,1,-0.0054301,0.020955,0.0724,-0.086724,-0.046522,0.02901,0.02552,-0.041225,-0.012204,-0.015097,0.010623,0.018913,-0.00256,0.0086662,-0.0085161,-0.0032777
b03_pop,0.0021443,-0.0054301,1,-0.14879,0.0050033,-0.032937,-0.0052556,0.0078821,0.006041,-0.0056657,0.0014229,0.012438,0.0016634,0.00255,-0.0023643,-0.0053358,0.00059691,-0.0034457
b13_pop,-0.0011082,0.020955,-0.14879,1,-0.073913,0.089474,0.042626,-0.010213,-0.037167,0.020983,0.0018299,-0.029165,-0.0024684,-0.00073106,-0.0026803,-0.0056867,0.00053791,0.0028353
p1_pop,-0.00066486,0.0724,0.0050033,-0.073913,1,-0.49933,0.0605,-0.09583,0.44804,-0.74267,-0.2379,0.08956,0.017718,-0.033265,0.013149,-0.017012,-0.016814,-0.013998
g1_pop,0.037518,-0.086724,-0.032937,0.089474,-0.49933,1,-0.031957,0.046064,-0.24278,0.34511,0.14348,-0.029541,-0.02785,0.040605,-0.019794,0.051763,0.010337,0.0061276
p2_pop,0.00095883,-0.046522,-0.0052556,0.042626,0.0605,-0.031957,1,-0.39159,0.028509,-0.045122,-0.24847,0.29332,-0.0081588,0.00032643,0.0053179,0.0062451,-0.00057299,-0.0032211
g2_pop,-0.013532,0.02901,0.0078821,-0.010213,-0.09583,0.046064,-0.39159,1,-0.078701,0.060878,0.28511,-0.48803,0.0033685,0.0070152,-0.0096341,0.0094719,0.0040749,0.0078915
alpha12_pop,-0.0031007,0.02552,0.006041,-0.037167,0.44804,-0.24278,0.028509,-0.078701,1,-0.001958,-0.26135,0.044392,0.043841,0.0234,0.0029813,-0.04069,-0.039304,0.00092041
alpha13_pop,0.0083377,-0.041225,-0.0056657,0.020983,-0.74267,0.34511,-0.045122,0.060878,-0.001958,1,0.12333,-0.089467,-0.0043102,0.042631,-0.02025,-0.032239,0.0018026,0.023749
alpha22_pop,0.020659,-0.012204,0.0014229,0.0018299,-0.2379,0.14348,-0.24847,0.28511,-0.26135,0.12333,1,-0.031222,0.018866,0.025724,-0.0098721,0.0046756,0.016674,0.0055213
alpha23_pop,0.004033,-0.015097,0.012438,-0.029165,0.08956,-0.029541,0.29332,-0.48803,0.044392,-0.089467,-0.031222,1,0.005067,-0.007333,0.013599,-0.027506,-0.00051035,-0.015248
omega_b02,0.0092816,0.010623,0.0016634,-0.0024684,0.017718,-0.02785,-0.0081588,0.0033685,0.043841,-0.0043102,0.018866,0.005067,1,-0.072208,-0.0017571,-0.013986,-0.10863,0.0014659
omega_b12,0.0009129,0.018913,0.00255,-0.00073106,-0.033265,0.040605,0.00032643,0.0070152,0.0234,0.042631,0.025724,-0.007333,-0.072208,1,0.00051647,0.011439,-0.032997,0.0044316
omega_b03,0.0064035,-0.00256,-0.0023643,-0.0026803,0.013149,-0.019794,0.0053179,-0.0096341,0.0029813,-0.02025,-0.0098721,0.013599,-0.0017571,0.00051647,1,-0.0057625,-0.00046839,-0.096351
omega_b13,0.0053926,0.0086662,-0.0053358,-0.0056867,-0.017012,0.051763,0.0062451,0.0094719,-0.04069,-0.032239,0.0046756,-0.027506,-0.013986,0.011439,-0.0057625,1,0.0033789,-0.036048
a_2,-0.008082,-0.0085161,0.00059691,0.00053791,-0.016814,0.010337,-0.00057299,0.0040749,-0.039304,0.0018026,0.016674,-0.00051035,-0.10863,-0.032997,-0.00046839,0.0033789,1,0.00069586
a_3,-0.00055178,-0.0032777,-0.0034457,0.0028353,-0.013998,0.0061276,-0.0032211,0.0078915,0.00092041,0.023749,0.0055213,-0.015248,0.0014659,0.0044316,-0.096351,-0.036048,0.00069586,1
