parameter,value,se_sa,rse_sa
b01_pop,4.70924812908465,0.13177398398475,2.7981958132744
b11_pop,-0.120688982124411,0.0158525434520084,13.1350378244693
b21_pop,-0.162087709773888,0.0160745970230619,9.9172213892626
a1_pop,3.35783494612665,0.737604292967171,21.9666631862897
p1_pop,0.132040342511762,0.0208018179695412,15.7541381473532
g1_pop,0.14457678989623,0.0265264429632423,18.3476497038575
p2_pop,0.783259755123488,0.0377936844453393,4.82517890114
g2_pop,0.0815014313463103,0.00940503368056713,11.5397159598387
alpha11_pop,0.0982680003929456,0.0310049321379672,31.5514023018555
alpha21_pop,-0.0972145204052279,0.0177749616706707,18.2842661740013
omega_b01,1.91389276001017,0.106712358213093,5.57567071900761
omega_b11,0.0976618687282204,0.010285194503785,10.5314332376818
omega_b21,0.0868940834273268,0.0108879166856948,12.530101309833
omega_a1,1.09426099527048,0.183191304858241,16.7410979327615
b_1,0.300173894588764,0.00629526025595739,2.09720444363819
