rep,id,b01,b11,b21,a1,b02,b12,p1,g1,p2,g2,alpha11,alpha12,alpha21,alpha22,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha21,eta_alpha22
1,1,3.25662389811612,-0.130858253053239,-0.179861207387769,9.27114126297623,7.32322910649984,0.00557583953009596,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,-1.19523918529303,-0.0017749397840342,-0.0217841535240996,0.643746444105697,-0.0733068851931611,0.00305737888493375,0,0,0,0,0,0,0,0
2,1,3.46190696239498,-0.301394010266336,-0.168801270969613,1.95471208748461,7.35036249330929,0.00106655380351524,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,-0.989956121014167,-0.172310696997131,-0.0107242171059434,-0.912917128720659,-0.0461734983837117,-0.00145190684164698,0,0,0,0,0,0,0,0
3,1,3.09109758334346,-0.130003185144886,-0.145338543799749,5.42045263751352,7.35234145105859,0.00854278483035923,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,-1.36076550006569,-0.000919871875680767,0.0127385100639203,0.107019282937073,-0.0441945406344111,0.00602432418519701,0,0,0,0,0,0,0,0
1,2,8.75932490803359,-0.283476876004201,-0.170050673746637,2.89074237177628,7.41766401247601,-0.00444907105625387,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,4.30746182462444,-0.154393562734996,-0.0119736198829679,-0.521646696299385,0.0211280207830136,-0.00696753170141608,0,0,0,0,0,0,0,0
2,2,6.95849242090531,-0.0222643217721278,-0.171901599937097,2.85504090604592,7.39364834504192,-0.000902053623361645,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,2.50662933749616,0.106818991497077,-0.0138245460734279,-0.534073870616582,-0.00288764665107966,-0.00342051426852386,0,0,0,0,0,0,0,0
3,2,7.18515085356272,-0.0750512593933136,-0.212174197342749,2.52641005839552,7.41458570122217,0.00337046841279014,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,2.73328777015356,0.0540320538758916,-0.0540971434790795,-0.656360695657049,0.0180497095291736,0.000852007767627926,0,0,0,0,0,0,0,0
1,3,8.24757945773391,-0.143330061019409,-0.129042764128702,8.3711576152692,7.44417731841117,-0.00575644746545992,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,3.79571637432476,-0.0142467477502037,0.0290342897349677,0.541632138743242,0.0476413267181766,-0.00827490811062214,0,0,0,0,0,0,0,0
2,3,6.91929957935809,0.050585960165764,-0.148187728432547,2.53024372125257,7.43885522550679,0.00531596675060385,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,2.46743649594894,0.179669273434969,0.00988932543112275,-0.654844410873233,0.0423192338137905,0.00279750610544163,0,0,0,0,0,0,0,0
3,3,8.63656606532428,-0.170376942083644,-0.0963973031659968,7.82245553096111,7.37370910472487,0.00427216939377968,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,4.18470298191513,-0.0412936288144393,0.0616797506976727,0.473838470300378,-0.0228268869681276,0.00175370874861746,0,0,0,0,0,0,0,0
1,4,5.44114325074613,-0.120589997519265,-0.107455739629991,36.1520000480076,7.32871202440434,0.00270577300304547,0.0515020185247713,0.30956533265453,0.772941880158768,0.112864569419789,0.215324658292523,-17.9126160034194,-0.115948660181799,5.31900909963893,0.989280167336983,0.00849331574994021,0.0506213142336785,2.00457223195304,-0.067823967288656,0.000187312357883252,0,0,0,0,0,0,0,0
