b0_pop,1,-0.75484,-0.017826,-0.19608,-0.77861,-0.33395,0.019371,0.4475,nan,0.29638,-0.8165
b1_pop,-0.75484,1,0.018249,0.39724,0.85257,0.43616,-0.31799,-0.41248,nan,-0.57044,0.72376
h1_pop,-0.017826,0.018249,1,0.0064797,0.021469,0.007344,-0.011163,-0.010103,nan,-0.0063337,0.018093
h2_pop,-0.19608,0.39724,0.0064797,1,0.36029,0.7621,-0.29943,-0.69379,nan,-0.27832,0.21465
alpha1_pop,-0.77861,0.85257,0.021469,0.36029,1,0.361,-0.47285,-0.48864,nan,-0.27724,0.78913
alpha2_pop,-0.33395,0.43616,0.007344,0.7621,0.361,1,-0.21869,-0.30613,nan,-0.24948,0.28654
beta_hcov1_score4C,0.019371,-0.31799,-0.011163,-0.29943,-0.47285,-0.21869,1,0.10648,nan,-0.15951,-0.037786
beta_hcov2_score4C,0.4475,-0.41248,-0.010103,-0.69379,-0.48864,-0.30613,0.10648,1,nan,0.18609,-0.44889
omega_b0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_b1,0.29638,-0.57044,-0.0063337,-0.27832,-0.27724,-0.24948,-0.15951,0.18609,nan,1,-0.31481
e_b,-0.8165,0.72376,0.018093,0.21465,0.78913,0.28654,-0.037786,-0.44889,nan,-0.31481,1
